date,country,value,source,indicator
2022-02-02,Cameroon,34.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-03,Cameroon,34.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-04,Cameroon,33.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-05,Cameroon,33.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-06,Cameroon,33.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-07,Cameroon,34.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-08,Cameroon,34.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-09,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-10,Cameroon,33.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-11,Cameroon,34.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-12,Cameroon,34.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-13,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-14,Cameroon,34.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-15,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-16,Cameroon,33.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-17,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-18,Cameroon,32.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-19,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-20,Cameroon,32.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-21,Cameroon,32.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-22,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-23,Cameroon,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-24,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-25,Cameroon,32.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-26,Cameroon,32.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-27,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-28,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-01,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-02,Cameroon,31.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-03,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-04,Cameroon,31.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-05,Cameroon,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-06,Cameroon,31.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-07,Cameroon,32.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-08,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-09,Cameroon,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-10,Cameroon,31.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-11,Cameroon,32.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-12,Cameroon,32.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-13,Cameroon,32.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-14,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-15,Cameroon,33.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-16,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-17,Cameroon,33.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-18,Cameroon,34.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-19,Cameroon,35.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-20,Cameroon,34.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-21,Cameroon,35.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-22,Cameroon,35.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-23,Cameroon,35.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-24,Cameroon,35.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-25,Cameroon,35.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-26,Cameroon,35.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-27,Cameroon,35.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-28,Cameroon,35.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-29,Cameroon,35.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-30,Cameroon,34.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-31,Cameroon,35.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-01,Cameroon,36.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-02,Cameroon,36.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-03,Cameroon,37.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-04,Cameroon,37.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-05,Cameroon,36.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-06,Cameroon,36.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-07,Cameroon,37.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-08,Cameroon,36.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-09,Cameroon,34.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-10,Cameroon,33.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-11,Cameroon,33.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-12,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-13,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-14,Cameroon,33.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-15,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-16,Cameroon,32.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-17,Cameroon,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-18,Cameroon,31.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-19,Cameroon,31.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-20,Cameroon,30.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-21,Cameroon,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-22,Cameroon,30.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-23,Cameroon,29.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-24,Cameroon,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-25,Cameroon,29.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-26,Cameroon,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-27,Cameroon,27.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-28,Cameroon,28.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-29,Cameroon,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-30,Cameroon,26.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-01,Cameroon,25.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-02,Cameroon,24.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-03,Cameroon,24.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-04,Cameroon,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-05,Cameroon,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-06,Cameroon,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-07,Cameroon,24.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-08,Cameroon,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-09,Cameroon,25.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-10,Cameroon,26.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-11,Cameroon,25.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-12,Cameroon,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-13,Cameroon,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-14,Cameroon,25.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-15,Cameroon,25.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-16,Cameroon,25.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-17,Cameroon,26.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-18,Cameroon,25.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-19,Cameroon,25.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-20,Cameroon,26.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-21,Cameroon,25.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-22,Cameroon,25.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-23,Cameroon,26.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-24,Cameroon,26.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-25,Cameroon,26.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-26,Cameroon,26.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-27,Cameroon,26.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-28,Cameroon,26.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-29,Cameroon,26.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-30,Cameroon,27.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-31,Cameroon,28.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-01,Cameroon,29.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-02,Cameroon,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-03,Cameroon,30.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-04,Cameroon,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-05,Cameroon,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-06,Cameroon,30.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-07,Cameroon,31.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-08,Cameroon,30.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-09,Cameroon,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-10,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-11,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-12,Cameroon,31.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-13,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-14,Cameroon,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-15,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-16,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-17,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-18,Cameroon,31.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-19,Cameroon,31.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-20,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-21,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-22,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-23,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-24,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-25,Cameroon,32.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-26,Cameroon,32.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-27,Cameroon,32.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-28,Cameroon,32.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-29,Cameroon,33.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-30,Cameroon,32.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-01,Cameroon,32.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-02,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-03,Cameroon,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-04,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-05,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-06,Cameroon,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-07,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-08,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-09,Cameroon,32.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-10,Cameroon,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-11,Cameroon,30.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-12,Cameroon,30.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-13,Cameroon,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-14,Cameroon,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-15,Cameroon,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-16,Cameroon,30.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-17,Cameroon,30.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-18,Cameroon,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-19,Cameroon,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-20,Cameroon,31.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-21,Cameroon,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-22,Cameroon,31.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-23,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-24,Cameroon,32.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-25,Cameroon,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-26,Cameroon,32.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-27,Cameroon,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-28,Cameroon,31.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-29,Cameroon,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-30,Cameroon,31.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-31,Cameroon,31.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-01,Cameroon,31.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-02,Cameroon,31.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-03,Cameroon,31.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-04,Cameroon,31.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-05,Cameroon,32.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-06,Cameroon,32.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-07,Cameroon,33.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-08,Cameroon,33.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-09,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-10,Cameroon,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-11,Cameroon,33.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-12,Cameroon,34.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-13,Cameroon,33.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-14,Cameroon,34.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-15,Cameroon,34.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-16,Cameroon,35.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-01,Central African Republic,41.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-02,Central African Republic,41.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-03,Central African Republic,41.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-04,Central African Republic,41.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-05,Central African Republic,42.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-06,Central African Republic,42.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-07,Central African Republic,42.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-08,Central African Republic,42.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-09,Central African Republic,41.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-10,Central African Republic,41.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-11,Central African Republic,42.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-12,Central African Republic,42.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-13,Central African Republic,42.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-14,Central African Republic,42.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-15,Central African Republic,42.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-16,Central African Republic,42.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-17,Central African Republic,42.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-18,Central African Republic,42.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-19,Central African Republic,42.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-20,Central African Republic,42.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-21,Central African Republic,43.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-22,Central African Republic,43.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-23,Central African Republic,43.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-24,Central African Republic,43.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-25,Central African Republic,43.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-26,Central African Republic,43.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-27,Central African Republic,43.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-28,Central African Republic,43.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-29,Central African Republic,44.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-30,Central African Republic,44.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-31,Central African Republic,44.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-01,Central African Republic,44.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-02,Central African Republic,45.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-03,Central African Republic,45.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-04,Central African Republic,46.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-05,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-06,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-07,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-08,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-09,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-10,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-11,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-12,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-13,Central African Republic,47.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-14,Central African Republic,47.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-15,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-16,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-17,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-18,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-19,Central African Republic,47.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-20,Central African Republic,47.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-21,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-22,Central African Republic,47.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-23,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-24,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-25,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-26,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-27,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-28,Central African Republic,46.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-01,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-02,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-03,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-04,Central African Republic,46.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-05,Central African Republic,46.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-06,Central African Republic,46.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-07,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-08,Central African Republic,47.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-09,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-10,Central African Republic,46.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-11,Central African Republic,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-12,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-13,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-14,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-15,Central African Republic,46.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-16,Central African Republic,47.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-17,Central African Republic,47.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-18,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-19,Central African Republic,47.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-20,Central African Republic,47.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-21,Central African Republic,46.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-22,Central African Republic,46.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-23,Central African Republic,46.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-24,Central African Republic,46.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-25,Central African Republic,46.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-26,Central African Republic,46.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-27,Central African Republic,45.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-28,Central African Republic,46.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-29,Central African Republic,46.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-30,Central African Republic,45.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-31,Central African Republic,45.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-01,Central African Republic,45.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-02,Central African Republic,44.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-03,Central African Republic,44.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-04,Central African Republic,44.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-05,Central African Republic,44.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-06,Central African Republic,44.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-07,Central African Republic,44.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-08,Central African Republic,43.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-09,Central African Republic,43.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-10,Central African Republic,43.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-11,Central African Republic,43.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-12,Central African Republic,42.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-13,Central African Republic,42.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-14,Central African Republic,42.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-15,Central African Republic,41.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-16,Central African Republic,41.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-17,Central African Republic,41.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-18,Central African Republic,41.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-19,Central African Republic,41.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-20,Central African Republic,41.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-21,Central African Republic,40.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-22,Central African Republic,40.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-23,Central African Republic,40.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-24,Central African Republic,39.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-25,Central African Republic,39.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-26,Central African Republic,39.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-27,Central African Republic,38.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-28,Central African Republic,38.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-29,Central African Republic,38.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-30,Central African Republic,38.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-01,Central African Republic,36.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-02,Central African Republic,35.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-03,Central African Republic,37.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-04,Central African Republic,37.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-05,Central African Republic,37.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-06,Central African Republic,37.1,WFP HungerMapLive,% of People with Insufficient food Consumption
