date,value,iso_code,name_short,source
2024-01-08,14.17,,Tunisia,WFP HungerMapLive
2024-01-08,17.01,,Uganda,WFP HungerMapLive
2024-01-08,15.39,,Zambia,WFP HungerMapLive
2024-01-08,25.47,,Zimbabwe,WFP HungerMapLive
2024-01-07,24.52,,Africa (median),WFP HungerMapLive
2024-01-07,23.44,,Algeria,WFP HungerMapLive
2024-01-07,18.26,,Botswana,WFP HungerMapLive
2024-01-07,31.46,,Burundi,WFP HungerMapLive
2024-01-07,20.26,,Cabo Verde,WFP HungerMapLive
2024-01-07,30.67,,Central African Republic,WFP HungerMapLive
2024-01-07,31.4,,Comoros,WFP HungerMapLive
2024-01-07,19.61,,Congo Republic,WFP HungerMapLive
2024-01-07,17.27,,Cote d'Ivoire,WFP HungerMapLive
2024-01-07,25.08,,Djibouti,WFP HungerMapLive
2024-01-07,17.29,,Egypt,WFP HungerMapLive
2024-01-07,16.45,,Eswatini,WFP HungerMapLive
2024-01-07,24.52,,Gambia,WFP HungerMapLive
2024-01-07,15.92,,Ghana,WFP HungerMapLive
2024-01-07,50.39,,Guinea,WFP HungerMapLive
2024-01-07,31.82,,Guinea-Bissau,WFP HungerMapLive
2024-01-07,23.56,,Kenya,WFP HungerMapLive
2024-01-07,33.3,,Lesotho,WFP HungerMapLive
2024-01-07,35.85,,Liberia,WFP HungerMapLive
2024-01-07,17.45,,Libya,WFP HungerMapLive
2024-01-07,28.48,,Madagascar,WFP HungerMapLive
2024-01-07,26.83,,Mauritania,WFP HungerMapLive
2024-01-07,17.46,,Morocco,WFP HungerMapLive
2024-01-07,43.23,,Nigeria,WFP HungerMapLive
2024-01-07,24.25,,Rwanda,WFP HungerMapLive
2024-01-07,18.32,,Sao Tome and Principe,WFP HungerMapLive
2024-01-07,27.12,,Senegal,WFP HungerMapLive
2024-01-07,51.14,,Sierra Leone,WFP HungerMapLive
2024-01-07,84.84,,Somalia,WFP HungerMapLive
2024-01-07,29.43,,South Sudan,WFP HungerMapLive
2024-01-07,33.99,,Sudan,WFP HungerMapLive
2024-01-07,7.68,,Tanzania,WFP HungerMapLive
2024-01-07,20.63,,Togo,WFP HungerMapLive
2024-01-07,14.18,,Tunisia,WFP HungerMapLive
2024-01-07,17.01,,Uganda,WFP HungerMapLive
2024-01-07,15.42,,Zambia,WFP HungerMapLive
2024-01-07,25.96,,Zimbabwe,WFP HungerMapLive
2024-01-06,24.384999999999998,,Africa (median),WFP HungerMapLive
2024-01-06,23.44,,Algeria,WFP HungerMapLive
2024-01-06,18.26,,Botswana,WFP HungerMapLive
2024-01-06,31.46,,Burundi,WFP HungerMapLive
2024-01-06,20.26,,Cabo Verde,WFP HungerMapLive
2024-01-06,30.52,,Central African Republic,WFP HungerMapLive
2024-01-06,31.4,,Comoros,WFP HungerMapLive
2024-01-06,19.5,,Congo Republic,WFP HungerMapLive
2024-01-06,17.34,,Cote d'Ivoire,WFP HungerMapLive
2024-01-06,25.08,,Djibouti,WFP HungerMapLive
2024-01-06,17.28,,Egypt,WFP HungerMapLive
2024-01-06,16.42,,Eswatini,WFP HungerMapLive
2024-01-06,24.52,,Gambia,WFP HungerMapLive
2024-01-06,15.92,,Ghana,WFP HungerMapLive
2024-01-06,49.72,,Guinea,WFP HungerMapLive
2024-01-06,31.55,,Guinea-Bissau,WFP HungerMapLive
2024-01-06,24.13,,Kenya,WFP HungerMapLive
2024-01-06,33.04,,Lesotho,WFP HungerMapLive
2024-01-06,35.85,,Liberia,WFP HungerMapLive
2024-01-06,17.45,,Libya,WFP HungerMapLive
2024-01-06,28.91,,Madagascar,WFP HungerMapLive
2024-01-06,27.27,,Mauritania,WFP HungerMapLive
2024-01-06,17.45,,Morocco,WFP HungerMapLive
2024-01-06,43.31,,Nigeria,WFP HungerMapLive
2024-01-06,24.25,,Rwanda,WFP HungerMapLive
2024-01-06,18.32,,Sao Tome and Principe,WFP HungerMapLive
2024-01-06,27.1,,Senegal,WFP HungerMapLive
2024-01-06,50.41,,Sierra Leone,WFP HungerMapLive
2024-01-06,84.93,,Somalia,WFP HungerMapLive
2024-01-06,29.43,,South Sudan,WFP HungerMapLive
2024-01-06,33.99,,Sudan,WFP HungerMapLive
2024-01-06,7.7,,Tanzania,WFP HungerMapLive
2024-01-06,20.55,,Togo,WFP HungerMapLive
2024-01-06,14.37,,Tunisia,WFP HungerMapLive
2024-01-06,17.01,,Uganda,WFP HungerMapLive
2024-01-06,15.18,,Zambia,WFP HungerMapLive
2024-01-06,26.25,,Zimbabwe,WFP HungerMapLive
2024-01-05,24.52,,Africa (median),WFP HungerMapLive
2024-01-05,23.01,,Algeria,WFP HungerMapLive
2024-01-05,18.26,,Botswana,WFP HungerMapLive
2024-01-05,31.46,,Burundi,WFP HungerMapLive
2024-01-05,20.26,,Cabo Verde,WFP HungerMapLive
2024-01-05,30.56,,Central African Republic,WFP HungerMapLive
2024-01-05,50.84,,Chad,WFP HungerMapLive
2024-01-05,31.4,,Comoros,WFP HungerMapLive
2024-01-05,19.99,,Congo Republic,WFP HungerMapLive
2024-01-05,17.42,,Cote d'Ivoire,WFP HungerMapLive
2024-01-05,25.08,,Djibouti,WFP HungerMapLive
2024-01-05,17.28,,Egypt,WFP HungerMapLive
2024-01-05,16.43,,Eswatini,WFP HungerMapLive
2024-01-05,24.52,,Gambia,WFP HungerMapLive
2024-01-05,15.92,,Ghana,WFP HungerMapLive
2024-01-05,49.61,,Guinea,WFP HungerMapLive
2024-01-05,31.55,,Guinea-Bissau,WFP HungerMapLive
2024-01-05,24.22,,Kenya,WFP HungerMapLive
2024-01-05,33.04,,Lesotho,WFP HungerMapLive
2024-01-05,35.85,,Liberia,WFP HungerMapLive
2024-01-05,17.45,,Libya,WFP HungerMapLive
2024-01-05,28.99,,Madagascar,WFP HungerMapLive
2024-01-05,27.93,,Mauritania,WFP HungerMapLive
2024-01-05,17.46,,Morocco,WFP HungerMapLive
2024-01-05,43.21,,Nigeria,WFP HungerMapLive
2024-01-05,24.25,,Rwanda,WFP HungerMapLive
2024-01-05,18.32,,Sao Tome and Principe,WFP HungerMapLive
2024-01-05,27.1,,Senegal,WFP HungerMapLive
2024-01-05,50.26,,Sierra Leone,WFP HungerMapLive
2024-01-05,84.89,,Somalia,WFP HungerMapLive
2024-01-05,29.43,,South Sudan,WFP HungerMapLive
2024-01-05,33.99,,Sudan,WFP HungerMapLive
2024-01-05,7.69,,Tanzania,WFP HungerMapLive
2024-01-05,20.55,,Togo,WFP HungerMapLive
2024-01-05,14.38,,Tunisia,WFP HungerMapLive
2024-01-05,17.01,,Uganda,WFP HungerMapLive
2024-01-05,15.13,,Zambia,WFP HungerMapLive
2024-01-05,26.26,,Zimbabwe,WFP HungerMapLive
2024-01-04,24.799999999999997,,Africa (median),WFP HungerMapLive
2024-01-04,23.01,,Algeria,WFP HungerMapLive
2024-01-04,18.26,,Botswana,WFP HungerMapLive
2024-01-04,31.46,,Burundi,WFP HungerMapLive
2024-01-04,20.26,,Cabo Verde,WFP HungerMapLive
2024-01-04,30.45,,Central African Republic,WFP HungerMapLive
2024-01-04,50.87,,Chad,WFP HungerMapLive
2024-01-04,31.4,,Comoros,WFP HungerMapLive
2024-01-04,19.72,,Congo Republic,WFP HungerMapLive
2024-01-04,17.38,,Cote d'Ivoire,WFP HungerMapLive
2024-01-04,25.08,,Djibouti,WFP HungerMapLive
2024-01-04,17.31,,Egypt,WFP HungerMapLive
2024-01-04,16.43,,Eswatini,WFP HungerMapLive
2024-01-04,24.52,,Gambia,WFP HungerMapLive
2024-01-04,15.92,,Ghana,WFP HungerMapLive
2024-01-04,49.52,,Guinea,WFP HungerMapLive
2024-01-04,31.56,,Guinea-Bissau,WFP HungerMapLive
2024-01-04,23.99,,Kenya,WFP HungerMapLive
2024-01-04,33.04,,Lesotho,WFP HungerMapLive
2024-01-04,35.85,,Liberia,WFP HungerMapLive
2024-01-04,17.45,,Libya,WFP HungerMapLive
2024-01-04,28.99,,Madagascar,WFP HungerMapLive
2024-01-04,28.08,,Mauritania,WFP HungerMapLive
2024-01-04,17.46,,Morocco,WFP HungerMapLive
2024-01-04,43.17,,Nigeria,WFP HungerMapLive
2024-01-04,24.25,,Rwanda,WFP HungerMapLive
2024-01-04,18.32,,Sao Tome and Principe,WFP HungerMapLive
2024-01-04,27.1,,Senegal,WFP HungerMapLive
2024-01-04,50.63,,Sierra Leone,WFP HungerMapLive
2024-01-04,84.88,,Somalia,WFP HungerMapLive
2024-01-04,29.37,,South Sudan,WFP HungerMapLive
2024-01-04,33.99,,Sudan,WFP HungerMapLive
2024-01-04,7.79,,Tanzania,WFP HungerMapLive
2024-01-04,20.55,,Togo,WFP HungerMapLive
2024-01-04,14.38,,Tunisia,WFP HungerMapLive
2024-01-04,17.01,,Uganda,WFP HungerMapLive
2024-01-04,15.07,,Zambia,WFP HungerMapLive
2024-01-04,26.01,,Zimbabwe,WFP HungerMapLive
2024-01-03,24.82,,Africa (median),WFP HungerMapLive
2024-01-03,23.02,,Algeria,WFP HungerMapLive
2024-01-03,18.26,,Botswana,WFP HungerMapLive
2024-01-03,31.46,,Burundi,WFP HungerMapLive
2024-01-03,20.25,,Cabo Verde,WFP HungerMapLive
2024-01-03,30.5,,Central African Republic,WFP HungerMapLive
2024-01-03,50.89,,Chad,WFP HungerMapLive
2024-01-03,31.39,,Comoros,WFP HungerMapLive
2024-01-03,20.81,,Congo Republic,WFP HungerMapLive
2024-01-03,17.26,,Cote d'Ivoire,WFP HungerMapLive
2024-01-03,25.1,,Djibouti,WFP HungerMapLive
2024-01-03,17.38,,Egypt,WFP HungerMapLive
2024-01-03,16.25,,Eswatini,WFP HungerMapLive
2024-01-03,24.53,,Gambia,WFP HungerMapLive
2024-01-03,15.91,,Ghana,WFP HungerMapLive
2024-01-03,49.85,,Guinea,WFP HungerMapLive
2024-01-03,31.56,,Guinea-Bissau,WFP HungerMapLive
2024-01-03,24.54,,Kenya,WFP HungerMapLive
2024-01-03,33.06,,Lesotho,WFP HungerMapLive
2024-01-03,35.85,,Liberia,WFP HungerMapLive
2024-01-03,17.43,,Libya,WFP HungerMapLive
2024-01-03,29.57,,Madagascar,WFP HungerMapLive
2024-01-03,28.17,,Mauritania,WFP HungerMapLive
2024-01-03,17.46,,Morocco,WFP HungerMapLive
2024-01-03,42.98,,Nigeria,WFP HungerMapLive
2024-01-03,24.25,,Rwanda,WFP HungerMapLive
2024-01-03,16.36,,Sao Tome and Principe,WFP HungerMapLive
2024-01-03,27.08,,Senegal,WFP HungerMapLive
2024-01-03,50.98,,Sierra Leone,WFP HungerMapLive
2024-01-03,84.8,,Somalia,WFP HungerMapLive
2024-01-03,29.34,,South Sudan,WFP HungerMapLive
2024-01-03,33.98,,Sudan,WFP HungerMapLive
2024-01-03,7.73,,Tanzania,WFP HungerMapLive
2024-01-03,20.4,,Togo,WFP HungerMapLive
2024-01-03,14.38,,Tunisia,WFP HungerMapLive
2024-01-03,17.01,,Uganda,WFP HungerMapLive
2024-01-03,15.12,,Zambia,WFP HungerMapLive
2024-01-03,25.61,,Zimbabwe,WFP HungerMapLive
2024-01-02,24.815,,Africa (median),WFP HungerMapLive
2024-01-02,22.89,,Algeria,WFP HungerMapLive
2024-01-02,18.26,,Botswana,WFP HungerMapLive
2024-01-02,31.46,,Burundi,WFP HungerMapLive
2024-01-02,20.25,,Cabo Verde,WFP HungerMapLive
2024-01-02,30.32,,Central African Republic,WFP HungerMapLive
2024-01-02,50.82,,Chad,WFP HungerMapLive
2024-01-02,31.39,,Comoros,WFP HungerMapLive
2024-01-02,20.7,,Congo Republic,WFP HungerMapLive
2024-01-02,17.31,,Cote d'Ivoire,WFP HungerMapLive
2024-01-02,25.1,,Djibouti,WFP HungerMapLive
2024-01-02,17.4,,Egypt,WFP HungerMapLive
2024-01-02,17.2,,Eswatini,WFP HungerMapLive
2024-01-02,24.53,,Gambia,WFP HungerMapLive
2024-01-02,15.93,,Ghana,WFP HungerMapLive
2024-01-02,49.58,,Guinea,WFP HungerMapLive
2024-01-02,31.63,,Guinea-Bissau,WFP HungerMapLive
2024-01-02,24.53,,Kenya,WFP HungerMapLive
2024-01-02,32.93,,Lesotho,WFP HungerMapLive
2024-01-02,35.85,,Liberia,WFP HungerMapLive
2024-01-02,17.43,,Libya,WFP HungerMapLive
2024-01-02,29.52,,Madagascar,WFP HungerMapLive
2024-01-02,28.51,,Mauritania,WFP HungerMapLive
2024-01-02,18.14,,Morocco,WFP HungerMapLive
2024-01-02,42.9,,Nigeria,WFP HungerMapLive
2024-01-02,24.25,,Rwanda,WFP HungerMapLive
2024-01-02,16.33,,Sao Tome and Principe,WFP HungerMapLive
2024-01-02,27.27,,Senegal,WFP HungerMapLive
2024-01-02,51.68,,Sierra Leone,WFP HungerMapLive
2024-01-02,84.72,,Somalia,WFP HungerMapLive
2024-01-02,29.34,,South Sudan,WFP HungerMapLive
2024-01-02,33.98,,Sudan,WFP HungerMapLive
2024-01-02,7.68,,Tanzania,WFP HungerMapLive
2024-01-02,20.39,,Togo,WFP HungerMapLive
2024-01-02,14.36,,Tunisia,WFP HungerMapLive
2024-01-02,17.01,,Uganda,WFP HungerMapLive
2024-01-02,15.16,,Zambia,WFP HungerMapLive
2024-01-02,26.17,,Zimbabwe,WFP HungerMapLive
2024-01-01,24.815,,Africa (median),WFP HungerMapLive
2024-01-01,22.88,,Algeria,WFP HungerMapLive
2024-01-01,18.26,,Botswana,WFP HungerMapLive
2024-01-01,31.46,,Burundi,WFP HungerMapLive
2024-01-01,20.25,,Cabo Verde,WFP HungerMapLive
2024-01-01,30.12,,Central African Republic,WFP HungerMapLive
2024-01-01,50.92,,Chad,WFP HungerMapLive
2024-01-01,31.39,,Comoros,WFP HungerMapLive
2024-01-01,20.93,,Congo Republic,WFP HungerMapLive
2024-01-01,17.25,,Cote d'Ivoire,WFP HungerMapLive
2024-01-01,25.1,,Djibouti,WFP HungerMapLive
2024-01-01,17.41,,Egypt,WFP HungerMapLive
2024-01-01,17.2,,Eswatini,WFP HungerMapLive
2024-01-01,24.53,,Gambia,WFP HungerMapLive
2024-01-01,15.93,,Ghana,WFP HungerMapLive
2024-01-01,49.85,,Guinea,WFP HungerMapLive
2024-01-01,31.63,,Guinea-Bissau,WFP HungerMapLive
2024-01-01,24.52,,Kenya,WFP HungerMapLive
2024-01-01,32.92,,Lesotho,WFP HungerMapLive
2024-01-01,35.85,,Liberia,WFP HungerMapLive
2024-01-01,17.43,,Libya,WFP HungerMapLive
2024-01-01,29.98,,Madagascar,WFP HungerMapLive
2024-01-01,27.4,,Mauritania,WFP HungerMapLive
2024-01-01,18.23,,Morocco,WFP HungerMapLive
2024-01-01,42.71,,Nigeria,WFP HungerMapLive
2024-01-01,24.25,,Rwanda,WFP HungerMapLive
2024-01-01,16.33,,Sao Tome and Principe,WFP HungerMapLive
2024-01-01,27.27,,Senegal,WFP HungerMapLive
2024-01-01,52.05,,Sierra Leone,WFP HungerMapLive
2024-01-01,84.75,,Somalia,WFP HungerMapLive
2024-01-01,29.34,,South Sudan,WFP HungerMapLive
2024-01-01,33.98,,Sudan,WFP HungerMapLive
2024-01-01,7.55,,Tanzania,WFP HungerMapLive
2024-01-01,20.41,,Togo,WFP HungerMapLive
2024-01-01,14.33,,Tunisia,WFP HungerMapLive
2024-01-01,17.01,,Uganda,WFP HungerMapLive
2024-01-01,15.96,,Zambia,WFP HungerMapLive
2024-01-01,27.62,,Zimbabwe,WFP HungerMapLive
2023-12-31,24.72,,Africa (median),WFP HungerMapLive
2023-12-31,22.86,,Algeria,WFP HungerMapLive
2023-12-31,14.88,,Angola,WFP HungerMapLive
2023-12-31,18.19,,Botswana,WFP HungerMapLive
2023-12-31,31.53,,Burundi,WFP HungerMapLive
2023-12-31,20.27,,Cabo Verde,WFP HungerMapLive
2023-12-31,29.93,,Central African Republic,WFP HungerMapLive
2023-12-31,50.83,,Chad,WFP HungerMapLive
2023-12-31,29.29,,Comoros,WFP HungerMapLive
2023-12-31,21.46,,Congo Republic,WFP HungerMapLive
2023-12-31,17.1,,Cote d'Ivoire,WFP HungerMapLive
2023-12-31,24.92,,Djibouti,WFP HungerMapLive
2023-12-31,17.4,,Egypt,WFP HungerMapLive
2023-12-31,17.14,,Eswatini,WFP HungerMapLive
2023-12-31,24.57,,Gambia,WFP HungerMapLive
2023-12-31,15.9,,Ghana,WFP HungerMapLive
2023-12-31,49.71,,Guinea,WFP HungerMapLive
2023-12-31,31.63,,Guinea-Bissau,WFP HungerMapLive
2023-12-31,24.72,,Kenya,WFP HungerMapLive
2023-12-31,32.77,,Lesotho,WFP HungerMapLive
2023-12-31,35.85,,Liberia,WFP HungerMapLive
2023-12-31,17.44,,Libya,WFP HungerMapLive
2023-12-31,30.09,,Madagascar,WFP HungerMapLive
2023-12-31,27.05,,Mauritania,WFP HungerMapLive
2023-12-31,18.24,,Morocco,WFP HungerMapLive
2023-12-31,42.62,,Nigeria,WFP HungerMapLive
2023-12-31,24.28,,Rwanda,WFP HungerMapLive
2023-12-31,16.28,,Sao Tome and Principe,WFP HungerMapLive
2023-12-31,27.33,,Senegal,WFP HungerMapLive
2023-12-31,52.05,,Sierra Leone,WFP HungerMapLive
2023-12-31,84.8,,Somalia,WFP HungerMapLive
2023-12-31,29.43,,South Sudan,WFP HungerMapLive
2023-12-31,33.82,,Sudan,WFP HungerMapLive
2023-12-31,7.54,,Tanzania,WFP HungerMapLive
2023-12-31,20.56,,Togo,WFP HungerMapLive
2023-12-31,14.33,,Tunisia,WFP HungerMapLive
2023-12-31,17.01,,Uganda,WFP HungerMapLive
2023-12-31,15.89,,Zambia,WFP HungerMapLive
2023-12-31,28.15,,Zimbabwe,WFP HungerMapLive
2023-12-30,25.01,,Africa (median),WFP HungerMapLive
2023-12-30,22.86,,Algeria,WFP HungerMapLive
2023-12-30,14.72,,Angola,WFP HungerMapLive
2023-12-30,18.19,,Botswana,WFP HungerMapLive
2023-12-30,31.53,,Burundi,WFP HungerMapLive
2023-12-30,20.27,,Cabo Verde,WFP HungerMapLive
2023-12-30,29.86,,Central African Republic,WFP HungerMapLive
2023-12-30,50.67,,Chad,WFP HungerMapLive
2023-12-30,29.29,,Comoros,WFP HungerMapLive
2023-12-30,21.49,,Congo Republic,WFP HungerMapLive
2023-12-30,17.19,,Cote d'Ivoire,WFP HungerMapLive
2023-12-30,24.92,,Djibouti,WFP HungerMapLive
2023-12-30,17.39,,Egypt,WFP HungerMapLive
2023-12-30,17.14,,Eswatini,WFP HungerMapLive
2023-12-30,24.57,,Gambia,WFP HungerMapLive
2023-12-30,15.9,,Ghana,WFP HungerMapLive
2023-12-30,49.58,,Guinea,WFP HungerMapLive
2023-12-30,31.58,,Guinea-Bissau,WFP HungerMapLive
2023-12-30,25.1,,Kenya,WFP HungerMapLive
2023-12-30,32.77,,Lesotho,WFP HungerMapLive
2023-12-30,35.85,,Liberia,WFP HungerMapLive
2023-12-30,17.44,,Libya,WFP HungerMapLive
2023-12-30,30.37,,Madagascar,WFP HungerMapLive
2023-12-30,32.46,,Malawi,WFP HungerMapLive
2023-12-30,27.17,,Mauritania,WFP HungerMapLive
2023-12-30,18.24,,Morocco,WFP HungerMapLive
2023-12-30,42.47,,Nigeria,WFP HungerMapLive
2023-12-30,24.28,,Rwanda,WFP HungerMapLive
2023-12-30,16.29,,Sao Tome and Principe,WFP HungerMapLive
2023-12-30,27.33,,Senegal,WFP HungerMapLive
2023-12-30,52.83,,Sierra Leone,WFP HungerMapLive
2023-12-30,84.65,,Somalia,WFP HungerMapLive
2023-12-30,29.43,,South Sudan,WFP HungerMapLive
2023-12-30,33.82,,Sudan,WFP HungerMapLive
2023-12-30,7.47,,Tanzania,WFP HungerMapLive
2023-12-30,20.71,,Togo,WFP HungerMapLive
2023-12-30,14.33,,Tunisia,WFP HungerMapLive
2023-12-30,17.0,,Uganda,WFP HungerMapLive
2023-12-30,15.85,,Zambia,WFP HungerMapLive
2023-12-30,28.5,,Zimbabwe,WFP HungerMapLive
2023-12-29,24.985,,Africa (median),WFP HungerMapLive
2023-12-29,22.86,,Algeria,WFP HungerMapLive
2023-12-29,14.68,,Angola,WFP HungerMapLive
2023-12-29,18.19,,Botswana,WFP HungerMapLive
2023-12-29,31.53,,Burundi,WFP HungerMapLive
2023-12-29,20.27,,Cabo Verde,WFP HungerMapLive
2023-12-29,29.69,,Central African Republic,WFP HungerMapLive
2023-12-29,50.57,,Chad,WFP HungerMapLive
2023-12-29,29.29,,Comoros,WFP HungerMapLive
2023-12-29,21.67,,Congo Republic,WFP HungerMapLive
2023-12-29,17.29,,Cote d'Ivoire,WFP HungerMapLive
2023-12-29,24.92,,Djibouti,WFP HungerMapLive
2023-12-29,17.39,,Egypt,WFP HungerMapLive
2023-12-29,17.14,,Eswatini,WFP HungerMapLive
2023-12-29,24.57,,Gambia,WFP HungerMapLive
2023-12-29,15.9,,Ghana,WFP HungerMapLive
2023-12-29,49.89,,Guinea,WFP HungerMapLive
2023-12-29,31.57,,Guinea-Bissau,WFP HungerMapLive
2023-12-29,25.05,,Kenya,WFP HungerMapLive
2023-12-29,32.77,,Lesotho,WFP HungerMapLive
2023-12-29,35.85,,Liberia,WFP HungerMapLive
2023-12-29,17.44,,Libya,WFP HungerMapLive
2023-12-29,30.28,,Madagascar,WFP HungerMapLive
2023-12-29,32.56,,Malawi,WFP HungerMapLive
2023-12-29,27.24,,Mauritania,WFP HungerMapLive
2023-12-29,18.24,,Morocco,WFP HungerMapLive
2023-12-29,42.34,,Nigeria,WFP HungerMapLive
2023-12-29,24.28,,Rwanda,WFP HungerMapLive
2023-12-29,16.31,,Sao Tome and Principe,WFP HungerMapLive
2023-12-29,27.33,,Senegal,WFP HungerMapLive
2023-12-29,52.87,,Sierra Leone,WFP HungerMapLive
2023-12-29,84.66,,Somalia,WFP HungerMapLive
2023-12-29,29.43,,South Sudan,WFP HungerMapLive
2023-12-29,33.82,,Sudan,WFP HungerMapLive
2023-12-29,7.5,,Tanzania,WFP HungerMapLive
2023-12-29,20.73,,Togo,WFP HungerMapLive
2023-12-29,14.33,,Tunisia,WFP HungerMapLive
2023-12-29,17.0,,Uganda,WFP HungerMapLive
2023-12-29,15.95,,Zambia,WFP HungerMapLive
2023-12-29,28.3,,Zimbabwe,WFP HungerMapLive
2023-12-28,24.92,,Africa (median),WFP HungerMapLive
2023-12-28,22.86,,Algeria,WFP HungerMapLive
2023-12-28,15.02,,Angola,WFP HungerMapLive
2023-12-28,18.19,,Botswana,WFP HungerMapLive
2023-12-28,31.53,,Burundi,WFP HungerMapLive
2023-12-28,20.27,,Cabo Verde,WFP HungerMapLive
2023-12-28,29.65,,Central African Republic,WFP HungerMapLive
2023-12-28,50.56,,Chad,WFP HungerMapLive
2023-12-28,29.29,,Comoros,WFP HungerMapLive
2023-12-28,21.44,,Congo Republic,WFP HungerMapLive
2023-12-28,17.21,,Cote d'Ivoire,WFP HungerMapLive
2023-12-28,24.92,,Djibouti,WFP HungerMapLive
2023-12-28,17.39,,Egypt,WFP HungerMapLive
2023-12-28,17.14,,Eswatini,WFP HungerMapLive
2023-12-28,24.57,,Gambia,WFP HungerMapLive
2023-12-28,15.9,,Ghana,WFP HungerMapLive
2023-12-28,49.6,,Guinea,WFP HungerMapLive
2023-12-28,31.57,,Guinea-Bissau,WFP HungerMapLive
2023-12-28,25.14,,Kenya,WFP HungerMapLive
2023-12-28,32.75,,Lesotho,WFP HungerMapLive
2023-12-28,35.85,,Liberia,WFP HungerMapLive
2023-12-28,17.44,,Libya,WFP HungerMapLive
2023-12-28,30.39,,Madagascar,WFP HungerMapLive
2023-12-28,32.22,,Malawi,WFP HungerMapLive
2023-12-28,27.22,,Mauritania,WFP HungerMapLive
2023-12-28,18.24,,Morocco,WFP HungerMapLive
2023-12-28,42.31,,Nigeria,WFP HungerMapLive
2023-12-28,24.28,,Rwanda,WFP HungerMapLive
2023-12-28,16.31,,Sao Tome and Principe,WFP HungerMapLive
2023-12-28,27.33,,Senegal,WFP HungerMapLive
2023-12-28,52.62,,Sierra Leone,WFP HungerMapLive
2023-12-28,84.64,,Somalia,WFP HungerMapLive
2023-12-28,29.48,,South Sudan,WFP HungerMapLive
2023-12-28,33.82,,Sudan,WFP HungerMapLive
2023-12-28,7.43,,Tanzania,WFP HungerMapLive
2023-12-28,20.73,,Togo,WFP HungerMapLive
2023-12-28,14.33,,Tunisia,WFP HungerMapLive
2023-12-28,17.0,,Uganda,WFP HungerMapLive
2023-12-28,16.01,,Zambia,WFP HungerMapLive
2023-12-28,28.49,,Zimbabwe,WFP HungerMapLive
2023-12-27,24.92,,Africa (median),WFP HungerMapLive
2023-12-27,22.86,,Algeria,WFP HungerMapLive
2023-12-27,15.26,,Angola,WFP HungerMapLive
2023-12-27,18.19,,Botswana,WFP HungerMapLive
2023-12-27,31.53,,Burundi,WFP HungerMapLive
2023-12-27,20.27,,Cabo Verde,WFP HungerMapLive
2023-12-27,29.92,,Central African Republic,WFP HungerMapLive
2023-12-27,50.45,,Chad,WFP HungerMapLive
2023-12-27,29.29,,Comoros,WFP HungerMapLive
2023-12-27,21.47,,Congo Republic,WFP HungerMapLive
2023-12-27,16.94,,Cote d'Ivoire,WFP HungerMapLive
2023-12-27,24.92,,Djibouti,WFP HungerMapLive
2023-12-27,17.39,,Egypt,WFP HungerMapLive
2023-12-27,17.14,,Eswatini,WFP HungerMapLive
2023-12-27,24.57,,Gambia,WFP HungerMapLive
2023-12-27,15.9,,Ghana,WFP HungerMapLive
2023-12-27,49.65,,Guinea,WFP HungerMapLive
2023-12-27,31.57,,Guinea-Bissau,WFP HungerMapLive
2023-12-27,25.42,,Kenya,WFP HungerMapLive
2023-12-27,32.9,,Lesotho,WFP HungerMapLive
2023-12-27,35.85,,Liberia,WFP HungerMapLive
2023-12-27,17.44,,Libya,WFP HungerMapLive
2023-12-27,30.52,,Madagascar,WFP HungerMapLive
2023-12-27,31.62,,Malawi,WFP HungerMapLive
2023-12-27,27.04,,Mauritania,WFP HungerMapLive
2023-12-27,18.24,,Morocco,WFP HungerMapLive
2023-12-27,42.19,,Nigeria,WFP HungerMapLive
2023-12-27,24.28,,Rwanda,WFP HungerMapLive
2023-12-27,16.49,,Sao Tome and Principe,WFP HungerMapLive
2023-12-27,27.33,,Senegal,WFP HungerMapLive
2023-12-27,52.15,,Sierra Leone,WFP HungerMapLive
2023-12-27,84.63,,Somalia,WFP HungerMapLive
2023-12-27,29.48,,South Sudan,WFP HungerMapLive
2023-12-27,33.82,,Sudan,WFP HungerMapLive
2023-12-27,7.38,,Tanzania,WFP HungerMapLive
2023-12-27,20.73,,Togo,WFP HungerMapLive
2023-12-27,14.33,,Tunisia,WFP HungerMapLive
2023-12-27,17.01,,Uganda,WFP HungerMapLive
2023-12-27,15.75,,Zambia,WFP HungerMapLive
2023-12-27,28.5,,Zimbabwe,WFP HungerMapLive
2023-12-26,24.92,,Africa (median),WFP HungerMapLive
2023-12-26,22.86,,Algeria,WFP HungerMapLive
2023-12-26,15.26,,Angola,WFP HungerMapLive
2023-12-26,18.19,,Botswana,WFP HungerMapLive
2023-12-26,31.53,,Burundi,WFP HungerMapLive
2023-12-26,20.3,,Cabo Verde,WFP HungerMapLive
2023-12-26,29.73,,Central African Republic,WFP HungerMapLive
2023-12-26,50.29,,Chad,WFP HungerMapLive
2023-12-26,29.29,,Comoros,WFP HungerMapLive
2023-12-26,21.85,,Congo Republic,WFP HungerMapLive
2023-12-26,16.9,,Cote d'Ivoire,WFP HungerMapLive
2023-12-26,24.92,,Djibouti,WFP HungerMapLive
2023-12-26,17.39,,Egypt,WFP HungerMapLive
2023-12-26,17.14,,Eswatini,WFP HungerMapLive
2023-12-26,24.57,,Gambia,WFP HungerMapLive
