iso_code,indicator,indicator_name,indicator_description,units,scale,year,value,estimate,name_short
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,49.807,False,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,50.936,False,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,51.872,False,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,60.709,True,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,58.968,True,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,74.103,True,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,76.811,True,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,79.576,True,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,79.847,True,Ghana
GHA,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,80.718,True,Ghana
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,7.097,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,6.272,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,12.56,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,11.691,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,25.79,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,30.697,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,29.87,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,31.689,False,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,37.901,True,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,28.497,True,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,18.334,True,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,15.317,True,Equatorial Guinea
GNQ,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,15.15,True,Equatorial Guinea
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,35.878,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,35.819,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,34.837,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,39.706,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,47.538,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,48.059,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,50.784,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,54.054,False,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,62.791,True,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,64.508,True,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,66.149,True,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,65.581,True,Kenya
KEN,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,64.213,True,Kenya
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,14.207,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,14.62,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,16.613,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,15.246,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,24.398,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,27.719,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,30.767,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,43.645,False,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,52.818,True,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,48.31,True,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,47.381,True,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,47.658,True,Liberia
LBR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,46.934,True,Liberia
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,3.11,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,2.279,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,4.265,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,1.15,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,6.17,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,8.588,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,16.003,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,16.69,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,18.701,False,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,17.759,True,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,20.744,True,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,22.097,True,Lesotho
LSO,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,22.074,True,Lesotho
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,56.007,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,61.216,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,62.838,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,63.085,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,64.392,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,64.759,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,64.938,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,64.527,False,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,75.735,True,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,75.737,True,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,76.566,True,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,76.917,True,Morocco
MAR,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,77.448,True,Morocco
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,21.329,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,20.218,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,19.658,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,23.149,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,29.984,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,31.098,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2018-01-01,34.089,False,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2019-01-01,34.558,True,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2020-01-01,40.721,True,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2021-01-01,44.882,True,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2022-01-01,43.442,True,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2023-01-01,41.049,True,Mali
MLI,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2024-01-01,39.041,True,Mali
MRT,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2012-01-01,37.905,False,Mauritania
MRT,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2013-01-01,38.686,False,Mauritania
MRT,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2014-01-01,47.018,False,Mauritania
MRT,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2015-01-01,57.451,False,Mauritania
MRT,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2016-01-01,55.723,False,Mauritania
MRT,GGXWDN_NGDP,Government Debt (% GDP),"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,2017-01-01,53.673,False,Mauritania
