iso_code,year,cause,death_rate
CIV,2019,African trypanosomiasis,0.0
CIV,2019,Chagas disease,0.0
CIV,2019,Dengue,0.0
CIV,2019,Trachoma,0.0
CIV,2019,Infertility,0.0
CIV,2019,Benign prostatic hyperplasia,0.0
CIV,2019,Childhood behavioural disorders,0.0
CIV,2019,Idiopathic intellectual disability,0.0
CIV,2019,Osteoarthritis,0.0
CIV,2019,Gout,0.0
CIV,2019,Back and neck pain,0.0
CIV,2019,Oral conditions,0.0
CIV,2019,Natural disasters,0.0
CIV,2019,Glaucoma,0.0
CIV,2019,Cataracts,0.0
CIV,2019,Uncorrected refractive errors,0.0
CIV,2019,Macular degeneration,0.0
CIV,2019,Other vision loss,0.0
CIV,2019,Other hearing loss,0.0
CIV,2019,Bipolar disorder,0.0
CIV,2019,Schizophrenia,0.0
CIV,2019,Migraine,0.0
CIV,2019,Non-migraine headache,0.0
CIV,2019,Anxiety disorders,0.0
CIV,2019,Eating disorders,0.0
CIV,2019,Autism and Asperger syndrome,0.0
DJI,2019,Ischaemic heart disease,70.6
DJI,2019,Stroke,69.81
DJI,2019,Lower respiratory infections,68.89
DJI,2019,Neonatal conditions,55.33
DJI,2019,Diarrhoeal diseases,37.44
DJI,2019,HIV/AIDS,35.78
DJI,2019,Cirrhosis of the liver,30.27
DJI,2019,Diabetes mellitus,29.2
DJI,2019,Tuberculosis,24.93
DJI,2019,Road injury,23.5
DJI,2019,Hypertensive heart disease,21.66
DJI,2019,Kidney diseases,19.14
DJI,2019,Protein-energy malnutrition,17.41
DJI,2019,Chronic obstructive pulmonary disease,12.35
DJI,2019,Meningitis,11.99
DJI,2019,Congenital anomalies,11.6
DJI,2019,Self-harm,9.64
DJI,2019,Breast cancer,9.33
DJI,2019,Alzheimer disease and other dementias,9.27
DJI,2019,Asthma,6.97
DJI,2019,Malaria,6.78
DJI,2019,Interpersonal violence,6.58
DJI,2019,Whooping cough,5.09
DJI,2019,Paralytic ileus and intestinal obstruction,4.99
DJI,2019,Falls,4.67
DJI,2019,Leukaemia,4.66
DJI,2019,"Cardiomyopathy, myocarditis, endocarditis",4.64
DJI,2019,Cervix uteri cancer,4.13
DJI,2019,"Lymphomas, multiple myeloma",4.13
DJI,2019,Maternal conditions,4.12
DJI,2019,Colon and rectum cancers,3.86
DJI,2019,"Fire, heat and hot substances",3.36
DJI,2019,Exposure to mechanical forces,3.35
DJI,2019,Peptic ulcer disease,3.29
DJI,2019,Drowning,2.92
DJI,2019,Oesophagus cancer,2.77
DJI,2019,Epilepsy,2.66
DJI,2019,Poisonings,2.54
DJI,2019,Ovary cancer,2.39
DJI,2019,Parkinson disease,2.33
DJI,2019,Gallbladder and biliary diseases,2.26
DJI,2019,"Trachea, bronchus, lung cancers",2.05
DJI,2019,Liver cancer,1.94
DJI,2019,Prostate cancer,1.76
DJI,2019,Mouth and oropharynx cancers,1.71
DJI,2019,Tetanus,1.69
DJI,2019,Bladder cancer,1.58
DJI,2019,Rheumatic heart disease,1.52
DJI,2019,Alcohol use disorders,1.5
DJI,2019,Stomach cancer,1.45
DJI,2019,Leishmaniasis,1.43
DJI,2019,Syphilis,1.32
DJI,2019,Melanoma and other skin cancers,1.25
DJI,2019,Drug use disorders,1.25
DJI,2019,Skin diseases,1.24
DJI,2019,Gastritis and duodenitis,1.18
DJI,2019,Kidney cancer,1.02
DJI,2019,Pancreatitis,1.0
DJI,2019,Sudden infant death syndrome,0.9
DJI,2019,Acute hepatitis A,0.87
DJI,2019,Acute hepatitis B,0.87
DJI,2019,Rabies,0.79
DJI,2019,Appendicitis,0.58
DJI,2019,Pancreas cancer,0.57
DJI,2019,Encephalitis,0.52
DJI,2019,Larynx cancer,0.46
DJI,2019,Corpus uteri cancer,0.43
DJI,2019,Inflammatory bowel disease,0.43
DJI,2019,Upper respiratory infections,0.4
DJI,2019,Rheumatoid arthritis,0.34
DJI,2019,Thyroid cancer,0.32
DJI,2019,Gallbladder and biliary tract cancer,0.32
DJI,2019,Sickle cell disorders and trait,0.29
DJI,2019,Collective violence and legal intervention,0.28
DJI,2019,Schistosomiasis,0.26
DJI,2019,Measles,0.21
DJI,2019,Multiple sclerosis,0.16
DJI,2019,Gonorrhoea,0.15
DJI,2019,Acute hepatitis C,0.15
DJI,2019,Urolithiasis,0.12
DJI,2019,Gynecological diseases,0.12
DJI,2019,Diphtheria,0.08
DJI,2019,Chlamydia,0.05
DJI,2019,Ascariasis,0.04
DJI,2019,Echinococcosis,0.04
DJI,2019,Thalassaemias,0.04
DJI,2019,Otitis media,0.03
DJI,2019,Acute hepatitis E,0.03
DJI,2019,African trypanosomiasis,0.0
DJI,2019,Chagas disease,0.0
DJI,2019,Trichomoniasis,0.0
DJI,2019,Genital herpes,0.0
DJI,2019,Trichuriasis,0.0
DJI,2019,Hookworm disease,0.0
DJI,2019,Food-bourne trematodes,0.0
DJI,2019,Leprosy,0.0
DJI,2019,Dengue,0.0
DJI,2019,Trachoma,0.0
DJI,2019,Yellow fever,0.0
DJI,2019,Lymphatic filariasis,0.0
DJI,2019,Onchocerciasis,0.0
DJI,2019,Cysticercosis,0.0
DJI,2019,Depressive disorders,0.0
DJI,2019,Bipolar disorder,0.0
DJI,2019,Schizophrenia,0.0
DJI,2019,Anxiety disorders,0.0
DJI,2019,Eating disorders,0.0
DJI,2019,Autism and Asperger syndrome,0.0
DJI,2019,Childhood behavioural disorders,0.0
DJI,2019,Idiopathic intellectual disability,0.0
DJI,2019,Brain and nervous system cancers,0.0
DJI,2019,Mesothelioma,0.0
DJI,2019,Testicular cancer,0.0
DJI,2019,Iodine deficiency,0.0
DJI,2019,Vitamin A deficiency,0.0
DJI,2019,Iron-deficiency anaemia,0.0
DJI,2019,Migraine,0.0
DJI,2019,Non-migraine headache,0.0
DJI,2019,Glaucoma,0.0
DJI,2019,Cataracts,0.0
DJI,2019,Uncorrected refractive errors,0.0
DJI,2019,Macular degeneration,0.0
DJI,2019,Other vision loss,0.0
DJI,2019,Other hearing loss,0.0
DJI,2019,Infertility,0.0
DJI,2019,Benign prostatic hyperplasia,0.0
DJI,2019,Osteoarthritis,0.0
DJI,2019,Gout,0.0
DJI,2019,Back and neck pain,0.0
DJI,2019,Oral conditions,0.0
DJI,2019,Natural disasters,0.0
COD,2019,Neonatal conditions,99.45
COD,2019,Lower respiratory infections,84.73
COD,2019,Tuberculosis,50.41
COD,2019,Measles,48.68
COD,2019,Malaria,48.17
COD,2019,Diarrhoeal diseases,47.58
COD,2019,Stroke,42.16
COD,2019,Ischaemic heart disease,39.99
COD,2019,Road injury,34.86
COD,2019,Congenital anomalies,18.73
COD,2019,Hypertensive heart disease,18.14
COD,2019,Cirrhosis of the liver,17.33
COD,2019,Chronic obstructive pulmonary disease,15.58
COD,2019,HIV/AIDS,15.31
COD,2019,Diabetes mellitus,14.86
COD,2019,Meningitis,13.33
COD,2019,Interpersonal violence,12.81
COD,2019,Maternal conditions,12.11
COD,2019,Kidney diseases,10.46
COD,2019,Protein-energy malnutrition,10.27
COD,2019,Whooping cough,9.13
COD,2019,Asthma,8.91
COD,2019,Self-harm,6.7
COD,2019,Cervix uteri cancer,5.56
COD,2019,Alzheimer disease and other dementias,5.24
COD,2019,Sickle cell disorders and trait,4.94
COD,2019,"Cardiomyopathy, myocarditis, endocarditis",4.66
COD,2019,Prostate cancer,4.55
COD,2019,Liver cancer,4.42
COD,2019,Syphilis,4.32
COD,2019,Falls,4.01
COD,2019,Drowning,3.98
COD,2019,Breast cancer,3.93
COD,2019,Paralytic ileus and intestinal obstruction,3.69
COD,2019,Colon and rectum cancers,3.42
COD,2019,Stomach cancer,2.97
COD,2019,Exposure to mechanical forces,2.43
COD,2019,"Lymphomas, multiple myeloma",2.37
COD,2019,"Fire, heat and hot substances",2.31
COD,2019,Peptic ulcer disease,2.22
COD,2019,Leukaemia,2.16
COD,2019,Rheumatic heart disease,1.99
COD,2019,Epilepsy,1.99
COD,2019,Poisonings,1.99
COD,2019,Collective violence and legal intervention,1.91
COD,2019,Sudden infant death syndrome,1.49
COD,2019,Gallbladder and biliary diseases,1.38
COD,2019,Tetanus,1.34
COD,2019,"Trachea, bronchus, lung cancers",1.33
COD,2019,Cysticercosis,1.26
COD,2019,Schistosomiasis,1.23
COD,2019,Parkinson disease,1.19
COD,2019,Pancreas cancer,1.17
COD,2019,Mouth and oropharynx cancers,1.16
COD,2019,Brain and nervous system cancers,1.0
COD,2019,Leishmaniasis,1.0
COD,2019,Oesophagus cancer,0.91
COD,2019,Skin diseases,0.9
COD,2019,Gastritis and duodenitis,0.89
COD,2019,Melanoma and other skin cancers,0.88
COD,2019,Appendicitis,0.81
COD,2019,Encephalitis,0.78
COD,2019,Ovary cancer,0.76
COD,2019,Drug use disorders,0.74
COD,2019,Alcohol use disorders,0.73
COD,2019,Pancreatitis,0.67
COD,2019,Acute hepatitis A,0.66
COD,2019,Kidney cancer,0.62
COD,2019,Acute hepatitis B,0.53
COD,2019,Upper respiratory infections,0.43
COD,2019,Corpus uteri cancer,0.41
COD,2019,African trypanosomiasis,0.4
COD,2019,Larynx cancer,0.38
COD,2019,Bladder cancer,0.31
COD,2019,Thyroid cancer,0.3
COD,2019,Inflammatory bowel disease,0.3
COD,2019,Yellow fever,0.29
COD,2019,Rheumatoid arthritis,0.25
COD,2019,Rabies,0.23
COD,2019,Echinococcosis,0.21
COD,2019,Gallbladder and biliary tract cancer,0.13
COD,2019,Gynecological diseases,0.1
COD,2019,Ascariasis,0.09
COD,2019,Acute hepatitis C,0.08
COD,2019,Diphtheria,0.05
COD,2019,Gonorrhoea,0.05
COD,2019,Urolithiasis,0.05
COD,2019,Multiple sclerosis,0.05
COD,2019,Otitis media,0.04
COD,2019,Mesothelioma,0.04
COD,2019,Testicular cancer,0.04
COD,2019,Chlamydia,0.02
COD,2019,Acute hepatitis E,0.02
COD,2019,Thalassaemias,0.01
COD,2019,Migraine,0.0
COD,2019,Non-migraine headache,0.0
COD,2019,Glaucoma,0.0
COD,2019,Cataracts,0.0
COD,2019,Uncorrected refractive errors,0.0
COD,2019,Macular degeneration,0.0
COD,2019,Other vision loss,0.0
COD,2019,Other hearing loss,0.0
COD,2019,Infertility,0.0
COD,2019,Benign prostatic hyperplasia,0.0
COD,2019,Osteoarthritis,0.0
COD,2019,Gout,0.0
COD,2019,Back and neck pain,0.0
COD,2019,Oral conditions,0.0
COD,2019,Natural disasters,0.0
COD,2019,Lymphatic filariasis,0.0
COD,2019,Onchocerciasis,0.0
COD,2019,Trichomoniasis,0.0
COD,2019,Genital herpes,0.0
COD,2019,Chagas disease,0.0
COD,2019,Iodine deficiency,0.0
COD,2019,Vitamin A deficiency,0.0
COD,2019,Iron-deficiency anaemia,0.0
COD,2019,Trichuriasis,0.0
COD,2019,Hookworm disease,0.0
COD,2019,Food-bourne trematodes,0.0
COD,2019,Leprosy,0.0
COD,2019,Dengue,0.0
COD,2019,Trachoma,0.0
COD,2019,Anxiety disorders,0.0
COD,2019,Eating disorders,0.0
COD,2019,Autism and Asperger syndrome,0.0
COD,2019,Childhood behavioural disorders,0.0
COD,2019,Idiopathic intellectual disability,0.0
COD,2019,Depressive disorders,0.0
COD,2019,Bipolar disorder,0.0
COD,2019,Schizophrenia,0.0
EGY,2019,Ischaemic heart disease,173.87
EGY,2019,Cirrhosis of the liver,60.12
EGY,2019,Stroke,43.84
EGY,2019,Liver cancer,24.51
EGY,2019,Neonatal conditions,22.62
EGY,2019,Kidney diseases,21.09
EGY,2019,Hypertensive heart disease,21.09
EGY,2019,Lower respiratory infections,20.69
EGY,2019,Diabetes mellitus,19.13
EGY,2019,Chronic obstructive pulmonary disease,13.39
EGY,2019,Congenital anomalies,12.16
EGY,2019,Road injury,10.14
EGY,2019,Breast cancer,9.18
EGY,2019,"Lymphomas, multiple myeloma",7.54
EGY,2019,Asthma,7.1
EGY,2019,Alzheimer disease and other dementias,6.97
EGY,2019,"Trachea, bronchus, lung cancers",5.68
EGY,2019,Bladder cancer,5.13
EGY,2019,Interpersonal violence,4.16
EGY,2019,Brain and nervous system cancers,3.82
EGY,2019,Leukaemia,3.76
EGY,2019,Diarrhoeal diseases,3.69
EGY,2019,Colon and rectum cancers,3.08
EGY,2019,Self-harm,3.02
EGY,2019,Pancreas cancer,2.91
EGY,2019,"Cardiomyopathy, myocarditis, endocarditis",2.49
EGY,2019,Parkinson disease,2.39
EGY,2019,Falls,2.02
EGY,2019,Ovary cancer,1.94
EGY,2019,Stomach cancer,1.84
EGY,2019,Gallbladder and biliary diseases,1.82
EGY,2019,"Fire, heat and hot substances",1.57
EGY,2019,Peptic ulcer disease,1.34
EGY,2019,Prostate cancer,1.28
EGY,2019,Rheumatic heart disease,1.25
EGY,2019,Paralytic ileus and intestinal obstruction,1.2
EGY,2019,Kidney cancer,1.17
EGY,2019,Drowning,1.12
EGY,2019,Encephalitis,1.05
EGY,2019,Melanoma and other skin cancers,1.01
EGY,2019,Acute hepatitis B,0.99
EGY,2019,Oesophagus cancer,0.95
EGY,2019,Whooping cough,0.91
EGY,2019,Larynx cancer,0.9
EGY,2019,Meningitis,0.83
EGY,2019,Maternal conditions,0.79
EGY,2019,Mouth and oropharynx cancers,0.79
EGY,2019,Protein-energy malnutrition,0.76
EGY,2019,Collective violence and legal intervention,0.71
EGY,2019,Exposure to mechanical forces,0.64
EGY,2019,Thyroid cancer,0.63
EGY,2019,Gallbladder and biliary tract cancer,0.63
EGY,2019,Cervix uteri cancer,0.62
EGY,2019,Pancreatitis,0.56
EGY,2019,Tetanus,0.54
EGY,2019,Epilepsy,0.45
EGY,2019,Tuberculosis,0.43
EGY,2019,Corpus uteri cancer,0.42
EGY,2019,HIV/AIDS,0.4
EGY,2019,Sudden infant death syndrome,0.3
EGY,2019,Skin diseases,0.22
EGY,2019,Acute hepatitis A,0.22
EGY,2019,Schistosomiasis,0.22
EGY,2019,Multiple sclerosis,0.21
EGY,2019,Poisonings,0.19
EGY,2019,Mesothelioma,0.19
EGY,2019,Syphilis,0.16
EGY,2019,Sickle cell disorders and trait,0.15
EGY,2019,Alcohol use disorders,0.14
EGY,2019,Appendicitis,0.14
EGY,2019,Drug use disorders,0.12
EGY,2019,Inflammatory bowel disease,0.11
EGY,2019,Acute hepatitis C,0.1
EGY,2019,Gynecological diseases,0.06
EGY,2019,Gastritis and duodenitis,0.04
EGY,2019,Measles,0.04
EGY,2019,Testicular cancer,0.04
EGY,2019,Thalassaemias,0.03
EGY,2019,Rabies,0.03
EGY,2019,Rheumatoid arthritis,0.03
EGY,2019,Echinococcosis,0.02
EGY,2019,Acute hepatitis E,0.02
EGY,2019,Dengue,0.01
EGY,2019,Leishmaniasis,0.01
EGY,2019,Ascariasis,0.01
EGY,2019,Upper respiratory infections,0.01
EGY,2019,Urolithiasis,0.01
EGY,2019,Infertility,0.0
EGY,2019,Benign prostatic hyperplasia,0.0
EGY,2019,Osteoarthritis,0.0
EGY,2019,Gout,0.0
EGY,2019,Back and neck pain,0.0
EGY,2019,Oral conditions,0.0
EGY,2019,Migraine,0.0
EGY,2019,Non-migraine headache,0.0
EGY,2019,Glaucoma,0.0
EGY,2019,Cataracts,0.0
EGY,2019,Uncorrected refractive errors,0.0
EGY,2019,Macular degeneration,0.0
EGY,2019,Other vision loss,0.0
EGY,2019,Other hearing loss,0.0
EGY,2019,Natural disasters,0.0
EGY,2019,Otitis media,0.0
EGY,2019,Anxiety disorders,0.0
EGY,2019,Eating disorders,0.0
EGY,2019,Autism and Asperger syndrome,0.0
EGY,2019,Childhood behavioural disorders,0.0
EGY,2019,Idiopathic intellectual disability,0.0
EGY,2019,Depressive disorders,0.0
EGY,2019,Bipolar disorder,0.0
EGY,2019,Schizophrenia,0.0
EGY,2019,Trichuriasis,0.0
EGY,2019,Hookworm disease,0.0
EGY,2019,Food-bourne trematodes,0.0
EGY,2019,Leprosy,0.0
EGY,2019,Iodine deficiency,0.0
EGY,2019,Vitamin A deficiency,0.0
EGY,2019,Iron-deficiency anaemia,0.0
EGY,2019,Lymphatic filariasis,0.0
EGY,2019,Onchocerciasis,0.0
EGY,2019,Cysticercosis,0.0
EGY,2019,Trachoma,0.0
EGY,2019,Yellow fever,0.0
EGY,2019,Malaria,0.0
EGY,2019,African trypanosomiasis,0.0
EGY,2019,Chagas disease,0.0
EGY,2019,Diphtheria,0.0
EGY,2019,Chlamydia,0.0
EGY,2019,Gonorrhoea,0.0
EGY,2019,Trichomoniasis,0.0
EGY,2019,Genital herpes,0.0
GNQ,2019,HIV/AIDS,135.58
GNQ,2019,Neonatal conditions,79.19
GNQ,2019,Lower respiratory infections,67.31
GNQ,2019,Malaria,49.23
GNQ,2019,Stroke,32.24
GNQ,2019,Ischaemic heart disease,30.89
GNQ,2019,Road injury,27.17
GNQ,2019,Diarrhoeal diseases,25.73
GNQ,2019,Tuberculosis,23.66
GNQ,2019,Diabetes mellitus,22.06
GNQ,2019,Congenital anomalies,18.38
GNQ,2019,Cirrhosis of the liver,14.7
GNQ,2019,Kidney diseases,14.63
GNQ,2019,Measles,13.35
GNQ,2019,Hypertensive heart disease,12.18
GNQ,2019,Maternal conditions,10.23
GNQ,2019,Syphilis,9.87
GNQ,2019,Meningitis,9.37
GNQ,2019,Chronic obstructive pulmonary disease,8.88
GNQ,2019,Whooping cough,8.04
GNQ,2019,Self-harm,7.9
GNQ,2019,Breast cancer,6.22
GNQ,2019,Asthma,4.81
GNQ,2019,"Cardiomyopathy, myocarditis, endocarditis",4.65
GNQ,2019,Cervix uteri cancer,4.13
GNQ,2019,Alzheimer disease and other dementias,4.09
GNQ,2019,Drug use disorders,3.71
GNQ,2019,Protein-energy malnutrition,3.55
GNQ,2019,Falls,3.37
GNQ,2019,Interpersonal violence,3.3
GNQ,2019,Liver cancer,3.17
GNQ,2019,Prostate cancer,3.16
GNQ,2019,Drowning,2.91
GNQ,2019,Paralytic ileus and intestinal obstruction,2.9
GNQ,2019,Mouth and oropharynx cancers,2.54
GNQ,2019,Epilepsy,2.38
GNQ,2019,Sickle cell disorders and trait,2.34
GNQ,2019,"Fire, heat and hot substances",2.22
GNQ,2019,Colon and rectum cancers,2.11
GNQ,2019,"Trachea, bronchus, lung cancers",1.97
GNQ,2019,Exposure to mechanical forces,1.92
GNQ,2019,Tetanus,1.72
GNQ,2019,Cysticercosis,1.68
GNQ,2019,Peptic ulcer disease,1.61
GNQ,2019,Poisonings,1.55
GNQ,2019,Gallbladder and biliary diseases,1.44
GNQ,2019,"Lymphomas, multiple myeloma",1.43
GNQ,2019,Sudden infant death syndrome,1.41
GNQ,2019,Parkinson disease,1.3
GNQ,2019,African trypanosomiasis,1.22
GNQ,2019,Melanoma and other skin cancers,1.19
GNQ,2019,Stomach cancer,1.15
GNQ,2019,Rheumatic heart disease,1.05
GNQ,2019,Skin diseases,0.96
GNQ,2019,Ovary cancer,0.94
GNQ,2019,Alcohol use disorders,0.88
GNQ,2019,Oesophagus cancer,0.87
GNQ,2019,Pancreas cancer,0.84
GNQ,2019,Pancreatitis,0.76
GNQ,2019,Yellow fever,0.68
GNQ,2019,Bladder cancer,0.63
GNQ,2019,Gastritis and duodenitis,0.61
GNQ,2019,Corpus uteri cancer,0.57
GNQ,2019,Encephalitis,0.57
GNQ,2019,Larynx cancer,0.43
GNQ,2019,Appendicitis,0.41
GNQ,2019,Brain and nervous system cancers,0.38
GNQ,2019,Inflammatory bowel disease,0.34
GNQ,2019,Schistosomiasis,0.31
GNQ,2019,Leukaemia,0.28
GNQ,2019,Rheumatoid arthritis,0.27
GNQ,2019,Diphtheria,0.23
GNQ,2019,Acute hepatitis B,0.22
GNQ,2019,Rabies,0.21
GNQ,2019,Gynecological diseases,0.17
GNQ,2019,Upper respiratory infections,0.12
GNQ,2019,Multiple sclerosis,0.11
GNQ,2019,Acute hepatitis A,0.1
GNQ,2019,Gonorrhoea,0.1
GNQ,2019,Kidney cancer,0.09
GNQ,2019,Urolithiasis,0.05
GNQ,2019,Chlamydia,0.03
GNQ,2019,Acute hepatitis C,0.02
GNQ,2019,Ascariasis,0.02
GNQ,2019,Echinococcosis,0.02
GNQ,2019,Testicular cancer,0.02
GNQ,2019,Otitis media,0.01
GNQ,2019,Acute hepatitis E,0.01
GNQ,2019,Collective violence and legal intervention,0.01
GNQ,2019,Eating disorders,0.01
GNQ,2019,Autism and Asperger syndrome,0.0
GNQ,2019,Childhood behavioural disorders,0.0
GNQ,2019,Idiopathic intellectual disability,0.0
GNQ,2019,Migraine,0.0
GNQ,2019,Non-migraine headache,0.0
GNQ,2019,Anxiety disorders,0.0
GNQ,2019,Depressive disorders,0.0
GNQ,2019,Bipolar disorder,0.0
GNQ,2019,Schizophrenia,0.0
GNQ,2019,Thalassaemias,0.0
GNQ,2019,Gallbladder and biliary tract cancer,0.0
GNQ,2019,Thyroid cancer,0.0
GNQ,2019,Mesothelioma,0.0
GNQ,2019,Natural disasters,0.0
GNQ,2019,Oral conditions,0.0
GNQ,2019,Osteoarthritis,0.0
GNQ,2019,Gout,0.0
GNQ,2019,Back and neck pain,0.0
GNQ,2019,Glaucoma,0.0
GNQ,2019,Cataracts,0.0
GNQ,2019,Uncorrected refractive errors,0.0
GNQ,2019,Macular degeneration,0.0
GNQ,2019,Other vision loss,0.0
GNQ,2019,Other hearing loss,0.0
GNQ,2019,Infertility,0.0
GNQ,2019,Benign prostatic hyperplasia,0.0
GNQ,2019,Chagas disease,0.0
GNQ,2019,Trichomoniasis,0.0
GNQ,2019,Genital herpes,0.0
GNQ,2019,Dengue,0.0
GNQ,2019,Trachoma,0.0
GNQ,2019,Leishmaniasis,0.0
GNQ,2019,Lymphatic filariasis,0.0
GNQ,2019,Onchocerciasis,0.0
GNQ,2019,Trichuriasis,0.0
GNQ,2019,Hookworm disease,0.0
GNQ,2019,Food-bourne trematodes,0.0
GNQ,2019,Leprosy,0.0
GNQ,2019,Iodine deficiency,0.0
GNQ,2019,Vitamin A deficiency,0.0
GNQ,2019,Iron-deficiency anaemia,0.0
ERI,2019,Lower respiratory infections,93.7
ERI,2019,Stroke,73.32
ERI,2019,Diarrhoeal diseases,65.54
ERI,2019,Ischaemic heart disease,61.59
ERI,2019,Neonatal conditions,47.18
ERI,2019,Road injury,37.92
ERI,2019,Cirrhosis of the liver,34.74
ERI,2019,Diabetes mellitus,27.01
ERI,2019,Hypertensive heart disease,26.47
ERI,2019,Chronic obstructive pulmonary disease,18.93
ERI,2019,Protein-energy malnutrition,18.86
ERI,2019,Kidney diseases,16.52
ERI,2019,Maternal conditions,15.54
ERI,2019,Tuberculosis,15.54
ERI,2019,Malaria,12.5
ERI,2019,Congenital anomalies,12.35
ERI,2019,Meningitis,11.56
ERI,2019,Interpersonal violence,10.99
ERI,2019,Self-harm,10.91
ERI,2019,Asthma,9.32
ERI,2019,Breast cancer,8.91
ERI,2019,Alzheimer disease and other dementias,8.86
ERI,2019,HIV/AIDS,8.79
ERI,2019,Falls,4.81
ERI,2019,Paralytic ileus and intestinal obstruction,4.8
ERI,2019,Peptic ulcer disease,4.2
ERI,2019,"Lymphomas, multiple myeloma",4.2
ERI,2019,Leukaemia,4.12
ERI,2019,Exposure to mechanical forces,3.85
ERI,2019,Cervix uteri cancer,3.79
ERI,2019,"Fire, heat and hot substances",3.77
ERI,2019,"Cardiomyopathy, myocarditis, endocarditis",3.51
ERI,2019,Drowning,3.37
ERI,2019,Poisonings,3.27
ERI,2019,Colon and rectum cancers,3.23
ERI,2019,Gallbladder and biliary diseases,3.08
ERI,2019,Rabies,2.64
ERI,2019,Whooping cough,2.56
ERI,2019,Parkinson disease,2.42
ERI,2019,Epilepsy,2.33
ERI,2019,Oesophagus cancer,2.32
ERI,2019,Ovary cancer,2.27
ERI,2019,Rheumatic heart disease,2.19
ERI,2019,Schistosomiasis,2.08
ERI,2019,Mouth and oropharynx cancers,2.03
ERI,2019,Liver cancer,1.98
ERI,2019,"Trachea, bronchus, lung cancers",1.76
ERI,2019,Gastritis and duodenitis,1.74
ERI,2019,Prostate cancer,1.55
ERI,2019,Stomach cancer,1.38
ERI,2019,Acute hepatitis A,1.31
ERI,2019,Alcohol use disorders,1.3
ERI,2019,Skin diseases,1.28
ERI,2019,Bladder cancer,1.2
ERI,2019,Pancreatitis,1.09
ERI,2019,Tetanus,1.07
ERI,2019,Drug use disorders,1.03
ERI,2019,Kidney cancer,1.01
ERI,2019,Syphilis,1.0
ERI,2019,Brain and nervous system cancers,0.92
ERI,2019,Appendicitis,0.9
ERI,2019,Melanoma and other skin cancers,0.85
ERI,2019,Sudden infant death syndrome,0.84
ERI,2019,Acute hepatitis B,0.79
ERI,2019,Pancreas cancer,0.56
ERI,2019,Echinococcosis,0.55
ERI,2019,Leishmaniasis,0.54
ERI,2019,Thyroid cancer,0.52
ERI,2019,Upper respiratory infections,0.51
ERI,2019,Corpus uteri cancer,0.5
ERI,2019,Gallbladder and biliary tract cancer,0.5
ERI,2019,Inflammatory bowel disease,0.49
ERI,2019,Encephalitis,0.44
ERI,2019,Measles,0.36
ERI,2019,Rheumatoid arthritis,0.34
ERI,2019,Sickle cell disorders and trait,0.32
ERI,2019,Larynx cancer,0.31
ERI,2019,Acute hepatitis C,0.18
ERI,2019,Yellow fever,0.13
ERI,2019,Multiple sclerosis,0.11
ERI,2019,Urolithiasis,0.1
ERI,2019,Testicular cancer,0.1
ERI,2019,Gonorrhoea,0.09
ERI,2019,Gynecological diseases,0.07
ERI,2019,Ascariasis,0.05
ERI,2019,Otitis media,0.05
ERI,2019,Mesothelioma,0.04
ERI,2019,Thalassaemias,0.04
ERI,2019,Chlamydia,0.03
ERI,2019,Acute hepatitis E,0.03
ERI,2019,Diphtheria,0.01
ERI,2019,Collective violence and legal intervention,0.01
ERI,2019,Oral conditions,0.0
ERI,2019,Natural disasters,0.0
ERI,2019,Infertility,0.0
ERI,2019,Osteoarthritis,0.0
ERI,2019,Gout,0.0
ERI,2019,Back and neck pain,0.0
ERI,2019,Benign prostatic hyperplasia,0.0
ERI,2019,Migraine,0.0
ERI,2019,Non-migraine headache,0.0
ERI,2019,Glaucoma,0.0
ERI,2019,Cataracts,0.0
ERI,2019,Uncorrected refractive errors,0.0
ERI,2019,Macular degeneration,0.0
ERI,2019,Other vision loss,0.0
ERI,2019,Other hearing loss,0.0
ERI,2019,Trichomoniasis,0.0
ERI,2019,Genital herpes,0.0
ERI,2019,African trypanosomiasis,0.0
ERI,2019,Chagas disease,0.0
ERI,2019,Trichuriasis,0.0
ERI,2019,Hookworm disease,0.0
ERI,2019,Food-bourne trematodes,0.0
ERI,2019,Leprosy,0.0
ERI,2019,Iodine deficiency,0.0
ERI,2019,Vitamin A deficiency,0.0
ERI,2019,Iron-deficiency anaemia,0.0
ERI,2019,Dengue,0.0
ERI,2019,Trachoma,0.0
ERI,2019,Lymphatic filariasis,0.0
ERI,2019,Onchocerciasis,0.0
ERI,2019,Cysticercosis,0.0
ERI,2019,Depressive disorders,0.0
ERI,2019,Bipolar disorder,0.0
ERI,2019,Schizophrenia,0.0
ERI,2019,Anxiety disorders,0.0
ERI,2019,Eating disorders,0.0
ERI,2019,Autism and Asperger syndrome,0.0
ERI,2019,Childhood behavioural disorders,0.0
ERI,2019,Idiopathic intellectual disability,0.0
SWZ,2019,HIV/AIDS,201.51
SWZ,2019,Lower respiratory infections,80.18
SWZ,2019,Diabetes mellitus,77.69
SWZ,2019,Stroke,69.72
SWZ,2019,Ischaemic heart disease,65.75
SWZ,2019,Diarrhoeal diseases,45.04
SWZ,2019,Neonatal conditions,44.5
SWZ,2019,Road injury,33.47
SWZ,2019,Kidney diseases,33.2
SWZ,2019,Self-harm,29.4
SWZ,2019,Hypertensive heart disease,25.44
SWZ,2019,Cirrhosis of the liver,23.83
