iso_code,year,cause,cause_group,deaths,population,death_rate
COM,2000,Prostate cancer,2,19.79,542358.0,3.65
COM,2000,"Cardiomyopathy, myocarditis, endocarditis",2,19.52,542358.0,3.6
COM,2000,Liver cancer,2,19.24,542358.0,3.55
COM,2000,Falls,3,17.79,542358.0,3.28
COM,2000,Rabies,1,17.16,542358.0,3.16
COM,2000,Exposure to mechanical forces,3,16.75,542358.0,3.09
COM,2000,Poisonings,3,16.57,542358.0,3.06
COM,2000,Epilepsy,2,12.77,542358.0,2.35
COM,2000,Gallbladder and biliary diseases,2,12.36,542358.0,2.28
COM,2000,Syphilis,1,12.11,542358.0,2.23
COM,2000,Rheumatic heart disease,2,11.58,542358.0,2.14
COM,2000,Breast cancer,2,11.42,542358.0,2.11
COM,2000,Sudden infant death syndrome,2,11.37,542358.0,2.1
COM,2000,Colon and rectum cancers,2,10.64,542358.0,1.96
COM,2000,"Lymphomas, multiple myeloma",2,10.18,542358.0,1.88
COM,2000,Gastritis and duodenitis,2,9.33,542358.0,1.72
COM,2000,Mouth and oropharynx cancers,2,9.21,542358.0,1.7
COM,2000,Stomach cancer,2,8.74,542358.0,1.61
COM,2000,Parkinson disease,2,7.36,542358.0,1.36
COM,2000,Acute hepatitis A,1,7.34,542358.0,1.35
COM,2000,Bladder cancer,2,6.43,542358.0,1.19
COM,2000,Skin diseases,2,6.44,542358.0,1.19
COM,2000,Melanoma and other skin cancers,2,6.22,542358.0,1.15
COM,2000,Pancreatitis,2,5.97,542358.0,1.1
COM,2000,Appendicitis,2,5.92,542358.0,1.09
COM,2000,Upper respiratory infections,1,4.55,542358.0,0.84
COM,2000,Acute hepatitis B,1,4.23,542358.0,0.78
COM,2000,Alcohol use disorders,2,3.74,542358.0,0.69
COM,2000,Larynx cancer,2,3.63,542358.0,0.67
COM,2000,Encephalitis,1,3.24,542358.0,0.6
COM,2000,Inflammatory bowel disease,2,2.83,542358.0,0.52
COM,2000,Drug use disorders,2,2.61,542358.0,0.48
COM,2000,Sickle cell disorders and trait,2,2.06,542358.0,0.38
COM,2000,Leukaemia,2,1.97,542358.0,0.36
COM,2000,Corpus uteri cancer,2,1.9,542358.0,0.35
COM,2000,Cysticercosis,1,1.7,542358.0,0.31
COM,2000,Rheumatoid arthritis,2,1.23,542358.0,0.23
COM,2000,Ovary cancer,2,1.16,542358.0,0.21
COM,2000,Acute hepatitis C,1,0.85,542358.0,0.16
COM,2000,Gonorrhoea,1,0.66,542358.0,0.12
COM,2000,Diphtheria,1,0.61,542358.0,0.11
COM,2000,Otitis media,1,0.61,542358.0,0.11
COM,2000,"Trachea, bronchus, lung cancers",2,0.62,542358.0,0.11
COM,2000,Thalassaemias,2,0.5,542358.0,0.09
COM,2000,Ascariasis,1,0.5,542358.0,0.09
COM,2000,Urolithiasis,2,0.38,542358.0,0.07
COM,2000,Multiple sclerosis,2,0.4,542358.0,0.07
COM,2000,Gynecological diseases,2,0.39,542358.0,0.07
COM,2000,Chlamydia,1,0.23,542358.0,0.04
COM,2000,Acute hepatitis E,1,0.14,542358.0,0.03
COM,2000,Collective violence and legal intervention,3,0.05,542358.0,0.01
COM,2000,Natural disasters,3,0.0,542358.0,0.0
COM,2000,Oral conditions,2,0.0,542358.0,0.0
COM,2000,Migraine,2,0.0,542358.0,0.0
COM,2000,Non-migraine headache,2,0.0,542358.0,0.0
COM,2000,Glaucoma,2,0.0,542358.0,0.0
COM,2000,Cataracts,2,0.0,542358.0,0.0
COM,2000,Uncorrected refractive errors,2,0.0,542358.0,0.0
COM,2000,Macular degeneration,2,0.0,542358.0,0.0
COM,2000,Other vision loss,2,0.0,542358.0,0.0
COM,2000,Other hearing loss,2,0.0,542358.0,0.0
COM,2000,Infertility,2,0.0,542358.0,0.0
COM,2000,Benign prostatic hyperplasia,2,0.0,542358.0,0.0
COM,2000,Osteoarthritis,2,0.0,542358.0,0.0
COM,2000,Gout,2,0.0,542358.0,0.0
COM,2000,Back and neck pain,2,0.0,542358.0,0.0
COM,2000,Measles,1,0.0,542358.0,0.0
COM,2000,Trichomoniasis,1,0.0,542358.0,0.0
COM,2000,Genital herpes,1,0.0,542358.0,0.0
COM,2000,HIV/AIDS,1,0.0,542358.0,0.0
COM,2000,Trichuriasis,1,0.0,542358.0,0.0
COM,2000,Hookworm disease,1,0.0,542358.0,0.0
COM,2000,Food-bourne trematodes,1,0.0,542358.0,0.0
COM,2000,Leprosy,1,0.0,542358.0,0.0
COM,2000,Echinococcosis,1,0.0,542358.0,0.0
COM,2000,Dengue,1,0.01,542358.0,0.0
COM,2000,Trachoma,1,0.0,542358.0,0.0
COM,2000,Yellow fever,1,0.0,542358.0,0.0
COM,2000,African trypanosomiasis,1,0.0,542358.0,0.0
COM,2000,Chagas disease,1,0.0,542358.0,0.0
COM,2000,Schistosomiasis,1,0.0,542358.0,0.0
COM,2000,Leishmaniasis,1,0.0,542358.0,0.0
COM,2000,Lymphatic filariasis,1,0.0,542358.0,0.0
COM,2000,Onchocerciasis,1,0.0,542358.0,0.0
COM,2000,Thyroid cancer,2,0.0,542358.0,0.0
COM,2000,Mesothelioma,2,0.0,542358.0,0.0
COM,2000,Brain and nervous system cancers,2,0.0,542358.0,0.0
COM,2000,Gallbladder and biliary tract cancer,2,0.0,542358.0,0.0
COM,2000,Depressive disorders,2,0.0,542358.0,0.0
COM,2000,Bipolar disorder,2,0.0,542358.0,0.0
COM,2000,Schizophrenia,2,0.0,542358.0,0.0
COM,2000,Anxiety disorders,2,0.0,542358.0,0.0
COM,2000,Eating disorders,2,0.0,542358.0,0.0
COM,2000,Autism and Asperger syndrome,2,0.0,542358.0,0.0
COM,2000,Childhood behavioural disorders,2,0.0,542358.0,0.0
COM,2000,Idiopathic intellectual disability,2,0.0,542358.0,0.0
COM,2000,Pancreas cancer,2,0.0,542358.0,0.0
COM,2000,Testicular cancer,2,0.0,542358.0,0.0
COM,2000,Kidney cancer,2,0.0,542358.0,0.0
COM,2000,Iodine deficiency,1,0.0,542358.0,0.0
COM,2000,Vitamin A deficiency,1,0.0,542358.0,0.0
COM,2000,Iron-deficiency anaemia,1,0.0,542358.0,0.0
COG,2000,HIV/AIDS,1,5742.0,3127420.0,183.6
COG,2000,Lower respiratory infections,1,3633.95,3127420.0,116.2
COG,2000,Neonatal conditions,1,3330.91,3127420.0,106.51
COG,2000,Diarrhoeal diseases,1,2921.16,3127420.0,93.4
COG,2000,Malaria,1,2591.0,3127420.0,82.85
COG,2000,Stroke,2,2222.98,3127420.0,71.08
COG,2000,Ischaemic heart disease,2,2057.22,3127420.0,65.78
COG,2000,Measles,1,1312.75,3127420.0,41.98
COG,2000,Cirrhosis of the liver,2,1015.22,3127420.0,32.46
COG,2000,African trypanosomiasis,1,986.73,3127420.0,31.55
COG,2000,Maternal conditions,1,932.27,3127420.0,29.81
COG,2000,Diabetes mellitus,2,879.91,3127420.0,28.14
COG,2000,Hypertensive heart disease,2,851.43,3127420.0,27.22
COG,2000,Road injury,3,822.0,3127420.0,26.28
COG,2000,Meningitis,1,654.01,3127420.0,20.91
COG,2000,Congenital anomalies,2,607.32,3127420.0,19.42
COG,2000,Kidney diseases,2,585.1,3127420.0,18.71
COG,2000,Tuberculosis,1,567.9,3127420.0,18.16
COG,2000,Chronic obstructive pulmonary disease,2,519.7,3127420.0,16.62
COG,2000,Collective violence and legal intervention,3,506.58,3127420.0,16.2
COG,2000,Protein-energy malnutrition,1,453.14,3127420.0,14.49
COG,2000,Self-harm,3,452.45,3127420.0,14.47
COG,2000,Asthma,2,444.68,3127420.0,14.22
COG,2000,Interpersonal violence,3,386.35,3127420.0,12.35
COG,2000,Whooping cough,1,284.66,3127420.0,9.1
COG,2000,"Cardiomyopathy, myocarditis, endocarditis",2,204.69,3127420.0,6.55
COG,2000,Drowning,3,150.5,3127420.0,4.81
COG,2000,Peptic ulcer disease,2,140.21,3127420.0,4.48
COG,2000,Cervix uteri cancer,2,130.31,3127420.0,4.17
COG,2000,Falls,3,126.11,3127420.0,4.03
COG,2000,Liver cancer,2,123.85,3127420.0,3.96
COG,2000,Rheumatic heart disease,2,123.67,3127420.0,3.95
COG,2000,Cysticercosis,1,121.62,3127420.0,3.89
COG,2000,Paralytic ileus and intestinal obstruction,2,120.82,3127420.0,3.86
COG,2000,Schistosomiasis,1,118.32,3127420.0,3.78
COG,2000,Alzheimer disease and other dementias,2,117.9,3127420.0,3.77
COG,2000,Epilepsy,2,108.18,3127420.0,3.46
COG,2000,Yellow fever,1,108.07,3127420.0,3.46
COG,2000,Sickle cell disorders and trait,2,108.21,3127420.0,3.46
COG,2000,Syphilis,1,101.4,3127420.0,3.24
COG,2000,Prostate cancer,2,98.42,3127420.0,3.15
COG,2000,"Fire, heat and hot substances",3,97.23,3127420.0,3.11
COG,2000,Drug use disorders,2,94.98,3127420.0,3.04
COG,2000,Tetanus,1,94.09,3127420.0,3.01
COG,2000,Exposure to mechanical forces,3,84.18,3127420.0,2.69
COG,2000,Poisonings,3,83.43,3127420.0,2.67
COG,2000,Breast cancer,2,79.67,3127420.0,2.55
COG,2000,Stomach cancer,2,69.33,3127420.0,2.22
COG,2000,Gallbladder and biliary diseases,2,61.32,3127420.0,1.96
COG,2000,Gastritis and duodenitis,2,52.72,3127420.0,1.69
COG,2000,Alcohol use disorders,2,51.3,3127420.0,1.64
COG,2000,Sudden infant death syndrome,2,48.55,3127420.0,1.55
COG,2000,Parkinson disease,2,46.62,3127420.0,1.49
COG,2000,Colon and rectum cancers,2,44.37,3127420.0,1.42
COG,2000,Skin diseases,2,39.56,3127420.0,1.26
COG,2000,Leukaemia,2,38.67,3127420.0,1.24
COG,2000,Pancreatitis,2,36.72,3127420.0,1.17
COG,2000,Appendicitis,2,30.52,3127420.0,0.98
COG,2000,"Lymphomas, multiple myeloma",2,30.36,3127420.0,0.97
COG,2000,Acute hepatitis A,1,28.56,3127420.0,0.91
COG,2000,"Trachea, bronchus, lung cancers",2,27.92,3127420.0,0.89
COG,2000,Acute hepatitis B,1,23.08,3127420.0,0.74
COG,2000,Encephalitis,1,20.74,3127420.0,0.66
COG,2000,Ovary cancer,2,20.29,3127420.0,0.65
COG,2000,Melanoma and other skin cancers,2,18.58,3127420.0,0.59
COG,2000,Mouth and oropharynx cancers,2,18.41,3127420.0,0.59
COG,2000,Rabies,1,17.43,3127420.0,0.56
COG,2000,Pancreas cancer,2,17.04,3127420.0,0.54
COG,2000,Inflammatory bowel disease,2,15.03,3127420.0,0.48
COG,2000,Rheumatoid arthritis,2,13.62,3127420.0,0.44
COG,2000,Oesophagus cancer,2,13.05,3127420.0,0.42
COG,2000,Upper respiratory infections,1,12.74,3127420.0,0.41
COG,2000,Echinococcosis,1,10.51,3127420.0,0.34
COG,2000,Larynx cancer,2,10.55,3127420.0,0.34
COG,2000,Bladder cancer,2,8.61,3127420.0,0.28
COG,2000,Corpus uteri cancer,2,8.57,3127420.0,0.27
COG,2000,Gynecological diseases,2,8.01,3127420.0,0.26
COG,2000,Gallbladder and biliary tract cancer,2,6.73,3127420.0,0.22
COG,2000,Gonorrhoea,1,6.64,3127420.0,0.21
COG,2000,Kidney cancer,2,5.6,3127420.0,0.18
COG,2000,Diphtheria,1,4.33,3127420.0,0.14
COG,2000,Acute hepatitis C,1,4.45,3127420.0,0.14
COG,2000,Ascariasis,1,3.95,3127420.0,0.13
COG,2000,Multiple sclerosis,2,3.37,3127420.0,0.11
COG,2000,Urolithiasis,2,2.81,3127420.0,0.09
COG,2000,Brain and nervous system cancers,2,2.59,3127420.0,0.08
COG,2000,Chlamydia,1,2.18,3127420.0,0.07
COG,2000,Otitis media,1,1.54,3127420.0,0.05
COG,2000,Mesothelioma,2,1.32,3127420.0,0.04
COG,2000,Thyroid cancer,2,0.91,3127420.0,0.03
COG,2000,Acute hepatitis E,1,0.97,3127420.0,0.03
COG,2000,Thalassaemias,2,0.35,3127420.0,0.01
COG,2000,Anxiety disorders,2,0.0,3127420.0,0.0
COG,2000,Eating disorders,2,0.04,3127420.0,0.0
COG,2000,Autism and Asperger syndrome,2,0.0,3127420.0,0.0
COG,2000,Childhood behavioural disorders,2,0.0,3127420.0,0.0
COG,2000,Idiopathic intellectual disability,2,0.0,3127420.0,0.0
COG,2000,Migraine,2,0.0,3127420.0,0.0
COG,2000,Non-migraine headache,2,0.0,3127420.0,0.0
COG,2000,Glaucoma,2,0.0,3127420.0,0.0
COG,2000,Cataracts,2,0.0,3127420.0,0.0
COG,2000,Uncorrected refractive errors,2,0.0,3127420.0,0.0
COG,2000,Macular degeneration,2,0.0,3127420.0,0.0
COG,2000,Other vision loss,2,0.0,3127420.0,0.0
COG,2000,Other hearing loss,2,0.0,3127420.0,0.0
COG,2000,Benign prostatic hyperplasia,2,0.0,3127420.0,0.0
COG,2000,Infertility,2,0.0,3127420.0,0.0
COG,2000,Osteoarthritis,2,0.0,3127420.0,0.0
COG,2000,Gout,2,0.0,3127420.0,0.0
COG,2000,Back and neck pain,2,0.0,3127420.0,0.0
COG,2000,Oral conditions,2,0.0,3127420.0,0.0
COG,2000,Natural disasters,3,0.0,3127420.0,0.0
COG,2000,Trichomoniasis,1,0.0,3127420.0,0.0
COG,2000,Genital herpes,1,0.0,3127420.0,0.0
COG,2000,Chagas disease,1,0.0,3127420.0,0.0
COG,2000,Trichuriasis,1,0.0,3127420.0,0.0
COG,2000,Hookworm disease,1,0.0,3127420.0,0.0
COG,2000,Food-bourne trematodes,1,0.0,3127420.0,0.0
COG,2000,Leprosy,1,0.0,3127420.0,0.0
COG,2000,Dengue,1,0.04,3127420.0,0.0
COG,2000,Trachoma,1,0.0,3127420.0,0.0
COG,2000,Leishmaniasis,1,0.0,3127420.0,0.0
COG,2000,Lymphatic filariasis,1,0.0,3127420.0,0.0
COG,2000,Onchocerciasis,1,0.0,3127420.0,0.0
COG,2000,Testicular cancer,2,0.0,3127420.0,0.0
COG,2000,Depressive disorders,2,0.0,3127420.0,0.0
COG,2000,Bipolar disorder,2,0.0,3127420.0,0.0
COG,2000,Schizophrenia,2,0.0,3127420.0,0.0
COG,2000,Iodine deficiency,1,0.0,3127420.0,0.0
COG,2000,Vitamin A deficiency,1,0.0,3127420.0,0.0
COG,2000,Iron-deficiency anaemia,1,0.0,3127420.0,0.0
CIV,2000,HIV/AIDS,1,46332.0,16500000.0,280.8
CIV,2000,Malaria,1,25885.55,16500000.0,156.88
CIV,2000,Neonatal conditions,1,25687.31,16500000.0,155.68
CIV,2000,Lower respiratory infections,1,19822.55,16500000.0,120.14
CIV,2000,Diarrhoeal diseases,1,13305.95,16500000.0,80.64
CIV,2000,Ischaemic heart disease,2,9559.95,16500000.0,57.94
CIV,2000,Stroke,2,8997.69,16500000.0,54.53
CIV,2000,Tuberculosis,1,8425.68,16500000.0,51.06
CIV,2000,Measles,1,5728.26,16500000.0,34.72
CIV,2000,Cirrhosis of the liver,2,5147.14,16500000.0,31.19
CIV,2000,Maternal conditions,1,4582.99,16500000.0,27.78
CIV,2000,Meningitis,1,4560.86,16500000.0,27.64
CIV,2000,Road injury,3,4186.76,16500000.0,25.37
CIV,2000,Kidney diseases,2,3490.63,16500000.0,21.16
CIV,2000,Diabetes mellitus,2,3412.8,16500000.0,20.68
CIV,2000,Congenital anomalies,2,2983.45,16500000.0,18.08
CIV,2000,Interpersonal violence,3,2383.83,16500000.0,14.45
CIV,2000,Self-harm,3,2319.04,16500000.0,14.05
CIV,2000,Asthma,2,1889.29,16500000.0,11.45
CIV,2000,Chronic obstructive pulmonary disease,2,1889.95,16500000.0,11.45
CIV,2000,Hypertensive heart disease,2,1598.32,16500000.0,9.69
CIV,2000,Protein-energy malnutrition,1,1295.61,16500000.0,7.85
CIV,2000,Tetanus,1,1238.59,16500000.0,7.51
CIV,2000,Whooping cough,1,1181.97,16500000.0,7.16
CIV,2000,Liver cancer,2,1155.75,16500000.0,7.0
CIV,2000,Cervix uteri cancer,2,1018.98,16500000.0,6.18
CIV,2000,Peptic ulcer disease,2,966.81,16500000.0,5.86
CIV,2000,Sickle cell disorders and trait,2,906.44,16500000.0,5.49
CIV,2000,Falls,3,854.29,16500000.0,5.18
CIV,2000,"Cardiomyopathy, myocarditis, endocarditis",2,800.63,16500000.0,4.85
CIV,2000,Drowning,3,760.76,16500000.0,4.61
CIV,2000,Prostate cancer,2,742.12,16500000.0,4.5
CIV,2000,African trypanosomiasis,1,739.22,16500000.0,4.48
CIV,2000,Paralytic ileus and intestinal obstruction,2,736.29,16500000.0,4.46
CIV,2000,Schistosomiasis,1,729.48,16500000.0,4.42
CIV,2000,Breast cancer,2,724.06,16500000.0,4.39
CIV,2000,Rabies,1,658.69,16500000.0,3.99
CIV,2000,Exposure to mechanical forces,3,645.89,16500000.0,3.91
CIV,2000,Alzheimer disease and other dementias,2,617.6,16500000.0,3.74
CIV,2000,"Fire, heat and hot substances",3,607.52,16500000.0,3.68
CIV,2000,Epilepsy,2,576.68,16500000.0,3.5
CIV,2000,Pancreatitis,2,506.55,16500000.0,3.07
CIV,2000,Poisonings,3,493.82,16500000.0,2.99
CIV,2000,"Lymphomas, multiple myeloma",2,477.98,16500000.0,2.9
CIV,2000,Syphilis,1,459.03,16500000.0,2.78
CIV,2000,Colon and rectum cancers,2,380.2,16500000.0,2.3
CIV,2000,Rheumatic heart disease,2,376.92,16500000.0,2.28
CIV,2000,Stomach cancer,2,353.02,16500000.0,2.14
CIV,2000,Sudden infant death syndrome,2,310.3,16500000.0,1.88
CIV,2000,Parkinson disease,2,264.8,16500000.0,1.6
CIV,2000,Alcohol use disorders,2,220.52,16500000.0,1.34
CIV,2000,Drug use disorders,2,210.39,16500000.0,1.28
CIV,2000,Gallbladder and biliary diseases,2,210.34,16500000.0,1.27
CIV,2000,Mouth and oropharynx cancers,2,200.1,16500000.0,1.21
CIV,2000,Cysticercosis,1,187.9,16500000.0,1.14
CIV,2000,Skin diseases,2,176.31,16500000.0,1.07
CIV,2000,"Trachea, bronchus, lung cancers",2,173.01,16500000.0,1.05
CIV,2000,Collective violence and legal intervention,3,171.9,16500000.0,1.04
CIV,2000,Acute hepatitis B,1,159.41,16500000.0,0.97
CIV,2000,Pancreas cancer,2,154.41,16500000.0,0.94
CIV,2000,Echinococcosis,1,128.74,16500000.0,0.78
CIV,2000,Ovary cancer,2,125.3,16500000.0,0.76
CIV,2000,Yellow fever,1,122.58,16500000.0,0.74
CIV,2000,Leukaemia,2,118.48,16500000.0,0.72
CIV,2000,Acute hepatitis A,1,115.15,16500000.0,0.7
CIV,2000,Gastritis and duodenitis,2,109.38,16500000.0,0.66
CIV,2000,Encephalitis,1,106.7,16500000.0,0.65
CIV,2000,Appendicitis,2,103.08,16500000.0,0.62
CIV,2000,Melanoma and other skin cancers,2,93.12,16500000.0,0.56
CIV,2000,Corpus uteri cancer,2,92.92,16500000.0,0.56
CIV,2000,Bladder cancer,2,85.44,16500000.0,0.52
CIV,2000,Kidney cancer,2,69.11,16500000.0,0.42
CIV,2000,Larynx cancer,2,67.75,16500000.0,0.41
CIV,2000,Brain and nervous system cancers,2,65.85,16500000.0,0.4
CIV,2000,Inflammatory bowel disease,2,65.08,16500000.0,0.39
CIV,2000,Thalassaemias,2,53.96,16500000.0,0.33
CIV,2000,Oesophagus cancer,2,50.42,16500000.0,0.31
CIV,2000,Ascariasis,1,41.67,16500000.0,0.25
CIV,2000,Gonorrhoea,1,31.62,16500000.0,0.19
CIV,2000,Gallbladder and biliary tract cancer,2,31.15,16500000.0,0.19
CIV,2000,Upper respiratory infections,1,27.63,16500000.0,0.17
CIV,2000,Multiple sclerosis,2,25.65,16500000.0,0.16
CIV,2000,Acute hepatitis C,1,25.0,16500000.0,0.15
CIV,2000,Thyroid cancer,2,21.63,16500000.0,0.13
CIV,2000,Diphtheria,1,20.09,16500000.0,0.12
CIV,2000,Gynecological diseases,2,17.51,16500000.0,0.11
CIV,2000,Rheumatoid arthritis,2,11.64,16500000.0,0.07
CIV,2000,Chlamydia,1,11.5,16500000.0,0.07
CIV,2000,Testicular cancer,2,9.27,16500000.0,0.06
CIV,2000,Mesothelioma,2,7.96,16500000.0,0.05
CIV,2000,Urolithiasis,2,6.24,16500000.0,0.04
CIV,2000,Acute hepatitis E,1,4.88,16500000.0,0.03
CIV,2000,Leishmaniasis,1,0.93,16500000.0,0.01
CIV,2000,Lymphatic filariasis,1,0.0,16500000.0,0.0
CIV,2000,Onchocerciasis,1,0.0,16500000.0,0.0
CIV,2000,Dengue,1,0.16,16500000.0,0.0
CIV,2000,Trachoma,1,0.0,16500000.0,0.0
CIV,2000,Otitis media,1,0.36,16500000.0,0.0
CIV,2000,Trichuriasis,1,0.0,16500000.0,0.0
CIV,2000,Hookworm disease,1,0.0,16500000.0,0.0
CIV,2000,Food-bourne trematodes,1,0.0,16500000.0,0.0
CIV,2000,Leprosy,1,0.0,16500000.0,0.0
CIV,2000,Chagas disease,1,0.0,16500000.0,0.0
CIV,2000,Trichomoniasis,1,0.0,16500000.0,0.0
CIV,2000,Genital herpes,1,0.0,16500000.0,0.0
CIV,2000,Depressive disorders,2,0.0,16500000.0,0.0
CIV,2000,Bipolar disorder,2,0.0,16500000.0,0.0
CIV,2000,Schizophrenia,2,0.0,16500000.0,0.0
CIV,2000,Iodine deficiency,1,0.0,16500000.0,0.0
CIV,2000,Vitamin A deficiency,1,0.0,16500000.0,0.0
CIV,2000,Iron-deficiency anaemia,1,0.0,16500000.0,0.0
CIV,2000,Infertility,2,0.0,16500000.0,0.0
CIV,2000,Benign prostatic hyperplasia,2,0.0,16500000.0,0.0
CIV,2000,Migraine,2,0.0,16500000.0,0.0
CIV,2000,Non-migraine headache,2,0.0,16500000.0,0.0
CIV,2000,Glaucoma,2,0.0,16500000.0,0.0
CIV,2000,Cataracts,2,0.0,16500000.0,0.0
CIV,2000,Anxiety disorders,2,0.0,16500000.0,0.0
CIV,2000,Eating disorders,2,0.15,16500000.0,0.0
CIV,2000,Autism and Asperger syndrome,2,0.0,16500000.0,0.0
CIV,2000,Childhood behavioural disorders,2,0.0,16500000.0,0.0
CIV,2000,Idiopathic intellectual disability,2,0.0,16500000.0,0.0
CIV,2000,Uncorrected refractive errors,2,0.0,16500000.0,0.0
CIV,2000,Macular degeneration,2,0.0,16500000.0,0.0
CIV,2000,Other vision loss,2,0.0,16500000.0,0.0
CIV,2000,Other hearing loss,2,0.0,16500000.0,0.0
CIV,2000,Osteoarthritis,2,0.0,16500000.0,0.0
CIV,2000,Gout,2,0.0,16500000.0,0.0
CIV,2000,Back and neck pain,2,0.0,16500000.0,0.0
CIV,2000,Oral conditions,2,0.0,16500000.0,0.0
CIV,2000,Natural disasters,3,0.0,16500000.0,0.0
DJI,2000,Neonatal conditions,1,813.82,717577.0,113.41
DJI,2000,Lower respiratory infections,1,677.93,717577.0,94.47
DJI,2000,Diarrhoeal diseases,1,603.45,717577.0,84.1
DJI,2000,HIV/AIDS,1,587.0,717577.0,81.8
DJI,2000,Stroke,2,380.79,717577.0,53.07
DJI,2000,Tuberculosis,1,320.43,717577.0,44.65
DJI,2000,Ischaemic heart disease,2,288.23,717577.0,40.17
DJI,2000,Protein-energy malnutrition,1,257.24,717577.0,35.85
DJI,2000,Road injury,3,197.0,717577.0,27.45
DJI,2000,Measles,1,169.63,717577.0,23.64
DJI,2000,Cirrhosis of the liver,2,164.1,717577.0,22.87
DJI,2000,Meningitis,1,142.22,717577.0,19.82
DJI,2000,Hypertensive heart disease,2,130.73,717577.0,18.22
DJI,2000,Diabetes mellitus,2,124.4,717577.0,17.34
DJI,2000,Congenital anomalies,2,117.46,717577.0,16.37
DJI,2000,Kidney diseases,2,89.48,717577.0,12.47
DJI,2000,Maternal conditions,1,79.06,717577.0,11.02
DJI,2000,Chronic obstructive pulmonary disease,2,71.31,717577.0,9.94
DJI,2000,Interpersonal violence,3,62.86,717577.0,8.76
DJI,2000,Tetanus,1,61.34,717577.0,8.55
DJI,2000,Asthma,2,57.13,717577.0,7.96
DJI,2000,Self-harm,3,51.41,717577.0,7.16
DJI,2000,Breast cancer,2,39.76,717577.0,5.54
DJI,2000,Whooping cough,1,39.08,717577.0,5.45
DJI,2000,Alzheimer disease and other dementias,2,34.84,717577.0,4.86
DJI,2000,Drowning,3,32.78,717577.0,4.57
DJI,2000,Paralytic ileus and intestinal obstruction,2,28.45,717577.0,3.96
DJI,2000,Cervix uteri cancer,2,25.79,717577.0,3.59
DJI,2000,"Cardiomyopathy, myocarditis, endocarditis",2,25.29,717577.0,3.52
DJI,2000,Exposure to mechanical forces,3,25.28,717577.0,3.52
DJI,2000,Falls,3,25.25,717577.0,3.52
DJI,2000,Peptic ulcer disease,2,25.2,717577.0,3.51
DJI,2000,Leukaemia,2,25.08,717577.0,3.5
DJI,2000,"Fire, heat and hot substances",3,24.52,717577.0,3.42
DJI,2000,Poisonings,3,19.03,717577.0,2.65
DJI,2000,"Lymphomas, multiple myeloma",2,17.17,717577.0,2.39
DJI,2000,Oesophagus cancer,2,16.76,717577.0,2.34
DJI,2000,Epilepsy,2,16.4,717577.0,2.29
DJI,2000,Colon and rectum cancers,2,15.91,717577.0,2.22
DJI,2000,Rheumatic heart disease,2,15.22,717577.0,2.12
DJI,2000,Syphilis,1,15.13,717577.0,2.11
DJI,2000,Sudden infant death syndrome,2,11.6,717577.0,1.62
DJI,2000,Rabies,1,11.54,717577.0,1.61
DJI,2000,Leishmaniasis,1,11.52,717577.0,1.61
DJI,2000,Gallbladder and biliary diseases,2,11.03,717577.0,1.54
DJI,2000,Liver cancer,2,10.49,717577.0,1.46
DJI,2000,Acute hepatitis A,1,10.19,717577.0,1.42
DJI,2000,Parkinson disease,2,9.31,717577.0,1.3
DJI,2000,Stomach cancer,2,8.84,717577.0,1.23
DJI,2000,"Trachea, bronchus, lung cancers",2,8.68,717577.0,1.21
DJI,2000,Gastritis and duodenitis,2,8.49,717577.0,1.18
DJI,2000,Mouth and oropharynx cancers,2,8.26,717577.0,1.15
DJI,2000,Ovary cancer,2,7.71,717577.0,1.07
DJI,2000,Bladder cancer,2,7.44,717577.0,1.04
DJI,2000,Prostate cancer,2,6.87,717577.0,0.96
DJI,2000,Alcohol use disorders,2,6.81,717577.0,0.95
DJI,2000,Acute hepatitis B,1,6.51,717577.0,0.91
DJI,2000,Skin diseases,2,6.31,717577.0,0.88
DJI,2000,Appendicitis,2,5.83,717577.0,0.81
DJI,2000,Pancreatitis,2,5.55,717577.0,0.77
DJI,2000,Drug use disorders,2,5.55,717577.0,0.77
DJI,2000,Melanoma and other skin cancers,2,4.69,717577.0,0.65
DJI,2000,Upper respiratory infections,1,4.58,717577.0,0.64
DJI,2000,Encephalitis,1,3.5,717577.0,0.49
DJI,2000,Sickle cell disorders and trait,2,3.25,717577.0,0.45
DJI,2000,Kidney cancer,2,3.26,717577.0,0.45
DJI,2000,Larynx cancer,2,2.74,717577.0,0.38
DJI,2000,Inflammatory bowel disease,2,2.45,717577.0,0.34
DJI,2000,Schistosomiasis,1,2.32,717577.0,0.32
DJI,2000,Corpus uteri cancer,2,2.08,717577.0,0.29
DJI,2000,Pancreas cancer,2,1.99,717577.0,0.28
DJI,2000,Rheumatoid arthritis,2,1.79,717577.0,0.25
DJI,2000,Gallbladder and biliary tract cancer,2,1.73,717577.0,0.24
DJI,2000,Thyroid cancer,2,1.37,717577.0,0.19
DJI,2000,Acute hepatitis C,1,1.17,717577.0,0.16
DJI,2000,Gonorrhoea,1,1.12,717577.0,0.16
DJI,2000,Echinococcosis,1,1.04,717577.0,0.14
DJI,2000,Diphtheria,1,0.85,717577.0,0.12
DJI,2000,Ascariasis,1,0.71,717577.0,0.1
DJI,2000,Gynecological diseases,2,0.71,717577.0,0.1
DJI,2000,Otitis media,1,0.68,717577.0,0.09
