name,year,High income,Low income,Lower-middle income,Not classified by income,Upper-middle income,High income (value),Low income (value),Lower-middle income (value),Not classified by income (value),Upper-middle income (value),source
Japan,2016,0.03,1.77,5.65,2.88,0.05,0.03,1.77,5.65,2.88,0.05,OECD DAC Creditor Reporting System (CRS)
Japan,2017,0.05,1.88,6.82,3.17,-0.49,0.05,1.88,6.82,3.17,-0.49,OECD DAC Creditor Reporting System (CRS)
Japan,2018,0.02,2.17,5.94,2.66,-0.85,0.02,2.17,5.94,2.66,-0.85,OECD DAC Creditor Reporting System (CRS)
Japan,2019,0.03,2.11,7.45,2.47,-0.64,0.03,2.11,7.45,2.47,-0.64,OECD DAC Creditor Reporting System (CRS)
Japan,2020,0.05,1.77,7.93,2.97,0.6,0.05,1.77,7.93,2.97,0.6,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2009,0.0,0.1,0.16,0.09,0.06,0.0,0.1,0.16,0.09,0.06,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2010,0.0,0.1,0.16,0.08,0.05,0.0,0.1,0.16,0.08,0.05,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2011,0.0,0.1,0.15,0.1,0.05,0.0,0.1,0.15,0.1,0.05,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2012,0.0,0.09,0.15,0.1,0.05,0.0,0.09,0.15,0.1,0.05,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2013,0.0,0.12,0.16,0.1,0.05,0.0,0.12,0.16,0.1,0.05,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2014,0.0,0.12,0.16,0.1,0.04,0.0,0.12,0.16,0.1,0.04,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2015,0.0,0.11,0.14,0.09,0.03,0.0,0.11,0.14,0.09,0.03,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2016,0.0,0.12,0.14,0.1,0.04,0.0,0.12,0.14,0.1,0.04,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2017,0.0,0.13,0.14,0.11,0.04,0.0,0.13,0.14,0.11,0.04,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2018,0.0,0.15,0.16,0.12,0.04,0.0,0.15,0.16,0.12,0.04,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2019,0.0,0.14,0.15,0.14,0.04,0.0,0.14,0.15,0.14,0.04,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2020,0.0,0.15,0.14,0.12,0.03,0.0,0.15,0.14,0.12,0.03,OECD DAC Creditor Reporting System (CRS)
Netherlands,2009,0.01,1.18,1.37,3.21,0.54,0.01,1.18,1.37,3.21,0.54,OECD DAC Creditor Reporting System (CRS)
Netherlands,2010,0.01,1.45,1.1,3.25,0.43,0.01,1.45,1.1,3.25,0.43,OECD DAC Creditor Reporting System (CRS)
Netherlands,2011,0.01,1.04,1.32,3.34,0.54,0.01,1.04,1.32,3.34,0.54,OECD DAC Creditor Reporting System (CRS)
Netherlands,2012,0.0,0.89,0.92,3.2,0.39,0.0,0.89,0.92,3.2,0.39,OECD DAC Creditor Reporting System (CRS)
Netherlands,2013,0.0,1.08,0.94,3.04,0.37,0.0,1.08,0.94,3.04,0.37,OECD DAC Creditor Reporting System (CRS)
Netherlands,2014,0.0,0.91,0.72,3.56,0.34,0.0,0.91,0.72,3.56,0.34,OECD DAC Creditor Reporting System (CRS)
Netherlands,2015,0.0,0.85,0.79,3.68,0.38,0.0,0.85,0.79,3.68,0.38,OECD DAC Creditor Reporting System (CRS)
Netherlands,2016,0.0,0.93,0.91,2.6,0.5,0.0,0.93,0.91,2.6,0.5,OECD DAC Creditor Reporting System (CRS)
Netherlands,2017,0.0,0.88,0.63,3.03,0.37,0.0,0.88,0.63,3.03,0.37,OECD DAC Creditor Reporting System (CRS)
Netherlands,2018,0.0,1.09,0.86,3.2,0.45,0.0,1.09,0.86,3.2,0.45,OECD DAC Creditor Reporting System (CRS)
Netherlands,2019,0.0,1.0,0.91,2.9099999999999997,0.31,0.0,1.0,0.91,2.91,0.31,OECD DAC Creditor Reporting System (CRS)
Netherlands,2020,0.0,0.92,0.78,3.16,0.36,0.0,0.92,0.78,3.16,0.36,OECD DAC Creditor Reporting System (CRS)
New Zealand,2009,0.0,0.02,0.14,0.11,0.02,0.0,0.02,0.14,0.11,0.02,OECD DAC Creditor Reporting System (CRS)
New Zealand,2010,0.0,0.02,0.14,0.14,0.03,0.0,0.02,0.14,0.14,0.03,OECD DAC Creditor Reporting System (CRS)
New Zealand,2011,0.0,0.03,0.18,0.16999999999999998,0.03,0.0,0.03,0.18,0.17,0.03,OECD DAC Creditor Reporting System (CRS)
New Zealand,2012,0.0,0.03,0.18,0.17,0.04,0.0,0.03,0.18,0.17,0.04,OECD DAC Creditor Reporting System (CRS)
New Zealand,2013,0.0,0.03,0.19,0.19,0.03,0.0,0.03,0.19,0.19,0.03,OECD DAC Creditor Reporting System (CRS)
New Zealand,2014,0.0,0.03,0.2,0.2,0.04,0.0,0.03,0.2,0.2,0.04,OECD DAC Creditor Reporting System (CRS)
New Zealand,2015,0.0,0.02,0.18,0.17,0.05,0.0,0.02,0.18,0.17,0.05,OECD DAC Creditor Reporting System (CRS)
New Zealand,2016,0.0,0.02,0.17,0.17,0.05,0.0,0.02,0.17,0.17,0.05,OECD DAC Creditor Reporting System (CRS)
New Zealand,2017,0.0,0.04,0.17,0.18,0.04,0.0,0.04,0.17,0.18,0.04,OECD DAC Creditor Reporting System (CRS)
New Zealand,2018,0.0,0.03,0.2,0.24000000000000002,0.05,0.0,0.03,0.2,0.24,0.05,OECD DAC Creditor Reporting System (CRS)
New Zealand,2019,0.0,0.03,0.19,0.24,0.05,0.0,0.03,0.19,0.24,0.05,OECD DAC Creditor Reporting System (CRS)
New Zealand,2020,0.0,0.03,0.2,0.2,0.05,0.0,0.03,0.2,0.2,0.05,OECD DAC Creditor Reporting System (CRS)
Norway,2009,0.02,0.86,0.97,1.93,0.29,0.02,0.86,0.97,1.93,0.29,OECD DAC Creditor Reporting System (CRS)
Norway,2010,0.02,0.93,1.15,1.88,0.35,0.02,0.93,1.15,1.88,0.35,OECD DAC Creditor Reporting System (CRS)
Norway,2011,-0.01,1.05,1.17,2.02,0.46,-0.01,1.05,1.17,2.02,0.46,OECD DAC Creditor Reporting System (CRS)
Norway,2012,0.03,0.99,1.09,2.07,0.45,0.03,0.99,1.09,2.07,0.45,OECD DAC Creditor Reporting System (CRS)
Norway,2013,0.01,1.16,1.14,2.18,0.98,0.01,1.16,1.14,2.18,0.98,OECD DAC Creditor Reporting System (CRS)
Norway,2014,0.0,1.1,1.06,2.32,0.53,0.0,1.1,1.06,2.32,0.53,OECD DAC Creditor Reporting System (CRS)
Norway,2015,0.0,0.85,0.84,2.08,0.41,0.0,0.85,0.84,2.08,0.41,OECD DAC Creditor Reporting System (CRS)
Norway,2016,0.0,0.9,0.76,2.22,0.44,0.0,0.9,0.76,2.22,0.44,OECD DAC Creditor Reporting System (CRS)
Norway,2017,0.0,1.0,0.82,1.83,0.41,0.0,1.0,0.82,1.83,0.41,OECD DAC Creditor Reporting System (CRS)
Norway,2018,0.0,1.06,0.79,1.95,0.41,0.0,1.06,0.79,1.95,0.41,OECD DAC Creditor Reporting System (CRS)
Norway,2019,0.0,1.04,0.75,1.99,0.41,0.0,1.04,0.75,1.99,0.41,OECD DAC Creditor Reporting System (CRS)
Norway,2020,0.0,1.04,0.77,1.93,0.35,0.0,1.04,0.77,1.93,0.35,OECD DAC Creditor Reporting System (CRS)
Poland,2009,0.0,0.07,0.11,0.07,0.13,0.0,0.07,0.11,0.07,0.13,OECD DAC Creditor Reporting System (CRS)
Poland,2010,0.0,0.08,0.1,0.06,0.12,0.0,0.08,0.1,0.06,0.12,OECD DAC Creditor Reporting System (CRS)
Poland,2011,0.0,0.07,0.1,0.07,0.18,0.0,0.07,0.1,0.07,0.18,OECD DAC Creditor Reporting System (CRS)
Poland,2012,0.0,0.06,0.11,0.07,0.18,0.0,0.06,0.11,0.07,0.18,OECD DAC Creditor Reporting System (CRS)
Poland,2013,0.0,0.07,0.16,0.08,0.16,0.0,0.07,0.16,0.08,0.16,OECD DAC Creditor Reporting System (CRS)
Poland,2014,0.0,0.1,0.14,0.07,0.14,0.0,0.1,0.14,0.07,0.14,OECD DAC Creditor Reporting System (CRS)
Poland,2015,0.0,0.09,0.15,0.07,0.12,0.0,0.09,0.15,0.07,0.12,OECD DAC Creditor Reporting System (CRS)
Poland,2016,0.0,0.14,0.2,0.09,0.17,0.0,0.14,0.2,0.09,0.17,OECD DAC Creditor Reporting System (CRS)
Poland,2017,0.0,0.1,0.19,0.17,0.2,0.0,0.1,0.19,0.17,0.2,OECD DAC Creditor Reporting System (CRS)
Poland,2018,0.0,0.1,0.32,0.14,0.19,0.0,0.1,0.32,0.14,0.19,OECD DAC Creditor Reporting System (CRS)
Poland,2019,0.0,0.1,0.29,0.15,0.19,0.0,0.1,0.29,0.15,0.19,OECD DAC Creditor Reporting System (CRS)
Poland,2020,0.0,0.09,0.3,0.15,0.24,0.0,0.09,0.3,0.15,0.24,OECD DAC Creditor Reporting System (CRS)
Portugal,2009,0.0,0.15,0.19,0.09,0.08,0.0,0.15,0.19,0.09,0.08,OECD DAC Creditor Reporting System (CRS)
Portugal,2010,0.0,0.21,0.27,0.09,0.07,0.0,0.21,0.27,0.09,0.07,OECD DAC Creditor Reporting System (CRS)
Portugal,2011,0.0,0.28,0.27,0.06,0.09,0.0,0.28,0.27,0.06,0.09,OECD DAC Creditor Reporting System (CRS)
Portugal,2012,0.0,0.12,0.32,0.05,0.08,0.0,0.12,0.32,0.05,0.08,OECD DAC Creditor Reporting System (CRS)
Portugal,2013,0.0,0.11,0.23,0.06,0.08,0.0,0.11,0.23,0.06,0.08,OECD DAC Creditor Reporting System (CRS)
Portugal,2014,0.0,0.1,0.2,0.05,0.08,0.0,0.1,0.2,0.05,0.08,OECD DAC Creditor Reporting System (CRS)
Portugal,2015,0.0,0.06,0.12,0.05,0.07,0.0,0.06,0.12,0.05,0.07,OECD DAC Creditor Reporting System (CRS)
Portugal,2016,0.0,0.09,0.1,0.06,0.08,0.0,0.09,0.1,0.06,0.08,OECD DAC Creditor Reporting System (CRS)
Portugal,2017,0.0,0.11,0.12,0.07,0.07,0.0,0.11,0.12,0.07,0.07,OECD DAC Creditor Reporting System (CRS)
Portugal,2018,0.0,0.11,0.11,0.09,0.07,0.0,0.11,0.11,0.09,0.07,OECD DAC Creditor Reporting System (CRS)
Portugal,2019,0.0,0.11,0.1,0.09,0.06,0.0,0.11,0.1,0.09,0.06,OECD DAC Creditor Reporting System (CRS)
Portugal,2020,0.0,0.1,0.1,0.09,0.12,0.0,0.1,0.1,0.09,0.12,OECD DAC Creditor Reporting System (CRS)
Slovakia,2009,0.0,0.01,0.02,0.03,0.02,0.0,0.01,0.02,0.03,0.02,OECD DAC Creditor Reporting System (CRS)
Slovakia,2010,0.0,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.02,0.01,OECD DAC Creditor Reporting System (CRS)
Slovakia,2011,0.0,0.01,0.02,0.03,0.03,0.0,0.01,0.02,0.03,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2012,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2013,0.0,0.02,0.02,0.02,0.03,0.0,0.02,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2014,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2015,0.0,0.01,0.03,0.02,0.03,0.0,0.01,0.03,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2016,0.0,0.02,0.03,0.03,0.03,0.0,0.02,0.03,0.03,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2017,0.0,0.02,0.03,0.04,0.03,0.0,0.02,0.03,0.04,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2018,0.0,0.02,0.03,0.05,0.03,0.0,0.02,0.03,0.05,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2019,0.0,0.02,0.03,0.03,0.03,0.0,0.02,0.03,0.03,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2020,0.0,0.02,0.03,0.03,0.05,0.0,0.02,0.03,0.03,0.05,OECD DAC Creditor Reporting System (CRS)
Slovenia,2009,0.0,0.01,0.02,0.02,0.02,0.0,0.01,0.02,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2010,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.02,0.01,OECD DAC Creditor Reporting System (CRS)
Slovenia,2011,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2012,0.0,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2013,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2014,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2015,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2016,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2017,0.0,0.01,0.01,0.02,0.03,0.0,0.01,0.01,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2018,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2019,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2020,0.0,0.01,0.02,0.02,0.04,0.0,0.01,0.02,0.02,0.04,OECD DAC Creditor Reporting System (CRS)
South Korea,2009,0.0,0.09,0.46,0.14,0.11,0.0,0.09,0.46,0.14,0.11,OECD DAC Creditor Reporting System (CRS)
South Korea,2010,0.0,0.2,0.68,0.15,0.13,0.0,0.2,0.68,0.15,0.13,OECD DAC Creditor Reporting System (CRS)
South Korea,2011,0.0,0.16,0.8,0.2,0.14,0.0,0.16,0.8,0.2,0.14,OECD DAC Creditor Reporting System (CRS)
South Korea,2012,0.0,0.26,0.94,0.25,0.14,0.0,0.26,0.94,0.25,0.14,OECD DAC Creditor Reporting System (CRS)
South Korea,2013,0.0,0.36,0.99,0.25,0.12,0.0,0.36,0.99,0.25,0.12,OECD DAC Creditor Reporting System (CRS)
South Korea,2014,0.0,0.34,1.03,0.29,0.17,0.0,0.34,1.03,0.29,0.17,OECD DAC Creditor Reporting System (CRS)
South Korea,2015,0.0,0.32,1.07,0.3,0.13,0.0,0.32,1.07,0.3,0.13,OECD DAC Creditor Reporting System (CRS)
South Korea,2016,0.0,0.39,1.06,0.36,0.16,0.0,0.39,1.06,0.36,0.16,OECD DAC Creditor Reporting System (CRS)
South Korea,2017,0.0,0.37,1.16,0.36,0.16,0.0,0.37,1.16,0.36,0.16,OECD DAC Creditor Reporting System (CRS)
South Korea,2018,0.0,0.42,1.38,0.38,0.21,0.0,0.42,1.38,0.38,0.21,OECD DAC Creditor Reporting System (CRS)
South Korea,2019,0.0,0.44,1.45,0.3,0.27,0.0,0.44,1.45,0.3,0.27,OECD DAC Creditor Reporting System (CRS)
South Korea,2020,0.0,0.36,1.24,0.32,0.26,0.0,0.36,1.24,0.32,0.26,OECD DAC Creditor Reporting System (CRS)
Spain,2009,0.04,1.05,2.35,1.78,1.29,0.04,1.05,2.35,1.78,1.29,OECD DAC Creditor Reporting System (CRS)
Spain,2010,0.03,1.11,1.75,1.99,0.94,0.03,1.11,1.75,1.99,0.94,OECD DAC Creditor Reporting System (CRS)
Spain,2011,0.02,0.71,1.25,1.24,0.84,0.02,0.71,1.25,1.24,0.84,OECD DAC Creditor Reporting System (CRS)
Spain,2012,0.0,0.36,0.53,0.6,0.51,0.0,0.36,0.53,0.6,0.51,OECD DAC Creditor Reporting System (CRS)
Spain,2013,0.01,0.34,0.76,0.54,0.53,0.01,0.34,0.76,0.54,0.53,OECD DAC Creditor Reporting System (CRS)
Spain,2014,0.01,0.38,0.56,0.42,0.43,0.01,0.38,0.56,0.42,0.43,OECD DAC Creditor Reporting System (CRS)
Spain,2015,0.0,0.24,0.3,0.48,0.37,0.0,0.24,0.3,0.48,0.37,OECD DAC Creditor Reporting System (CRS)
Spain,2016,0.0,0.45,0.65,0.53,2.57,0.0,0.45,0.65,0.53,2.57,OECD DAC Creditor Reporting System (CRS)
Spain,2017,0.0,0.51,0.71,0.65,0.49,0.0,0.51,0.71,0.65,0.49,OECD DAC Creditor Reporting System (CRS)
Spain,2018,0.0,0.54,0.71,0.8,0.5,0.0,0.54,0.71,0.8,0.5,OECD DAC Creditor Reporting System (CRS)
Spain,2019,0.0,0.46,0.76,0.8200000000000001,0.53,0.0,0.46,0.76,0.82,0.53,OECD DAC Creditor Reporting System (CRS)
Spain,2020,0.0,0.44,0.82,0.76,0.59,0.0,0.44,0.82,0.76,0.59,OECD DAC Creditor Reporting System (CRS)
Sweden,2009,0.01,1.0,1.19,1.86,0.43,0.01,1.0,1.19,1.86,0.43,OECD DAC Creditor Reporting System (CRS)
Sweden,2010,0.01,1.01,1.16,1.85,0.5,0.01,1.01,1.16,1.85,0.5,OECD DAC Creditor Reporting System (CRS)
Sweden,2011,0.01,1.48,1.37,2.09,0.6,0.01,1.48,1.37,2.09,0.6,OECD DAC Creditor Reporting System (CRS)
Sweden,2012,0.0,1.14,1.21,2.32,0.53,0.0,1.14,1.21,2.32,0.53,OECD DAC Creditor Reporting System (CRS)
Sweden,2013,0.0,1.29,1.42,2.5,0.56,0.0,1.29,1.42,2.5,0.56,OECD DAC Creditor Reporting System (CRS)
Sweden,2014,0.0,1.26,1.27,3.08,0.61,0.0,1.26,1.27,3.08,0.61,OECD DAC Creditor Reporting System (CRS)
Sweden,2015,0.0,1.08,1.18,3.86,0.47,0.0,1.08,1.18,3.86,0.47,OECD DAC Creditor Reporting System (CRS)
Sweden,2016,0.0,1.05,1.06,2.32,0.41,0.0,1.05,1.06,2.32,0.41,OECD DAC Creditor Reporting System (CRS)
Sweden,2017,0.0,1.26,1.24,2.51,0.5,0.0,1.26,1.24,2.51,0.5,OECD DAC Creditor Reporting System (CRS)
Sweden,2018,0.0,1.48,1.26,2.53,0.56,0.0,1.48,1.26,2.53,0.56,OECD DAC Creditor Reporting System (CRS)
Sweden,2019,0.0,1.42,1.13,2.03,0.48,0.0,1.42,1.13,2.03,0.48,OECD DAC Creditor Reporting System (CRS)
Sweden,2020,0.03,1.57,1.5,2.23,0.84,0.03,1.57,1.5,2.23,0.84,OECD DAC Creditor Reporting System (CRS)
Switzerland,2009,0.0,0.51,0.6,0.91,0.25,0.0,0.51,0.6,0.91,0.25,OECD DAC Creditor Reporting System (CRS)
Switzerland,2010,0.0,0.42,0.64,0.93,0.26,0.0,0.42,0.64,0.93,0.26,OECD DAC Creditor Reporting System (CRS)
Switzerland,2011,0.0,0.55,0.85,1.32,0.3,0.0,0.55,0.85,1.32,0.3,OECD DAC Creditor Reporting System (CRS)
Switzerland,2012,0.0,0.46,0.82,1.43,0.3,0.0,0.46,0.82,1.43,0.3,OECD DAC Creditor Reporting System (CRS)
Switzerland,2013,0.0,0.52,0.95,1.3,0.36,0.0,0.52,0.95,1.3,0.36,OECD DAC Creditor Reporting System (CRS)
Switzerland,2014,0.0,0.59,1.0,1.49,0.4,0.0,0.59,1.0,1.49,0.4,OECD DAC Creditor Reporting System (CRS)
Switzerland,2015,0.0,0.63,1.04,1.4,0.37,0.0,0.63,1.04,1.4,0.37,OECD DAC Creditor Reporting System (CRS)
Switzerland,2016,0.0,0.59,0.98,1.57,0.37,0.0,0.59,0.98,1.57,0.37,OECD DAC Creditor Reporting System (CRS)
Switzerland,2017,0.0,0.59,0.96,1.14,0.38,0.0,0.59,0.96,1.14,0.38,OECD DAC Creditor Reporting System (CRS)
Switzerland,2018,0.0,0.61,0.93,1.15,0.34,0.0,0.61,0.93,1.15,0.34,OECD DAC Creditor Reporting System (CRS)
Switzerland,2019,0.0,0.62,0.89,1.11,0.42,0.0,0.62,0.89,1.11,0.42,OECD DAC Creditor Reporting System (CRS)
Switzerland,2020,0.0,0.69,0.97,1.52,0.41,0.0,0.69,0.97,1.52,0.41,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2009,0.03,2.76,3.98,3.39,1.01,0.03,2.76,3.98,3.39,1.01,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2010,0.04,3.32,4.63,3.96,0.95,0.04,3.32,4.63,3.96,0.95,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2011,0.02,3.85,4.65,3.87,1.26,0.02,3.85,4.65,3.87,1.26,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2012,0.02,3.36,4.64,4.01,1.16,0.02,3.36,4.64,4.01,1.16,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2013,0.02,4.36,6.28,5.0,1.32,0.02,4.36,6.28,5.0,1.32,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2014,0.01,4.89,7.16,5.5200000000000005,1.32,0.01,4.89,7.16,5.52,1.32,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2015,0.01,4.85,5.82,5.5,1.76,0.01,4.85,5.82,5.5,1.76,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2016,0.02,4.61,5.18,5.91,1.98,0.02,4.61,5.18,5.91,1.98,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2017,0.02,4.88,5.28,5.83,1.57,0.02,4.88,5.28,5.83,1.57,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2018,0.0,4.8,5.44,7.25,1.63,0.0,4.8,5.44,7.25,1.63,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2019,0.0,4.59,4.58,7.890000000000001,1.92,0.0,4.59,4.58,7.89,1.92,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2020,0.02,4.47,4.78,7.72,1.77,0.02,4.47,4.78,7.72,1.77,OECD DAC Creditor Reporting System (CRS)
United States,2009,0.04,7.64,7.45,7.319999999999999,6.21,0.04,7.64,7.45,7.32,6.21,OECD DAC Creditor Reporting System (CRS)
United States,2010,0.05,7.61,8.79,8.42,4.63,0.05,7.61,8.79,8.42,4.63,OECD DAC Creditor Reporting System (CRS)
United States,2011,0.03,8.83,8.84,8.08,5.09,0.03,8.83,8.84,8.08,5.09,OECD DAC Creditor Reporting System (CRS)
United States,2012,0.01,8.54,8.65,8.78,4.2,0.01,8.54,8.65,8.78,4.2,OECD DAC Creditor Reporting System (CRS)
United States,2013,0.02,8.42,9.81,8.549999999999999,3.82,0.02,8.42,9.81,8.55,3.82,OECD DAC Creditor Reporting System (CRS)
United States,2014,0.02,8.58,9.13,10.629999999999999,4.56,0.02,8.58,9.13,10.63,4.56,OECD DAC Creditor Reporting System (CRS)
United States,2015,0.01,8.72,8.03,10.18,3.88,0.01,8.72,8.03,10.18,3.88,OECD DAC Creditor Reporting System (CRS)
United States,2016,0.01,9.36,9.53,11.459999999999999,3.9,0.01,9.36,9.53,11.46,3.9,OECD DAC Creditor Reporting System (CRS)
United States,2017,0.04,9.16,9.46,11.83,4.12,0.04,9.16,9.46,11.83,4.12,OECD DAC Creditor Reporting System (CRS)
United States,2018,0.07,8.8,8.75,11.42,4.4,0.07,8.8,8.75,11.42,4.4,OECD DAC Creditor Reporting System (CRS)
United States,2019,0.0,9.1,7.58,11.25,4.27,0.0,9.1,7.58,11.25,4.27,OECD DAC Creditor Reporting System (CRS)
United States,2020,0.0,10.18,9.07,10.09,5.08,0.0,10.18,9.07,10.09,5.08,OECD DAC Creditor Reporting System (CRS)
