year,name,Humanitarian,Health,Education,Refugees in Donor Countries,Agriculture & Forestry and Fishing,Social Protection,Environment Protection,source
2020,Luxembourg,0.1853,0.1202,0.1079,0.0004,0.0691,0.0341,0.0078,OECD DAC Creditor Reporting System (CRS)
2020,Netherlands,0.0958,0.1015,0.0349,0.1079,0.0671,0.0317,0.0183,OECD DAC Creditor Reporting System (CRS)
2020,New Zealand,0.084,0.1125,0.1399,0.0168,0.0814,0.0247,0.0184,OECD DAC Creditor Reporting System (CRS)
2020,Norway,0.1469,0.158,0.0884,0.0118,0.0404,0.0299,0.0932,OECD DAC Creditor Reporting System (CRS)
2020,Poland,0.1546,0.0437,0.2085,0.0082,0.0508,0.0395,0.0171,OECD DAC Creditor Reporting System (CRS)
2020,Portugal,0.0864,0.0466,0.1627,0.0205,0.0336,0.0451,0.0171,OECD DAC Creditor Reporting System (CRS)
2020,Slovakia,0.1222,0.0466,0.0696,0.0071,0.0438,0.0352,0.017,OECD DAC Creditor Reporting System (CRS)
2020,Slovenia,0.1136,0.0355,0.234,0.0302,0.0379,0.0375,0.0169,OECD DAC Creditor Reporting System (CRS)
2020,South Korea,0.0779,0.2858,0.0892,0.0006,0.0604,0.0279,0.0095,OECD DAC Creditor Reporting System (CRS)
2020,Spain,0.1129,0.0671,0.0644,0.067,0.063,0.0427,0.0157,OECD DAC Creditor Reporting System (CRS)
2020,Sweden,0.1399,0.0972,0.0408,0.0245,0.0722,0.0483,0.0332,OECD DAC Creditor Reporting System (CRS)
2020,Switzerland,0.1844,0.099,0.0544,0.092,0.0518,0.0323,0.0195,OECD DAC Creditor Reporting System (CRS)
2020,United Kingdom,0.1335,0.1675,0.0522,0.0429,0.0399,0.031,0.024,OECD DAC Creditor Reporting System (CRS)
2020,United States,0.2536,0.2955,0.04,0.0426,0.0311,0.0129,0.0132,OECD DAC Creditor Reporting System (CRS)
2021,Australia,0.1111,0.2436,0.0646,,0.0454,0.0603,0.0155,OECD DAC Creditor Reporting System (CRS)
2021,Austria,0.1369,0.0647,0.1596,0.0434,0.0522,0.0432,0.0203,OECD DAC Creditor Reporting System (CRS)
2021,Belgium,0.1367,0.1006,0.0748,0.098,0.0657,0.0418,0.0331,OECD DAC Creditor Reporting System (CRS)
2021,Canada,0.1404,0.3182,0.0515,0.0744,0.0601,0.0226,0.0144,OECD DAC Creditor Reporting System (CRS)
2021,Czechia,0.1732,0.1051,0.071,0.0179,0.0476,0.043,0.0213,OECD DAC Creditor Reporting System (CRS)
2021,Denmark,0.1811,0.0947,0.0431,0.0222,0.0425,0.0495,0.0279,OECD DAC Creditor Reporting System (CRS)
2021,EU Institutions,0.1282,0.0794,0.0436,,0.0448,0.0267,0.023,OECD DAC Creditor Reporting System (CRS)
2021,Estonia,0.1605,0.094,0.0939,,0.0396,0.0317,0.0238,OECD DAC Creditor Reporting System (CRS)
2021,Finland,0.1238,0.0628,0.0947,0.0485,0.0469,0.0348,0.0179,OECD DAC Creditor Reporting System (CRS)
2021,France,0.0361,0.1084,0.0951,0.0621,0.0523,0.0322,0.0523,OECD DAC Creditor Reporting System (CRS)
2021,Germany,0.1077,0.1317,0.1043,0.0762,0.0464,0.0479,0.0419,OECD DAC Creditor Reporting System (CRS)
2021,Greece,0.1161,0.1445,0.0542,0.1205,0.0425,0.0354,0.0192,OECD DAC Creditor Reporting System (CRS)
2021,Hungary,0.0698,0.1721,0.3277,0.0033,0.0725,0.0417,0.0103,OECD DAC Creditor Reporting System (CRS)
2021,Iceland,0.1472,0.2316,0.1046,0.0645,0.0608,0.0194,0.0117,OECD DAC Creditor Reporting System (CRS)
2021,Ireland,0.2282,0.1328,0.063,0.0453,0.0467,0.042,0.0242,OECD DAC Creditor Reporting System (CRS)
2021,Italy,0.1031,0.1668,0.0623,0.0889,0.0489,0.0313,0.0222,OECD DAC Creditor Reporting System (CRS)
2021,Japan,0.0585,0.0986,0.0324,0.0,0.0428,0.0305,0.0113,OECD DAC Creditor Reporting System (CRS)
2021,Lithuania,0.1505,0.0913,0.1174,0.0226,0.0377,0.0379,0.0198,OECD DAC Creditor Reporting System (CRS)
2021,Luxembourg,0.1763,0.1521,0.1183,,0.0624,0.0505,0.0052,OECD DAC Creditor Reporting System (CRS)
2021,Netherlands,0.0927,0.1213,0.031,0.0807,0.0641,0.0364,0.0279,OECD DAC Creditor Reporting System (CRS)
2021,New Zealand,0.0792,0.1444,0.0976,0.0179,0.0628,0.0308,0.0288,OECD DAC Creditor Reporting System (CRS)
2021,Norway,0.1577,0.1922,0.0865,0.0116,0.0454,0.0314,0.0925,OECD DAC Creditor Reporting System (CRS)
2021,Poland,0.1452,0.0987,0.1884,0.0172,0.0364,0.038,0.0173,OECD DAC Creditor Reporting System (CRS)
2021,Portugal,0.1038,0.1137,0.1783,0.0227,0.0311,0.047,0.0187,OECD DAC Creditor Reporting System (CRS)
2021,Slovakia,0.1365,0.1338,0.0674,0.0072,0.0398,0.0383,0.0181,OECD DAC Creditor Reporting System (CRS)
2021,Slovenia,0.12,0.1474,0.1981,0.0206,0.0314,0.0299,0.0262,OECD DAC Creditor Reporting System (CRS)
2021,South Korea,0.0712,0.2294,0.0774,0.0002,0.0686,0.0573,0.0145,OECD DAC Creditor Reporting System (CRS)
2021,Spain,0.121,0.1755,0.0543,0.0673,0.0523,0.0377,0.0199,OECD DAC Creditor Reporting System (CRS)
2021,Sweden,0.1558,0.121,0.0403,0.0154,0.0456,0.0659,0.04,OECD DAC Creditor Reporting System (CRS)
2021,Switzerland,0.1176,0.1478,0.0555,0.0991,0.0541,0.0406,0.0151,OECD DAC Creditor Reporting System (CRS)
2021,United Kingdom,0.0944,0.1588,0.0522,0.0908,0.0402,0.0283,0.0267,OECD DAC Creditor Reporting System (CRS)
2021,United States,0.2684,0.3068,0.0288,0.1006,0.024,0.0151,0.0121,OECD DAC Creditor Reporting System (CRS)
2022,Australia,0.1516,0.1873,0.0773,0.0,0.0497,0.0361,0.0122,OECD DAC Creditor Reporting System (CRS)
2022,Austria,0.1341,0.0535,0.1245,0.2057,0.0346,0.0385,0.0172,OECD DAC Creditor Reporting System (CRS)
2022,Belgium,0.1487,0.0987,0.0748,0.1226,0.0567,0.0509,0.0263,OECD DAC Creditor Reporting System (CRS)
2022,Canada,0.1205,0.1837,0.0389,0.1009,0.0542,0.0177,0.0108,OECD DAC Creditor Reporting System (CRS)
2022,Czechia,0.0895,0.0329,0.0264,0.6183,0.0145,0.0162,0.009,OECD DAC Creditor Reporting System (CRS)
2022,Denmark,0.2028,0.0727,0.0435,0.1304,0.0212,0.0328,0.0301,OECD DAC Creditor Reporting System (CRS)
2022,EU Institutions,0.0964,0.0508,0.0433,,0.0372,0.0299,0.0169,OECD DAC Creditor Reporting System (CRS)
2022,Estonia,0.0584,0.0166,0.0252,0.6845,0.0101,0.0106,0.0058,OECD DAC Creditor Reporting System (CRS)
2022,Finland,0.1154,0.0601,0.0569,0.2616,0.0406,0.0252,0.015,OECD DAC Creditor Reporting System (CRS)
2022,France,0.0506,0.0952,0.0912,0.0779,0.0489,0.0251,0.0368,OECD DAC Creditor Reporting System (CRS)
2022,Germany,0.1133,0.1041,0.0895,0.1205,0.052,0.0476,0.0293,OECD DAC Creditor Reporting System (CRS)
2022,Greece,0.1277,0.1085,0.051,0.2062,0.0261,0.0329,0.0221,OECD DAC Creditor Reporting System (CRS)
2022,Hungary,0.1642,0.139,0.3971,0.0,0.0677,0.0102,0.0061,OECD DAC Creditor Reporting System (CRS)
2022,Iceland,0.2181,0.1136,0.0692,0.0709,0.0597,0.0474,0.0078,OECD DAC Creditor Reporting System (CRS)
2022,Ireland,0.1311,0.0627,0.0307,0.5075,0.0229,0.0203,0.016,OECD DAC Creditor Reporting System (CRS)
2022,Italy,0.1244,0.1067,0.0853,0.2197,0.0319,0.0298,0.0156,OECD DAC Creditor Reporting System (CRS)
2022,Japan,0.036,0.121,0.0319,0.0025,0.0375,0.0165,0.0057,OECD DAC Creditor Reporting System (CRS)
2022,Lithuania,0.2777,0.0397,0.0548,0.3082,0.0178,0.0196,0.0111,OECD DAC Creditor Reporting System (CRS)
2022,Luxembourg,0.207,0.1469,0.0905,0.0,0.0664,0.0445,0.0052,OECD DAC Creditor Reporting System (CRS)
2022,Netherlands,0.1124,0.107,0.0305,0.1491,0.0434,0.038,0.0308,OECD DAC Creditor Reporting System (CRS)
2022,New Zealand,0.0873,0.1333,0.0796,0.0297,0.0763,0.0262,0.0407,OECD DAC Creditor Reporting System (CRS)
2022,Norway,0.1569,0.1063,0.0549,0.103,0.0553,0.0213,0.0783,OECD DAC Creditor Reporting System (CRS)
2022,Poland,0.1071,0.0217,0.0543,0.6274,0.0093,0.0124,0.0076,OECD DAC Creditor Reporting System (CRS)
2022,Portugal,0.1552,0.0862,0.1439,0.0254,0.0234,0.0455,0.0159,OECD DAC Creditor Reporting System (CRS)
2022,Slovakia,0.1621,0.1511,0.0697,0.0078,0.0354,0.038,0.0215,OECD DAC Creditor Reporting System (CRS)
2022,Slovenia,0.124,0.0627,0.1295,0.1562,0.0217,0.0236,0.0166,OECD DAC Creditor Reporting System (CRS)
2022,South Korea,0.0723,0.1602,0.0855,0.0037,0.0777,0.0295,0.0217,OECD DAC Creditor Reporting System (CRS)
2022,Spain,0.1111,0.1074,0.0444,0.2125,0.0398,0.0305,0.0176,OECD DAC Creditor Reporting System (CRS)
2022,Sweden,0.1666,0.0981,0.0385,0.0729,0.0349,0.0571,0.038,OECD DAC Creditor Reporting System (CRS)
2022,Switzerland,0.1288,0.0669,0.0456,0.2818,0.0489,0.0333,0.0143,OECD DAC Creditor Reporting System (CRS)
2022,United Kingdom,0.1107,0.1268,0.0346,0.2941,0.0344,0.0144,0.0334,OECD DAC Creditor Reporting System (CRS)
2022,United States,0.2129,0.2784,0.0228,0.1285,0.0172,0.0104,0.0095,OECD DAC Creditor Reporting System (CRS)
2023,Australia,0.1335,0.1398,0.0661,0.0,0.054,0.05,0.0198,OECD DAC Creditor Reporting System (CRS)
2023,Austria,0.1395,0.0474,0.1643,0.1592,0.0435,0.0434,0.0203,OECD DAC Creditor Reporting System (CRS)
2023,Belgium,0.1592,0.0946,0.0752,0.1285,0.0534,0.0496,0.0255,OECD DAC Creditor Reporting System (CRS)
2023,Canada,0.0955,0.1398,0.0508,0.1958,0.0346,0.0209,0.0205,OECD DAC Creditor Reporting System (CRS)
2023,Czechia,0.0951,0.0417,0.0356,0.5218,0.0215,0.0232,0.0139,OECD DAC Creditor Reporting System (CRS)
2023,Denmark,0.1887,0.0474,0.0427,0.0942,0.0328,0.0253,0.0493,OECD DAC Creditor Reporting System (CRS)
2023,EU Institutions,0.0832,0.0277,0.0374,,0.0225,0.0241,0.014,OECD DAC Creditor Reporting System (CRS)
2023,Estonia,0.1304,0.0436,0.0805,0.3126,0.0213,0.0264,0.0226,OECD DAC Creditor Reporting System (CRS)
2023,Finland,0.1419,0.0621,0.0584,0.1539,0.0638,0.0345,0.0195,OECD DAC Creditor Reporting System (CRS)
2023,France,0.0708,0.0978,0.1199,0.0749,0.0401,0.0294,0.0479,OECD DAC Creditor Reporting System (CRS)
2023,Germany,0.0874,0.0497,0.0836,0.1623,0.0344,0.0354,0.0304,OECD DAC Creditor Reporting System (CRS)
2023,Greece,0.1508,0.0561,0.0574,0.1531,0.0226,0.0341,0.0258,OECD DAC Creditor Reporting System (CRS)
2023,Hungary,0.0459,0.2738,0.4004,0.0073,0.0303,0.0076,0.0015,OECD DAC Creditor Reporting System (CRS)
2023,Iceland,0.1979,0.1143,0.0517,0.0912,0.062,0.012,0.0135,OECD DAC Creditor Reporting System (CRS)
2023,Ireland,0.1217,0.056,0.0329,0.529,0.0219,0.0221,0.0152,OECD DAC Creditor Reporting System (CRS)
2023,Italy,0.1211,0.0668,0.0734,0.277,0.0356,0.0357,0.0252,OECD DAC Creditor Reporting System (CRS)
2023,Japan,0.0578,0.0735,0.0318,0.0015,0.0465,0.0204,0.0091,OECD DAC Creditor Reporting System (CRS)
2023,Lithuania,0.272,0.089,0.1084,0.1662,0.0149,0.0281,0.0134,OECD DAC Creditor Reporting System (CRS)
2023,Luxembourg,0.2229,0.131,0.1126,0.0,0.047,0.0564,0.018,OECD DAC Creditor Reporting System (CRS)
2023,Netherlands,0.1266,0.0941,0.0272,0.18,0.0549,0.0308,0.0235,OECD DAC Creditor Reporting System (CRS)
2023,New Zealand,0.0906,0.0577,0.0818,0.0182,0.0987,0.0232,0.055,OECD DAC Creditor Reporting System (CRS)
2023,Norway,0.2095,0.0874,0.0451,0.0829,0.0665,0.0206,0.0742,OECD DAC Creditor Reporting System (CRS)
2023,Poland,0.1047,0.0286,0.0793,0.5154,0.0128,0.0179,0.0101,OECD DAC Creditor Reporting System (CRS)
2023,Portugal,0.1287,0.0658,0.1553,0.0157,0.0194,0.1129,0.018,OECD DAC Creditor Reporting System (CRS)
2023,Slovakia,0.1629,0.1326,0.0714,0.009,0.0349,0.039,0.0239,OECD DAC Creditor Reporting System (CRS)
2023,Slovenia,0.1851,0.0532,0.1649,0.1113,0.026,0.0288,0.0216,OECD DAC Creditor Reporting System (CRS)
2023,South Korea,0.0609,0.137,0.0815,0.0004,0.0847,0.0321,0.0398,OECD DAC Creditor Reporting System (CRS)
2023,Spain,0.1432,0.0808,0.0582,0.0829,0.0442,0.0359,0.0297,OECD DAC Creditor Reporting System (CRS)
2023,Sweden,0.1811,0.101,0.0399,0.0475,0.0482,0.0496,0.0707,OECD DAC Creditor Reporting System (CRS)
2023,Switzerland,0.1375,0.0606,0.0446,0.2873,0.0447,0.0328,0.0143,OECD DAC Creditor Reporting System (CRS)
2023,United Kingdom,0.0773,0.1563,0.0373,0.291,0.0441,0.0266,0.0358,OECD DAC Creditor Reporting System (CRS)
2023,United States,0.2375,0.149,0.0281,0.1077,0.0278,0.0111,0.0157,OECD DAC Creditor Reporting System (CRS)
