date,value,value_high,value_low,iso_code,indicator
2022-09-23,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-24,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-25,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-26,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-27,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-28,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-29,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-09-30,11094713,14101637,8879787,EGY,people_with_insufficient_food_consumption
2022-10-01,11092747,14099511,8883474,EGY,people_with_insufficient_food_consumption
2022-10-02,11092871,14099511,8883474,EGY,people_with_insufficient_food_consumption
2022-10-03,11092871,14099511,8883474,EGY,people_with_insufficient_food_consumption
2022-10-04,11092871,14099511,8883474,EGY,people_with_insufficient_food_consumption
2022-10-05,11153799,14247971,8936443,EGY,people_with_insufficient_food_consumption
2022-10-06,11152372,14244956,8931367,EGY,people_with_insufficient_food_consumption
2022-10-07,11152372,14244956,8931367,EGY,people_with_insufficient_food_consumption
2022-10-08,11131328,14220099,8921117,EGY,people_with_insufficient_food_consumption
2022-10-09,11144978,14233789,8925215,EGY,people_with_insufficient_food_consumption
2022-10-10,11146506,14235173,8926928,EGY,people_with_insufficient_food_consumption
2022-10-11,11152716,14231922,8962328,EGY,people_with_insufficient_food_consumption
2022-10-12,11196319,14231922,8962328,EGY,people_with_insufficient_food_consumption
2022-10-13,11196319,14231922,8962328,EGY,people_with_insufficient_food_consumption
2022-10-14,11193734,14224158,8957915,EGY,people_with_insufficient_food_consumption
2022-10-15,11188506,14224158,8955739,EGY,people_with_insufficient_food_consumption
2022-10-16,11190944,14231922,8960152,EGY,people_with_insufficient_food_consumption
2022-10-17,11192610,14231922,8960178,EGY,people_with_insufficient_food_consumption
2022-10-18,11192610,14231922,8960178,EGY,people_with_insufficient_food_consumption
2022-10-19,11193415,14231922,8960178,EGY,people_with_insufficient_food_consumption
2022-10-20,11193415,14231922,8960178,EGY,people_with_insufficient_food_consumption
2022-10-21,11213150,14254902,9009101,EGY,people_with_insufficient_food_consumption
2022-10-22,11213150,14254902,9009101,EGY,people_with_insufficient_food_consumption
2022-10-23,11213150,14254902,9009101,EGY,people_with_insufficient_food_consumption
2022-10-24,11213150,14254902,9009101,EGY,people_with_insufficient_food_consumption
2022-10-25,11215409,14262666,9013514,EGY,people_with_insufficient_food_consumption
2022-10-26,11215409,14262666,9013514,EGY,people_with_insufficient_food_consumption
2022-10-27,11223953,14262666,9013514,EGY,people_with_insufficient_food_consumption
2022-10-28,11227872,14254902,9007425,EGY,people_with_insufficient_food_consumption
2022-10-29,11223957,14253518,9005238,EGY,people_with_insufficient_food_consumption
2022-10-30,11249818,14259883,9007470,EGY,people_with_insufficient_food_consumption
2022-10-31,11245299,14251164,9005173,EGY,people_with_insufficient_food_consumption
2022-11-01,11268901,14311901,9007137,EGY,people_with_insufficient_food_consumption
2022-11-02,11269949,14284471,9007137,EGY,people_with_insufficient_food_consumption
2022-11-03,11259004,14284057,8998532,EGY,people_with_insufficient_food_consumption
2022-11-04,11266732,14283545,8998877,EGY,people_with_insufficient_food_consumption
2022-11-05,11265826,14284523,8998532,EGY,people_with_insufficient_food_consumption
2022-11-06,11263921,14281067,8998197,EGY,people_with_insufficient_food_consumption
2022-11-07,11267936,14281067,8998197,EGY,people_with_insufficient_food_consumption
2022-11-08,11269841,14284523,8998532,EGY,people_with_insufficient_food_consumption
2022-11-09,11233194,14267077,8985941,EGY,people_with_insufficient_food_consumption
2022-11-10,11172438,14232142,8965879,EGY,people_with_insufficient_food_consumption
2022-11-11,11338859,14459183,9206209,EGY,people_with_insufficient_food_consumption
2022-11-12,11322650,14457971,9206209,EGY,people_with_insufficient_food_consumption
2022-11-13,11322650,14457971,9206209,EGY,people_with_insufficient_food_consumption
2022-11-14,11326779,14471496,9212146,EGY,people_with_insufficient_food_consumption
2022-11-15,11224213,14348662,9141707,EGY,people_with_insufficient_food_consumption
2022-11-16,11195656,14351272,9148678,EGY,people_with_insufficient_food_consumption
2022-11-17,11191872,14339067,9147932,EGY,people_with_insufficient_food_consumption
2022-11-18,11197799,14339067,9147932,EGY,people_with_insufficient_food_consumption
2022-11-19,11200731,14340062,9147751,EGY,people_with_insufficient_food_consumption
2022-11-20,11188504,14327329,9143678,EGY,people_with_insufficient_food_consumption
2022-11-21,11174248,14292764,9140503,EGY,people_with_insufficient_food_consumption
2022-11-22,11207364,14339928,9147840,EGY,people_with_insufficient_food_consumption
2022-11-23,11252177,14527145,9161689,EGY,people_with_insufficient_food_consumption
2022-11-24,11376483,15261896,9193805,EGY,people_with_insufficient_food_consumption
2022-08-24,18144178,18144178,18144178,ETH,people_with_insufficient_food_consumption
2022-08-25,18105291,18105291,18105291,ETH,people_with_insufficient_food_consumption
2022-08-26,18119255,18119255,18119255,ETH,people_with_insufficient_food_consumption
2022-08-27,19580066,19580066,19580066,ETH,people_with_insufficient_food_consumption
2022-08-28,19521676,19521676,19521676,ETH,people_with_insufficient_food_consumption
2022-08-29,19573741,19573741,19573741,ETH,people_with_insufficient_food_consumption
2022-08-30,19959762,19959762,19959762,ETH,people_with_insufficient_food_consumption
2022-08-31,20479899,20479899,20479899,ETH,people_with_insufficient_food_consumption
2022-09-01,20619732,20619732,20619732,ETH,people_with_insufficient_food_consumption
2022-09-02,20400111,20400111,20400111,ETH,people_with_insufficient_food_consumption
2022-09-03,20603205,20603205,20603205,ETH,people_with_insufficient_food_consumption
2022-09-04,20757839,20757839,20757839,ETH,people_with_insufficient_food_consumption
2022-09-05,20860693,20860693,20860693,ETH,people_with_insufficient_food_consumption
2022-09-06,20791942,20791942,20791942,ETH,people_with_insufficient_food_consumption
2022-09-07,21502301,21502301,21502301,ETH,people_with_insufficient_food_consumption
2022-09-08,21574522,21574522,21574522,ETH,people_with_insufficient_food_consumption
2022-09-09,21533840,21533840,21533840,ETH,people_with_insufficient_food_consumption
2022-09-10,21145149,21145149,21145149,ETH,people_with_insufficient_food_consumption
2022-09-11,21751621,21751621,21751621,ETH,people_with_insufficient_food_consumption
2022-09-12,22374979,22374979,22374979,ETH,people_with_insufficient_food_consumption
2022-09-13,22545418,22545418,22545418,ETH,people_with_insufficient_food_consumption
2022-09-14,22391121,22391121,22391121,ETH,people_with_insufficient_food_consumption
2022-09-15,22389896,22389896,22389896,ETH,people_with_insufficient_food_consumption
2022-09-16,22246586,22246586,22246586,ETH,people_with_insufficient_food_consumption
2022-09-17,21276008,21276008,21276008,ETH,people_with_insufficient_food_consumption
2022-09-18,20595629,20595629,20595629,ETH,people_with_insufficient_food_consumption
2022-09-19,20523043,20523043,20523043,ETH,people_with_insufficient_food_consumption
2022-09-20,20485336,20485336,20485336,ETH,people_with_insufficient_food_consumption
2022-09-21,20163255,20163255,20163255,ETH,people_with_insufficient_food_consumption
2022-09-22,19992639,19992639,19992639,ETH,people_with_insufficient_food_consumption
2022-09-23,19743433,19743433,19743433,ETH,people_with_insufficient_food_consumption
2022-09-24,19806491,19806491,19806491,ETH,people_with_insufficient_food_consumption
2022-09-25,19747286,19747286,19747286,ETH,people_with_insufficient_food_consumption
2022-09-26,19497794,19497794,19497794,ETH,people_with_insufficient_food_consumption
2022-09-27,19685802,19685802,19685802,ETH,people_with_insufficient_food_consumption
2022-09-28,19639279,19639279,19639279,ETH,people_with_insufficient_food_consumption
2022-09-29,19371525,19371525,19371525,ETH,people_with_insufficient_food_consumption
2022-09-30,19436364,19436364,19436364,ETH,people_with_insufficient_food_consumption
2022-10-01,19523056,19523056,19523056,ETH,people_with_insufficient_food_consumption
2022-10-02,18927039,18927039,18927039,ETH,people_with_insufficient_food_consumption
2022-10-03,19185264,19185264,19185264,ETH,people_with_insufficient_food_consumption
2022-10-04,18922096,18922096,18922096,ETH,people_with_insufficient_food_consumption
2022-10-05,18807565,18807565,18807565,ETH,people_with_insufficient_food_consumption
2022-10-06,17250754,17250754,17250754,ETH,people_with_insufficient_food_consumption
2022-10-07,16654144,16654144,16654144,ETH,people_with_insufficient_food_consumption
2022-10-08,16891222,16891222,16891222,ETH,people_with_insufficient_food_consumption
2022-10-09,17148582,17148582,17148582,ETH,people_with_insufficient_food_consumption
2022-10-10,17880852,17880852,17880852,ETH,people_with_insufficient_food_consumption
2022-10-11,18226993,18226993,18226993,ETH,people_with_insufficient_food_consumption
2022-10-12,17325571,17325571,17325571,ETH,people_with_insufficient_food_consumption
2022-10-13,17383173,17383173,17383173,ETH,people_with_insufficient_food_consumption
2022-10-14,17342057,17342057,17342057,ETH,people_with_insufficient_food_consumption
2022-10-15,17389238,17389238,17389238,ETH,people_with_insufficient_food_consumption
2022-10-16,16843020,16843020,16843020,ETH,people_with_insufficient_food_consumption
2022-10-17,18567577,18567577,18567577,ETH,people_with_insufficient_food_consumption
2022-10-18,18127505,18127505,18127505,ETH,people_with_insufficient_food_consumption
2022-10-19,18160286,18160286,18160286,ETH,people_with_insufficient_food_consumption
2022-10-20,18274560,18274560,18274560,ETH,people_with_insufficient_food_consumption
2022-10-21,17891282,17891282,17891282,ETH,people_with_insufficient_food_consumption
2022-10-22,17898583,17898583,17898583,ETH,people_with_insufficient_food_consumption
2022-10-23,18199287,18199287,18199287,ETH,people_with_insufficient_food_consumption
2022-10-24,18223314,18223314,18223314,ETH,people_with_insufficient_food_consumption
2022-10-25,18335472,18335472,18335472,ETH,people_with_insufficient_food_consumption
2022-10-26,17953691,17953691,17953691,ETH,people_with_insufficient_food_consumption
2022-10-27,19031467,19031467,19031467,ETH,people_with_insufficient_food_consumption
2022-10-28,18685435,18685435,18685435,ETH,people_with_insufficient_food_consumption
2022-10-29,19007083,19007083,19007083,ETH,people_with_insufficient_food_consumption
2022-10-30,19136881,19136881,19136881,ETH,people_with_insufficient_food_consumption
2022-10-31,19708769,19708769,19708769,ETH,people_with_insufficient_food_consumption
2022-11-01,20485381,20485381,20485381,ETH,people_with_insufficient_food_consumption
2022-11-02,20528118,20528118,20528118,ETH,people_with_insufficient_food_consumption
2022-11-03,20588190,20588190,20588190,ETH,people_with_insufficient_food_consumption
2022-11-04,20762944,20762944,20762944,ETH,people_with_insufficient_food_consumption
2022-11-05,22346540,22346540,22346540,ETH,people_with_insufficient_food_consumption
2022-11-06,22787203,22787203,22787203,ETH,people_with_insufficient_food_consumption
2022-11-07,23148293,23148293,23148293,ETH,people_with_insufficient_food_consumption
2022-11-08,23519348,23519348,23519348,ETH,people_with_insufficient_food_consumption
2022-11-09,23117179,23117179,23117179,ETH,people_with_insufficient_food_consumption
2022-11-10,22890288,22890288,22890288,ETH,people_with_insufficient_food_consumption
2022-11-11,23265007,23265007,23265007,ETH,people_with_insufficient_food_consumption
2022-11-12,23270398,23270398,23270398,ETH,people_with_insufficient_food_consumption
2022-11-13,23290109,23290109,23290109,ETH,people_with_insufficient_food_consumption
2022-11-14,23310400,23310400,23310400,ETH,people_with_insufficient_food_consumption
2022-11-15,24295326,24295326,24295326,ETH,people_with_insufficient_food_consumption
2022-11-16,23118558,23118558,23118558,ETH,people_with_insufficient_food_consumption
2022-11-17,24487080,24487080,24487080,ETH,people_with_insufficient_food_consumption
2022-11-18,25017355,25017355,25017355,ETH,people_with_insufficient_food_consumption
2022-11-19,24995762,24995762,24995762,ETH,people_with_insufficient_food_consumption
2022-11-20,26154795,26154795,26154795,ETH,people_with_insufficient_food_consumption
2022-11-21,26617428,26617428,26617428,ETH,people_with_insufficient_food_consumption
2022-11-22,26606724,26606724,26606724,ETH,people_with_insufficient_food_consumption
2022-11-23,26592274,26592274,26592274,ETH,people_with_insufficient_food_consumption
2022-11-24,26630480,26630480,26630480,ETH,people_with_insufficient_food_consumption
2022-08-24,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-25,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-26,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-27,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-28,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-29,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-30,223688,250876,198207,FJI,people_with_insufficient_food_consumption
2022-08-31,230559,263119,203691,FJI,people_with_insufficient_food_consumption
2022-09-01,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-02,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-03,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-04,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-05,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-06,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-07,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-08,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-09,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-10,231377,263349,203622,FJI,people_with_insufficient_food_consumption
2022-09-11,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-12,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-13,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-14,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-15,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-16,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-17,231991,266244,205187,FJI,people_with_insufficient_food_consumption
2022-09-18,232183,266502,205256,FJI,people_with_insufficient_food_consumption
2022-09-19,232423,266502,207371,FJI,people_with_insufficient_food_consumption
2022-09-20,232423,266502,207371,FJI,people_with_insufficient_food_consumption
2022-09-21,235140,266495,207579,FJI,people_with_insufficient_food_consumption
2022-09-22,235140,266495,207579,FJI,people_with_insufficient_food_consumption
2022-09-23,235103,266495,206061,FJI,people_with_insufficient_food_consumption
2022-09-24,235140,266495,207579,FJI,people_with_insufficient_food_consumption
2022-09-25,235362,266938,207579,FJI,people_with_insufficient_food_consumption
2022-09-26,235362,266938,207579,FJI,people_with_insufficient_food_consumption
2022-09-27,235476,266944,207579,FJI,people_with_insufficient_food_consumption
2022-09-28,236126,266421,207587,FJI,people_with_insufficient_food_consumption
2022-09-29,236126,266430,207579,FJI,people_with_insufficient_food_consumption
2022-09-30,235362,266938,207579,FJI,people_with_insufficient_food_consumption
2022-10-01,235499,266938,207579,FJI,people_with_insufficient_food_consumption
2022-10-02,235476,266944,207579,FJI,people_with_insufficient_food_consumption
2022-10-03,236126,266430,207579,FJI,people_with_insufficient_food_consumption
2022-10-04,236126,266421,207587,FJI,people_with_insufficient_food_consumption
2022-10-05,236126,266421,207587,FJI,people_with_insufficient_food_consumption
2022-10-06,236126,266421,207587,FJI,people_with_insufficient_food_consumption
2022-10-07,236126,266430,207579,FJI,people_with_insufficient_food_consumption
2022-10-08,236126,266430,207579,FJI,people_with_insufficient_food_consumption
2022-10-09,236126,266421,207587,FJI,people_with_insufficient_food_consumption
2022-10-10,236126,266421,207587,FJI,people_with_insufficient_food_consumption
2022-10-11,236124,266421,208894,FJI,people_with_insufficient_food_consumption
2022-10-12,236124,266421,208894,FJI,people_with_insufficient_food_consumption
2022-10-13,236124,266421,208894,FJI,people_with_insufficient_food_consumption
2022-10-14,236124,266421,208894,FJI,people_with_insufficient_food_consumption
2022-10-15,235382,266158,207587,FJI,people_with_insufficient_food_consumption
2022-10-16,235382,266158,207587,FJI,people_with_insufficient_food_consumption
2022-10-17,235382,266158,207587,FJI,people_with_insufficient_food_consumption
2022-10-18,235382,266158,207587,FJI,people_with_insufficient_food_consumption
2022-10-19,235382,266158,207587,FJI,people_with_insufficient_food_consumption
2022-10-20,235382,266158,207587,FJI,people_with_insufficient_food_consumption
2022-10-21,234512,266684,207709,FJI,people_with_insufficient_food_consumption
2022-10-22,234512,266684,207709,FJI,people_with_insufficient_food_consumption
2022-10-23,234252,266698,207709,FJI,people_with_insufficient_food_consumption
2022-10-24,234252,266698,207709,FJI,people_with_insufficient_food_consumption
2022-10-25,234252,266698,207709,FJI,people_with_insufficient_food_consumption
2022-10-26,234168,266698,207325,FJI,people_with_insufficient_food_consumption
2022-10-27,233359,266507,205391,FJI,people_with_insufficient_food_consumption
2022-10-28,229984,261590,203138,FJI,people_with_insufficient_food_consumption
2022-10-29,229984,261590,203138,FJI,people_with_insufficient_food_consumption
2022-10-30,229984,261590,203138,FJI,people_with_insufficient_food_consumption
2022-10-31,229984,261590,203138,FJI,people_with_insufficient_food_consumption
2022-11-01,217624,246103,191732,FJI,people_with_insufficient_food_consumption
2022-11-02,217624,246103,191732,FJI,people_with_insufficient_food_consumption
2022-11-03,217639,246148,191733,FJI,people_with_insufficient_food_consumption
2022-11-04,217639,246148,191733,FJI,people_with_insufficient_food_consumption
2022-11-05,207457,233835,182047,FJI,people_with_insufficient_food_consumption
2022-11-06,207457,233835,182047,FJI,people_with_insufficient_food_consumption
2022-11-07,207690,233890,182845,FJI,people_with_insufficient_food_consumption
2022-11-08,207690,233932,182845,FJI,people_with_insufficient_food_consumption
2022-11-09,207690,233932,182845,FJI,people_with_insufficient_food_consumption
2022-11-10,201997,229170,180504,FJI,people_with_insufficient_food_consumption
2022-11-11,201628,229170,179286,FJI,people_with_insufficient_food_consumption
2022-11-12,201628,229170,179286,FJI,people_with_insufficient_food_consumption
2022-11-13,201628,229170,179286,FJI,people_with_insufficient_food_consumption
2022-11-14,201628,229170,179286,FJI,people_with_insufficient_food_consumption
2022-11-15,201780,229638,179286,FJI,people_with_insufficient_food_consumption
2022-11-16,199363,233496,174333,FJI,people_with_insufficient_food_consumption
2022-11-17,199363,233496,174333,FJI,people_with_insufficient_food_consumption
2022-11-18,199363,233496,174333,FJI,people_with_insufficient_food_consumption
2022-11-19,199363,233496,174333,FJI,people_with_insufficient_food_consumption
2022-11-20,199363,233496,174333,FJI,people_with_insufficient_food_consumption
2022-11-21,198088,233429,173436,FJI,people_with_insufficient_food_consumption
2022-11-22,198088,233429,173436,FJI,people_with_insufficient_food_consumption
2022-11-23,198088,233429,173436,FJI,people_with_insufficient_food_consumption
2022-11-24,194421,229073,169771,FJI,people_with_insufficient_food_consumption
2022-08-24,6741963,8528409,5294337,GHA,people_with_insufficient_food_consumption
2022-08-25,6742704,8528409,5294337,GHA,people_with_insufficient_food_consumption
2022-08-26,6620318,8369492,5254098,GHA,people_with_insufficient_food_consumption
2022-08-27,6724211,8510539,5271346,GHA,people_with_insufficient_food_consumption
2022-08-28,6724211,8510539,5271346,GHA,people_with_insufficient_food_consumption
2022-08-29,6620318,8369492,5254098,GHA,people_with_insufficient_food_consumption
2022-08-30,6620318,8369492,5254098,GHA,people_with_insufficient_food_consumption
2022-08-31,6620318,8369492,5254098,GHA,people_with_insufficient_food_consumption
2022-09-01,6593147,8293403,5255735,GHA,people_with_insufficient_food_consumption
2022-09-02,6640623,8396870,5289265,GHA,people_with_insufficient_food_consumption
2022-09-03,6622919,8388642,5289265,GHA,people_with_insufficient_food_consumption
2022-09-04,6622919,8388642,5289265,GHA,people_with_insufficient_food_consumption
2022-09-05,6658024,8399830,5289265,GHA,people_with_insufficient_food_consumption
2022-09-06,6659589,8411302,5304622,GHA,people_with_insufficient_food_consumption
2022-09-07,6658843,8430977,5304622,GHA,people_with_insufficient_food_consumption
2022-09-08,6709999,8469414,5313786,GHA,people_with_insufficient_food_consumption
2022-09-09,6689099,8436434,5308174,GHA,people_with_insufficient_food_consumption
2022-09-10,6692858,8436434,5308174,GHA,people_with_insufficient_food_consumption
2022-09-11,6751691,8459718,5288835,GHA,people_with_insufficient_food_consumption
2022-09-12,6751492,8459718,5288835,GHA,people_with_insufficient_food_consumption
2022-09-13,6729048,8459718,5288835,GHA,people_with_insufficient_food_consumption
2022-09-14,6737804,8459718,5301883,GHA,people_with_insufficient_food_consumption
2022-09-15,6737882,8459718,5324510,GHA,people_with_insufficient_food_consumption
2022-09-16,6737882,8459718,5324510,GHA,people_with_insufficient_food_consumption
2022-09-17,6737882,8459718,5324510,GHA,people_with_insufficient_food_consumption
2022-09-18,6737882,8459718,5324510,GHA,people_with_insufficient_food_consumption
2022-09-19,6737882,8459718,5324510,GHA,people_with_insufficient_food_consumption
2022-09-20,6737882,8459718,5324510,GHA,people_with_insufficient_food_consumption
2022-09-21,6703560,8408299,5245725,GHA,people_with_insufficient_food_consumption
2022-09-22,6700221,8369606,5241152,GHA,people_with_insufficient_food_consumption
2022-09-23,6700221,8369606,5241152,GHA,people_with_insufficient_food_consumption
2022-09-24,6700221,8369606,5241152,GHA,people_with_insufficient_food_consumption
2022-09-25,6700221,8369606,5241152,GHA,people_with_insufficient_food_consumption
2022-09-26,6697693,8367124,5241152,GHA,people_with_insufficient_food_consumption
2022-09-27,6697693,8367124,5241152,GHA,people_with_insufficient_food_consumption
2022-09-28,6697693,8367124,5241152,GHA,people_with_insufficient_food_consumption
2022-09-29,6697693,8367124,5241152,GHA,people_with_insufficient_food_consumption
2022-09-30,6697693,8367124,5241152,GHA,people_with_insufficient_food_consumption
2022-10-01,6690277,8464844,5325224,GHA,people_with_insufficient_food_consumption
2022-10-02,6704863,8469961,5334309,GHA,people_with_insufficient_food_consumption
2022-10-03,6685035,8461760,5325224,GHA,people_with_insufficient_food_consumption
2022-10-04,6684155,8461760,5325096,GHA,people_with_insufficient_food_consumption
2022-10-05,6806373,8556862,5383083,GHA,people_with_insufficient_food_consumption
2022-10-06,6832177,8566139,5324808,GHA,people_with_insufficient_food_consumption
2022-10-07,6832177,8566139,5324808,GHA,people_with_insufficient_food_consumption
2022-10-08,6834926,8566139,5334836,GHA,people_with_insufficient_food_consumption
2022-10-09,6848340,8566139,5367622,GHA,people_with_insufficient_food_consumption
2022-10-10,6848340,8566139,5367622,GHA,people_with_insufficient_food_consumption
2022-10-11,6804032,8551968,5421259,GHA,people_with_insufficient_food_consumption
2022-10-12,6804864,8551968,5421259,GHA,people_with_insufficient_food_consumption
2022-10-13,6839732,8601878,5451682,GHA,people_with_insufficient_food_consumption
2022-10-14,6839732,8601878,5451682,GHA,people_with_insufficient_food_consumption
2022-10-15,6833073,8626524,5372577,GHA,people_with_insufficient_food_consumption
2022-10-16,6833073,8626524,5372577,GHA,people_with_insufficient_food_consumption
2022-10-17,6833073,8626524,5372577,GHA,people_with_insufficient_food_consumption
2022-10-18,6833073,8626524,5372577,GHA,people_with_insufficient_food_consumption
2022-10-19,6833073,8626524,5372577,GHA,people_with_insufficient_food_consumption
2022-10-20,6833073,8626524,5372577,GHA,people_with_insufficient_food_consumption
2022-10-21,6830590,8632701,5368102,GHA,people_with_insufficient_food_consumption
2022-10-22,6830590,8632701,5368102,GHA,people_with_insufficient_food_consumption
2022-10-23,6830590,8632701,5368102,GHA,people_with_insufficient_food_consumption
2022-10-24,6830590,8632701,5368102,GHA,people_with_insufficient_food_consumption
2022-10-25,6830590,8632701,5368102,GHA,people_with_insufficient_food_consumption
2022-10-26,6830590,8632701,5368102,GHA,people_with_insufficient_food_consumption
2022-10-27,6863857,8731487,5418280,GHA,people_with_insufficient_food_consumption
2022-10-28,6902985,8778643,5452497,GHA,people_with_insufficient_food_consumption
2022-10-29,6902985,8778643,5452497,GHA,people_with_insufficient_food_consumption
2022-10-30,6902985,8778643,5452497,GHA,people_with_insufficient_food_consumption
2022-10-31,6902985,8778643,5452497,GHA,people_with_insufficient_food_consumption
2022-11-01,6646297,8488426,5221959,GHA,people_with_insufficient_food_consumption
2022-11-02,6646297,8452938,5221959,GHA,people_with_insufficient_food_consumption
2022-11-03,6646297,8452938,5221959,GHA,people_with_insufficient_food_consumption
2022-11-04,6743134,8549913,5264201,GHA,people_with_insufficient_food_consumption
2022-11-05,6723233,8506104,5251201,GHA,people_with_insufficient_food_consumption
2022-11-06,6723233,8506104,5251201,GHA,people_with_insufficient_food_consumption
2022-11-07,6752570,8557754,5280417,GHA,people_with_insufficient_food_consumption
2022-11-08,6729042,8512929,5255822,GHA,people_with_insufficient_food_consumption
2022-11-09,6723802,8503799,5255822,GHA,people_with_insufficient_food_consumption
2022-11-10,6766541,8533758,5267239,GHA,people_with_insufficient_food_consumption
2022-11-11,6713618,8514138,5239669,GHA,people_with_insufficient_food_consumption
2022-11-12,6713618,8514138,5239669,GHA,people_with_insufficient_food_consumption
2022-11-13,6713618,8514138,5239669,GHA,people_with_insufficient_food_consumption
2022-11-14,6753229,8550573,5255837,GHA,people_with_insufficient_food_consumption
2022-11-15,6713618,8514138,5239669,GHA,people_with_insufficient_food_consumption
2022-11-16,6727517,8581072,5292881,GHA,people_with_insufficient_food_consumption
2022-11-17,6727517,8581072,5292881,GHA,people_with_insufficient_food_consumption
2022-11-18,6730570,8547474,5297735,GHA,people_with_insufficient_food_consumption
2022-11-19,6737744,8552220,5296431,GHA,people_with_insufficient_food_consumption
2022-11-20,6764545,8583192,5321026,GHA,people_with_insufficient_food_consumption
2022-11-21,6747945,8535789,5325576,GHA,people_with_insufficient_food_consumption
2022-11-22,6747945,8545538,5325576,GHA,people_with_insufficient_food_consumption
2022-11-23,6765315,8560766,5316697,GHA,people_with_insufficient_food_consumption
2022-11-24,6765315,8560766,5316697,GHA,people_with_insufficient_food_consumption
2022-08-24,8331775,8331775,8331775,GIN,people_with_insufficient_food_consumption
2022-08-25,8346837,8346837,8346837,GIN,people_with_insufficient_food_consumption
2022-08-26,8374614,8374614,8374614,GIN,people_with_insufficient_food_consumption
2022-08-27,8432840,8432840,8432840,GIN,people_with_insufficient_food_consumption
2022-08-28,8373897,8373897,8373897,GIN,people_with_insufficient_food_consumption
2022-08-29,8386336,8386336,8386336,GIN,people_with_insufficient_food_consumption
2022-08-30,8274105,8274105,8274105,GIN,people_with_insufficient_food_consumption
2022-08-31,8352463,8352463,8352463,GIN,people_with_insufficient_food_consumption
2022-09-01,8380571,8380571,8380571,GIN,people_with_insufficient_food_consumption
2022-09-02,8386360,8386360,8386360,GIN,people_with_insufficient_food_consumption
2022-09-03,8489341,8489341,8489341,GIN,people_with_insufficient_food_consumption
2022-09-04,8498769,8498769,8498769,GIN,people_with_insufficient_food_consumption
2022-09-05,8542603,8542603,8542603,GIN,people_with_insufficient_food_consumption
2022-09-06,8513075,8513075,8513075,GIN,people_with_insufficient_food_consumption
2022-09-07,8540454,8540454,8540454,GIN,people_with_insufficient_food_consumption
2022-09-08,8489657,8489657,8489657,GIN,people_with_insufficient_food_consumption
2022-09-09,8463985,8463985,8463985,GIN,people_with_insufficient_food_consumption
2022-09-10,8540662,8540662,8540662,GIN,people_with_insufficient_food_consumption
2022-09-11,8473089,8473089,8473089,GIN,people_with_insufficient_food_consumption
2022-09-12,8475041,8475041,8475041,GIN,people_with_insufficient_food_consumption
2022-09-13,8489616,8489616,8489616,GIN,people_with_insufficient_food_consumption
2022-09-14,8461257,8461257,8461257,GIN,people_with_insufficient_food_consumption
2022-09-15,8378117,8378117,8378117,GIN,people_with_insufficient_food_consumption
2022-09-16,8381801,8381801,8381801,GIN,people_with_insufficient_food_consumption
2022-09-17,8384026,8384026,8384026,GIN,people_with_insufficient_food_consumption
2022-09-18,8397554,8397554,8397554,GIN,people_with_insufficient_food_consumption
2022-09-19,8502754,8502754,8502754,GIN,people_with_insufficient_food_consumption
2022-09-20,8474495,8474495,8474495,GIN,people_with_insufficient_food_consumption
2022-09-21,8440840,8440840,8440840,GIN,people_with_insufficient_food_consumption
2022-09-22,8557054,8557054,8557054,GIN,people_with_insufficient_food_consumption
2022-09-23,8679838,8679838,8679838,GIN,people_with_insufficient_food_consumption
2022-09-24,8684000,8684000,8684000,GIN,people_with_insufficient_food_consumption
2022-09-25,8726223,8726223,8726223,GIN,people_with_insufficient_food_consumption
