year,name,Humanitarian,Education,Health,Refugees in Donor Countries,Environment Protection
2023,Slovenia,0.1851,0.1649,0.0532,0.1113,0.0216
2023,South Korea,0.0505,0.0675,0.1139,0.0003,0.033
2023,Spain,0.1417,0.0576,0.081,0.082,0.0294
2023,Sweden,0.1763,0.0388,0.0987,0.0462,0.0688
2023,Switzerland,0.1353,0.0441,0.0598,0.2825,0.014
2023,United Kingdom,0.0704,0.0341,0.1439,0.2652,0.0326
2023,United States,0.233,0.0275,0.1464,0.1055,0.0154
2024,Australia,0.1083,0.0457,0.1318,0.0,0.0132
2024,Austria,0.1363,0.1737,0.0344,0.052,0.031
2024,Belgium,0.1297,0.0706,0.0831,0.1423,0.0288
2024,Canada,0.0592,0.0391,0.1106,0.1906,0.0359
2024,Czechia,0.1281,0.0532,0.0566,0.296,0.022
2024,Denmark,0.2077,0.0432,0.0704,0.0563,0.0415
2024,Estonia,0.1362,0.0872,0.0596,0.0318,0.021
2024,Finland,0.1264,0.0576,0.0516,0.1828,0.0212
2024,France,0.0561,0.1014,0.0756,0.0592,0.0537
2024,Germany,0.0745,0.0872,0.0396,0.1586,0.0422
2024,Greece,0.1412,0.0618,0.0508,0.1264,0.0236
2024,Hungary,0.0408,0.5184,0.0888,0.0039,0.0026
2024,Iceland,0.1654,0.0636,0.1271,0.0684,0.017
2024,Ireland,0.1342,0.0435,0.0635,0.4265,0.0271
2024,Italy,0.0979,0.0585,0.0525,0.2438,0.0267
2024,Japan,0.0399,0.0277,0.0596,0.0005,0.0107
2024,Latvia,0.1475,0.0546,0.0706,0.1692,0.0224
2024,Lithuania,0.2327,0.0738,0.063,0.0708,0.0153
2024,Luxembourg,0.2044,0.1222,0.138,0.0005,0.009
2024,Netherlands,0.1129,0.0178,0.0857,0.1811,0.0195
2024,New Zealand,0.0866,0.0902,0.0648,0.0176,0.0779
2024,Norway,0.1616,0.0417,0.0909,0.0688,0.0952
2024,Poland,0.1151,0.1339,0.0459,0.2146,0.024
2024,Portugal,0.0932,0.1267,0.0538,0.0289,0.0158
2024,Slovakia,0.1781,0.0746,0.0553,0.0062,0.0251
2024,Slovenia,0.1917,0.1489,0.0463,0.0427,0.026
2024,South Korea,0.1311,0.0547,0.0719,0.0002,0.0134
2024,Spain,0.1359,0.0602,0.0747,0.1042,0.0342
2024,Sweden,0.1915,0.0371,0.0959,0.0267,0.0519
2024,Switzerland,0.12,0.0452,0.0625,0.2486,0.0191
2024,United Kingdom,0.1114,0.0559,0.1229,0.201,0.0516
2024,United States,0.1544,0.0194,0.1708,0.0794,0.0106
