year,name,Humanitarian,Other Sectors,Refugees in Donor Countries,Education,Health,Other Economic Infrastructure,Government,Agriculture & Forestry and Fishing,Civil Society,Energy,Water Supply & Sanitation,Social Protection,Unallocated/ Unspecified,Conflict Peace & Security,Environment Protection,Action Relating to Debt,Developmental Food Aid/Food Security Assistance
2019,EU Institutions,2139.2,2785.8,,1061.1,910.0,3780.7,2292.8,975.8,624.1,920.5,699.5,484.5,112.1,785.2,408.9,,87.3
2019,Estonia,4.0,3.8,0.6,3.0,0.9,2.3,2.3,0.5,1.6,0.4,0.2,0.3,1.1,1.9,0.3,0.0,0.1
2019,Finland,96.4,114.9,89.6,69.7,43.3,84.6,56.1,64.8,40.7,82.0,29.4,26.2,30.2,32.6,10.6,0.7,1.6
2019,France,379.2,1758.8,1209.7,1442.8,846.6,1555.3,1157.4,592.8,148.5,1195.1,673.5,244.0,116.6,75.9,516.9,65.5,33.9
2019,Germany,2540.7,2417.9,3035.7,2881.5,1286.6,2564.9,1220.7,850.1,856.8,1938.0,901.5,605.0,178.1,808.7,982.3,39.7,317.3
2019,Greece,19.4,15.2,134.3,8.1,3.5,9.0,13.4,6.2,3.8,3.2,2.3,3.1,0.1,4.8,2.4,0.0,1.1
2019,Hungary,17.7,12.3,0.5,104.4,9.4,15.7,6.7,9.0,1.6,3.9,16.0,2.4,2.8,2.5,1.3,0.0,0.5
2019,Iceland,6.4,8.8,7.9,5.4,4.7,1.0,1.0,6.2,3.8,5.1,5.1,1.5,1.1,0.4,0.1,0.5,0.0
2019,Ireland,165.0,91.0,83.5,57.2,101.8,22.4,22.1,37.7,59.9,17.0,7.7,18.8,28.2,18.1,12.6,0.1,2.5
2019,Italy,297.2,280.5,444.8,193.4,245.2,149.3,170.2,114.0,73.8,56.4,47.9,77.5,30.4,48.4,64.2,26.2,11.0
2019,Japan,741.8,2323.6,0.3,926.5,996.4,6698.2,803.5,1041.2,70.6,2434.8,1135.9,556.1,131.1,78.0,236.3,1.6,84.7
2019,Lithuania,3.6,4.8,1.3,4.4,0.8,1.4,2.3,1.0,1.1,1.0,0.3,0.7,0.1,0.7,0.3,0.0,0.1
2019,Luxembourg,63.5,43.5,0.2,53.2,66.7,31.0,21.6,28.0,14.0,3.9,22.5,11.8,27.9,3.3,0.7,0.0,1.2
2019,Netherlands,328.2,603.7,493.8,169.6,518.3,475.8,442.7,313.7,405.0,162.7,239.2,151.3,4.3,158.9,108.7,2.1,39.3
2019,New Zealand,44.5,97.2,16.1,71.2,23.8,60.5,59.7,52.2,8.2,28.8,8.3,8.0,3.8,4.8,11.2,0.0,0.3
2019,Norway,640.4,455.2,59.5,358.0,503.4,313.5,220.6,116.8,278.3,159.4,26.0,94.2,57.7,209.8,450.5,25.4,1.9
2019,Poland,42.5,25.7,5.8,142.3,20.7,19.6,25.0,27.0,19.5,5.8,3.6,8.3,0.6,8.7,3.6,,1.5
2019,Portugal,25.0,32.4,7.7,70.1,17.9,18.7,17.5,10.1,4.7,6.4,12.9,13.7,1.0,10.6,3.1,29.1,0.9
2019,Slovakia,6.7,5.7,0.9,4.9,2.4,2.3,7.1,2.8,1.4,2.0,1.3,1.5,3.7,2.6,0.6,,0.3
2019,Slovenia,4.2,6.9,2.2,15.1,1.1,3.0,3.7,1.5,0.9,2.0,3.9,1.4,0.2,2.6,1.2,0.0,0.2
2019,South Korea,154.6,161.9,1.4,252.9,190.7,347.7,120.8,154.6,13.0,188.7,290.2,54.3,134.5,21.6,41.6,0.3,6.6
2019,Spain,163.9,281.4,299.8,77.3,54.8,40.4,116.7,45.2,124.6,4.4,23.1,58.0,57.2,47.9,54.9,0.3,10.9
2019,Sweden,679.5,485.0,262.6,189.1,450.8,272.3,242.4,155.2,631.5,127.5,85.2,138.3,90.4,188.2,190.9,0.1,6.3
2019,Switzerland,371.8,372.1,283.7,152.1,179.8,203.4,294.6,125.5,105.6,65.8,124.3,55.5,154.6,68.2,62.7,0.2,1.0
2019,United Kingdom,2598.3,2558.2,609.2,1147.1,2241.6,2084.4,903.7,564.7,544.0,549.5,266.6,380.3,60.7,598.4,493.1,,108.1
2019,United States,8450.3,3255.9,1954.4,1413.9,7989.6,712.1,2866.8,967.1,874.0,429.6,379.4,276.7,130.8,879.0,505.6,4.0,549.7
2020,Australia,265.7,554.8,,159.7,454.0,229.5,278.8,135.6,99.2,43.8,68.7,87.2,136.6,39.4,36.5,0.1,34.1
2020,Austria,82.9,82.4,30.9,175.9,17.5,67.8,48.6,53.8,19.5,87.3,23.0,24.8,19.8,13.3,9.5,14.9,4.0
2020,Belgium,243.5,248.2,134.3,137.3,173.4,143.0,88.6,140.0,51.7,58.4,43.2,49.5,54.8,22.0,59.6,0.1,2.4
2020,Canada,656.2,534.0,630.8,311.8,756.8,123.8,164.9,264.3,419.8,214.0,26.8,38.9,28.9,101.6,45.4,,19.2
2020,Czechia,28.2,10.3,5.5,11.8,9.5,4.7,13.2,7.6,7.0,2.2,6.9,4.3,5.1,3.2,3.8,,0.5
2020,Denmark,432.4,224.5,57.4,128.2,146.4,64.0,155.2,83.0,161.5,87.7,34.8,83.7,212.7,89.0,40.9,7.8,16.2
2020,EU Institutions,2541.4,1782.0,,1512.4,1138.8,4587.8,5724.0,1036.9,759.3,1562.7,683.8,1295.3,128.8,896.2,409.7,,163.2
2020,Estonia,5.7,4.0,0.6,2.6,1.4,1.8,2.8,0.5,1.7,0.3,0.3,0.6,0.6,1.3,0.5,0.0,0.1
2020,Finland,146.9,88.3,59.5,77.6,53.2,107.9,75.9,30.9,50.4,22.4,15.7,30.5,31.9,36.7,13.7,3.5,1.5
2020,France,345.1,1792.5,1223.9,1678.3,944.5,2236.7,2214.9,909.0,219.9,909.0,697.4,835.7,460.3,78.7,979.6,476.5,37.6
2020,Germany,2402.6,2939.4,2630.8,3189.9,2398.8,2784.6,2020.3,1160.4,896.5,1824.1,940.1,1464.4,166.2,997.8,1159.8,19.8,391.5
2020,Greece,15.2,11.3,80.3,6.3,3.5,8.4,18.2,5.7,3.6,3.1,2.0,4.2,0.1,4.2,2.2,0.0,1.0
2020,Hungary,14.8,13.8,2.6,117.7,28.1,32.5,14.7,18.2,1.8,3.3,7.9,9.5,13.8,2.1,1.2,0.0,0.4
2020,Iceland,5.7,6.5,5.7,5.8,10.3,1.4,1.7,3.8,4.2,3.0,3.9,1.1,1.1,0.1,0.1,0.5,0.0
2020,Ireland,175.6,79.4,37.7,46.9,92.4,4.9,28.7,26.6,58.4,5.6,2.7,32.7,22.7,18.4,13.9,0.1,2.3
2020,Italy,318.8,286.8,229.0,191.7,252.7,216.0,188.9,176.6,62.8,112.1,52.2,76.8,11.9,54.0,41.8,54.5,13.4
2020,Japan,664.7,2643.1,0.3,658.5,1367.1,5776.1,2502.3,829.7,58.9,2028.2,652.0,404.2,55.4,137.1,205.0,1.3,88.4
2020,Lithuania,4.2,3.2,1.2,4.5,1.1,1.9,2.8,1.0,1.5,1.5,0.5,0.9,0.6,0.7,0.4,0.0,0.1
2020,Luxembourg,74.3,56.0,0.2,42.6,40.3,30.0,18.9,26.1,14.5,3.5,19.9,8.4,19.9,2.8,2.4,0.0,0.1
2020,Netherlands,462.2,651.0,561.6,156.3,510.6,432.8,455.5,322.1,391.9,127.7,245.6,145.6,12.9,144.3,85.2,6.7,51.8
2020,New Zealand,40.7,75.9,8.2,67.8,54.4,33.6,91.5,39.4,7.3,15.1,10.4,11.6,4.1,12.2,8.1,0.0,0.2
2020,Norway,585.6,452.2,47.4,343.9,620.0,267.0,184.0,141.0,290.3,136.4,31.6,106.0,43.3,174.3,374.1,3.0,1.5
2020,Poland,60.4,20.1,6.7,136.1,19.3,15.2,29.7,17.1,22.0,4.3,2.8,9.8,0.3,9.6,3.2,,1.3
2020,Portugal,19.1,74.6,9.7,64.9,15.7,22.1,16.8,6.1,4.3,3.2,3.6,13.4,1.1,9.7,4.0,37.6,0.8
2020,Slovakia,6.2,5.9,1.0,3.9,3.7,2.9,5.9,2.0,1.4,0.7,1.4,1.2,3.2,2.6,0.6,18.2,0.3
2020,Slovenia,4.3,5.0,2.7,17.0,0.9,0.5,4.3,0.2,1.1,0.3,0.6,1.2,0.4,2.6,0.5,0.0,0.1
2020,South Korea,175.1,172.6,1.4,196.0,653.1,259.8,78.5,119.4,16.8,79.3,153.9,43.2,114.1,22.1,20.4,0.2,4.1
2020,Spain,202.9,292.5,194.6,113.9,154.0,132.4,153.8,119.1,126.7,63.9,58.9,70.5,55.1,50.9,21.2,0.1,12.7
2020,Sweden,778.5,492.3,149.3,184.7,416.3,247.0,292.3,140.9,623.6,96.1,96.4,205.3,82.3,190.6,179.7,0.2,10.1
2020,Switzerland,635.7,429.5,322.9,169.9,288.5,218.6,316.0,143.7,142.7,40.8,109.4,78.9,38.9,79.4,65.9,0.2,0.4
2020,United Kingdom,2238.5,2310.2,805.2,780.7,2983.5,1539.8,1688.2,392.3,436.5,307.9,163.9,396.1,119.4,460.4,359.7,290.5,91.4
2020,United States,8890.9,3220.0,1506.5,1289.5,10297.1,603.6,2612.6,928.5,917.6,564.7,353.8,285.2,235.4,654.7,451.3,262.9,474.8
2021,Australia,380.7,466.4,,221.3,834.8,354.8,424.5,155.6,140.0,38.6,91.9,206.6,1.0,37.4,53.2,,20.7
2021,Austria,143.3,79.7,63.1,189.5,47.9,46.6,42.8,19.8,22.7,75.4,23.8,23.1,24.0,16.0,12.2,0.6,1.6
2021,Belgium,251.1,261.2,250.7,143.5,214.2,126.1,85.2,128.5,52.7,43.7,51.3,67.3,57.9,19.6,69.6,0.6,1.1
2021,Canada,855.6,499.6,463.6,290.7,1936.8,197.0,159.9,325.8,230.8,304.9,50.3,93.9,27.6,109.7,63.3,0.0,15.2
2021,Czechia,24.8,10.6,6.3,9.4,24.5,6.8,13.6,6.6,6.2,2.2,7.0,4.4,6.1,3.4,2.3,0.2,0.2
2021,Denmark,467.7,248.3,63.2,95.2,243.2,89.7,170.6,94.4,203.0,139.9,98.7,115.0,173.5,100.1,71.6,39.5,4.7
2021,EU Institutions,3091.8,3419.9,,1052.5,1916.4,5165.0,3608.0,1081.1,795.6,973.5,537.2,643.1,108.7,883.5,554.3,216.4,75.4
2021,Estonia,5.0,5.9,,3.3,3.5,2.7,4.3,0.6,1.8,0.1,0.1,0.6,0.3,0.9,0.8,0.0,0.0
2021,Finland,140.8,129.6,68.8,108.8,58.8,115.7,100.8,20.4,46.0,19.7,10.8,34.7,35.9,35.5,19.9,1.1,0.9
2021,France,317.2,2398.0,1156.5,1612.4,1884.7,2667.5,1549.4,849.7,262.1,944.1,762.7,484.5,68.8,79.9,914.4,168.5,72.4
2021,Germany,3343.3,3056.1,2732.1,3419.6,2952.8,3058.5,1470.7,1164.0,1058.6,1627.6,861.2,1451.3,173.6,1109.7,1340.0,18.9,419.5
2021,Greece,13.2,11.6,36.6,6.3,35.0,6.0,15.2,4.3,2.8,1.9,1.4,3.4,1.8,3.4,1.9,0.3,0.5
2021,Hungary,9.6,5.9,1.4,128.1,62.5,12.5,9.2,22.3,1.5,0.3,2.9,11.4,7.0,1.9,1.4,0.1,0.3
2021,Iceland,9.9,8.4,4.3,6.7,14.9,0.5,1.6,3.3,4.5,3.9,1.5,1.2,0.7,0.2,0.8,0.6,0.0
2021,Ireland,206.2,100.9,50.3,45.6,109.6,3.7,28.2,28.6,58.3,0.2,2.9,28.9,43.4,21.7,20.3,0.4,1.3
2021,Italy,381.7,320.0,556.2,257.8,920.7,167.4,208.6,186.2,60.0,126.7,85.0,80.8,5.6,49.1,74.6,656.0,4.8
2021,Japan,1221.9,3157.9,0.3,593.6,1749.6,6405.7,1843.1,551.6,70.4,1771.2,720.2,614.8,62.7,142.1,236.8,1.4,63.1
2021,Lithuania,4.0,3.0,1.9,6.3,5.0,1.8,4.4,1.0,2.0,1.7,0.4,1.0,0.2,1.5,0.4,0.1,0.1
2021,Luxembourg,83.6,45.6,,55.5,61.3,37.6,21.4,26.9,17.8,4.0,16.5,14.2,24.7,2.7,1.5,0.1,3.4
2021,Netherlands,413.1,659.3,407.6,130.1,589.3,383.4,487.8,299.6,371.0,94.3,233.8,164.1,14.2,163.0,130.3,2.4,28.1
2021,New Zealand,51.5,98.2,11.7,63.6,94.1,48.2,152.8,40.8,10.3,15.5,10.9,20.0,3.8,7.1,18.1,0.0,3.7
2021,Norway,703.7,425.5,52.3,377.8,849.2,262.9,208.2,182.2,297.2,111.4,28.0,123.9,45.7,185.4,414.5,0.1,2.5
2021,Poland,48.0,18.9,16.9,144.9,65.4,25.0,40.8,10.2,23.2,3.3,2.1,10.4,0.1,7.6,3.3,2.2,0.6
2021,Portugal,17.2,21.0,11.0,72.6,44.1,10.1,16.7,5.1,4.2,2.2,6.7,13.4,1.1,9.8,3.9,39.6,0.3
2021,Slovakia,4.9,5.4,1.1,3.6,14.8,4.2,7.2,1.9,1.9,1.3,2.2,1.4,3.3,2.2,0.5,1.2,0.1
2021,Slovenia,5.5,5.9,2.3,18.3,13.0,0.8,4.4,0.3,1.1,0.0,1.4,1.0,0.2,2.5,1.8,0.0,0.1
2021,South Korea,206.2,192.6,0.5,210.8,650.1,375.0,128.4,162.0,35.4,99.5,210.2,141.4,120.9,17.0,41.8,0.3,0.5
2021,Spain,232.4,257.0,232.1,106.2,538.8,105.1,143.6,121.0,150.4,43.1,51.8,72.8,52.5,60.3,39.6,4.6,8.5
2021,Sweden,810.3,577.6,87.9,172.1,627.0,325.0,272.4,195.8,679.4,124.5,101.2,311.0,62.3,229.8,214.1,10.8,3.9
2021,Switzerland,424.7,439.1,368.4,184.1,518.7,237.8,349.1,164.1,145.0,71.5,111.3,114.0,61.3,76.3,53.1,0.1,0.4
2021,United Kingdom,1385.3,1995.3,1447.4,652.7,1642.1,1212.1,1395.3,271.6,456.7,373.6,108.7,250.7,79.3,439.9,336.9,51.0,33.3
2021,United States,12723.9,4651.2,4788.3,1295.8,14500.4,672.4,1477.6,1031.9,974.6,594.9,365.1,586.2,48.4,1071.3,495.9,2.5,1016.2
2022,Australia,451.2,411.2,0.0,230.1,557.2,321.1,337.7,147.8,133.1,66.0,89.1,107.5,39.2,43.0,36.2,,5.2
2022,Austria,175.5,76.3,372.1,187.7,53.1,126.0,51.1,33.3,17.6,58.9,17.0,33.3,22.9,12.3,14.2,0.4,0.3
2022,Belgium,257.6,195.9,319.8,135.8,192.8,125.7,83.1,108.8,38.7,36.2,52.0,86.4,56.1,14.7,50.4,5.4,0.6
2022,Canada,1085.4,486.6,923.4,321.7,1625.9,231.2,211.8,434.7,252.0,364.9,82.5,108.3,1932.1,133.8,55.2,2.1,13.6
2022,Czechia,45.4,7.7,646.0,8.2,14.6,2.7,14.5,4.2,4.9,2.0,5.9,3.6,4.1,1.8,2.9,0.1,0.1
2022,Denmark,496.5,236.8,356.7,91.4,169.0,69.1,119.7,39.1,185.8,54.5,42.8,66.9,224.3,52.5,73.9,27.0,14.4
2022,EU Institutions,2943.9,3569.4,,1322.2,1552.4,4356.1,10439.3,1137.0,630.0,1357.7,891.1,914.5,73.2,804.7,514.8,,41.2
2022,Estonia,5.0,11.0,136.9,2.5,0.8,2.4,2.0,0.9,0.6,0.3,0.2,0.5,0.1,0.6,0.3,0.0,0.1
2022,Finland,138.8,111.8,409.9,72.4,77.5,87.8,86.8,55.5,46.9,72.7,22.3,28.4,56.3,29.5,17.6,0.3,0.5
2022,France,545.2,1778.0,1531.9,1612.0,1685.2,2327.4,2214.4,850.9,255.8,1360.1,806.0,362.8,742.8,37.4,658.5,65.8,27.0
2022,Germany,3873.0,5050.1,4808.9,3275.7,3832.1,3028.6,1110.8,1707.6,966.5,2122.0,861.1,1654.7,147.4,1043.3,959.2,11.4,445.8
2022,Greece,11.1,6.9,73.0,4.3,24.7,3.1,13.9,2.4,1.8,1.2,0.9,2.4,0.1,2.0,2.9,0.2,0.2
2022,Hungary,62.6,12.6,0.0,145.1,51.2,40.8,10.8,24.2,2.2,2.7,2.2,3.7,0.7,1.8,2.4,0.1,0.1
2022,Iceland,19.6,10.3,6.4,6.2,10.2,2.3,2.5,5.4,4.9,7.0,6.7,4.3,3.1,0.2,0.7,0.0,0.2
2022,Ireland,247.9,85.3,1205.5,48.0,124.4,28.7,29.7,43.4,54.2,9.1,9.1,32.5,58.3,18.0,29.5,0.4,0.9
2022,Italy,492.2,421.9,1479.8,418.0,549.1,76.9,376.0,107.0,55.0,22.7,33.8,72.7,24.7,35.6,48.6,136.9,3.0
2022,Japan,786.0,2253.9,54.0,696.8,2641.0,8472.2,1903.6,817.7,70.6,2536.5,890.0,361.0,61.0,80.1,125.2,4.2,67.1
2022,Lithuania,50.6,2.6,74.1,6.9,3.3,2.1,3.9,1.6,1.3,2.5,0.4,0.8,0.0,2.0,0.3,0.1,0.0
2022,Luxembourg,96.9,38.9,0.0,41.3,69.8,40.1,14.9,30.8,14.7,1.2,16.4,18.0,36.4,2.1,1.2,0.0,15.9
2022,Netherlands,553.3,708.3,945.6,130.1,615.6,331.3,420.6,245.3,374.8,156.0,208.1,199.9,52.8,132.5,144.9,1.3,56.3
2022,New Zealand,41.2,96.5,14.0,37.5,62.9,34.2,64.3,36.0,12.2,13.2,16.2,12.4,3.0,8.8,19.2,0.0,0.1
2022,Norway,781.5,560.7,516.4,264.6,516.8,227.9,187.5,257.6,276.0,480.0,31.7,90.1,41.8,172.7,390.9,5.5,1.7
2022,Poland,241.7,13.1,2193.4,137.0,22.2,36.2,70.9,8.5,10.7,2.5,1.6,7.9,1.3,5.5,8.6,0.2,0.3
2022,Portugal,45.8,23.6,14.2,64.1,32.0,12.6,38.1,5.2,3.1,4.0,8.1,14.7,1.0,9.2,3.2,45.5,0.2
2022,Slovakia,8.6,4.1,1.3,4.3,18.0,2.8,9.9,1.4,1.0,1.1,1.4,1.3,2.1,1.3,1.0,0.2,0.1
2022,Slovenia,9.1,5.5,26.0,17.0,5.9,3.3,4.1,1.6,0.9,1.3,1.9,1.0,0.1,2.4,1.2,21.6,0.0
2022,South Korea,205.5,204.3,10.8,238.2,450.4,453.5,111.0,204.5,43.0,259.9,180.1,63.8,165.1,22.9,62.2,0.1,40.4
2022,Spain,240.6,231.7,907.1,95.9,363.8,99.1,181.8,113.5,152.3,48.6,56.9,66.2,95.8,137.1,42.2,7.7,2.0
2022,Sweden,788.0,473.3,384.4,144.6,446.9,267.5,223.2,136.6,511.1,112.6,92.2,240.5,70.6,216.0,186.6,1.8,53.2
2022,Switzerland,565.9,438.3,1264.3,182.0,265.7,234.7,308.2,183.8,161.1,91.2,101.7,112.7,67.1,76.0,61.1,0.1,0.6
2022,United Kingdom,1616.2,1839.7,4549.3,478.3,1891.1,721.7,431.0,330.6,477.5,224.9,82.8,160.0,287.9,217.2,437.9,1.5,79.4
2022,United States,12820.6,4153.1,7783.7,1254.1,16668.9,624.8,9322.8,861.5,1192.0,388.7,327.8,410.0,265.2,768.7,490.9,1.3,723.9
2023,Australia,414.3,540.1,0.0,205.3,433.9,366.7,385.9,167.6,164.0,86.1,68.3,155.3,19.9,29.1,61.5,,6.5
2023,Austria,164.0,93.6,287.3,239.2,20.0,34.1,41.1,32.3,17.6,32.1,22.2,19.7,29.9,9.4,15.1,2.1,0.1
2023,Belgium,302.3,224.7,358.4,148.7,196.6,132.3,96.2,113.9,41.4,55.4,53.1,93.1,78.8,12.5,50.0,7.0,0.4
2023,Canada,782.5,558.2,1690.1,371.3,1123.4,144.2,156.2,214.3,283.6,74.6,40.2,87.6,1904.2,143.2,124.3,0.2,21.7
2023,Czechia,24.9,6.3,418.3,8.0,11.0,9.1,15.8,8.3,5.0,2.4,6.2,4.2,3.2,3.1,3.6,0.0,0.8
2023,Denmark,487.4,322.9,276.5,93.4,104.0,84.9,155.7,77.5,199.1,106.6,95.5,48.0,213.2,62.3,134.4,36.0,13.3
2023,EU Institutions,3341.6,2469.4,,1500.9,1111.4,3184.6,22152.4,905.1,759.0,1383.7,677.6,968.8,263.4,844.9,563.1,,36.7
2023,Estonia,6.1,7.8,33.8,5.6,1.5,3.6,2.6,1.1,1.0,0.5,0.4,0.9,1.0,0.6,1.3,0.1,0.1
2023,Finland,183.0,140.2,249.5,76.6,81.4,133.1,99.0,96.1,63.8,55.9,33.9,44.4,50.3,35.4,24.7,0.3,0.5
2023,France,695.3,2048.5,1281.8,1852.4,1456.4,1707.8,1194.2,583.5,248.5,956.1,619.2,367.7,395.6,30.3,744.2,3.8,47.3
2023,Germany,2993.4,3357.6,7286.2,3312.1,1738.8,2384.6,7833.8,1110.5,961.5,2455.6,1011.0,1221.1,172.2,1074.5,1084.1,84.7,263.8
2023,Greece,8.7,4.9,50.2,3.2,1.7,2.1,31.9,1.0,1.3,0.8,0.5,1.2,0.0,1.2,2.5,0.7,0.1
2023,Hungary,13.7,5.9,2.0,108.3,74.2,13.9,8.5,8.2,2.0,2.2,24.6,2.3,2.1,0.9,0.5,0.0,0.0
2023,Iceland,20.9,17.2,9.6,5.5,12.1,2.0,2.4,6.5,5.5,6.9,8.8,1.3,4.0,0.1,1.4,1.1,0.2
2023,Ireland,263.9,120.1,1473.2,62.9,125.3,27.5,59.1,49.8,65.4,16.3,9.5,43.3,29.8,24.6,31.4,1.1,0.7
2023,Italy,327.7,212.3,1660.1,262.2,202.8,73.6,221.2,96.9,54.2,36.1,45.4,72.0,22.9,22.9,81.7,18.5,1.6
2023,Japan,1363.8,2917.9,35.2,750.2,1733.8,9469.5,1438.6,1096.5,122.9,2052.8,1213.5,480.4,521.7,120.1,214.4,12.8,42.7
2023,Lithuania,42.5,4.1,35.3,17.2,12.7,2.4,4.9,0.9,0.8,5.3,0.4,2.3,0.6,6.1,0.6,0.3,0.0
2023,Luxembourg,115.3,51.3,0.0,58.1,67.9,40.4,17.2,22.5,18.4,2.3,12.5,26.8,36.6,1.5,8.4,0.0,2.6
2023,Netherlands,731.6,770.6,1296.6,126.8,603.9,418.3,542.2,367.3,386.1,202.1,237.9,177.7,34.4,147.9,142.6,0.9,46.5
2023,New Zealand,65.8,114.2,13.2,59.4,41.9,50.0,148.1,71.7,18.9,42.2,28.7,16.9,3.4,11.4,39.9,0.0,0.1
2023,Norway,1074.4,882.4,427.7,220.9,435.8,96.6,163.2,318.7,256.8,354.5,32.7,88.8,36.8,168.4,380.6,0.3,6.2
2023,Poland,117.8,12.6,1330.8,145.9,11.2,41.3,52.4,4.6,10.8,1.8,1.2,8.2,44.4,4.2,4.0,0.2,0.1
2023,Portugal,25.8,28.5,9.1,71.5,18.3,10.6,16.8,3.5,4.8,1.1,9.8,53.6,3.8,7.8,3.3,56.3,0.1
2023,Slovakia,6.3,4.6,1.6,3.9,13.8,2.7,10.6,1.6,1.0,1.4,1.8,1.1,2.6,2.7,0.9,0.1,0.2
2023,Slovenia,14.2,6.7,17.9,20.6,2.2,2.9,4.4,1.9,1.1,1.5,3.4,0.8,0.1,3.7,1.2,0.0,0.0
2023,South Korea,188.4,219.7,1.3,245.1,424.5,698.9,128.6,246.9,48.6,200.1,142.2,66.3,137.4,34.4,130.1,0.1,40.5
2023,Spain,276.6,278.3,319.0,118.2,196.4,150.9,195.6,118.0,175.6,60.6,82.8,67.7,122.2,28.2,74.0,1.7,10.5
2023,Sweden,843.3,432.0,253.7,127.9,435.3,177.5,196.0,139.0,519.1,134.2,80.1,161.5,102.1,170.0,189.9,2.5,3.2
2023,Switzerland,678.3,517.4,1459.6,191.4,264.2,223.0,325.2,177.0,173.4,83.2,136.8,116.6,62.6,100.2,66.9,17.2,0.3
2023,United Kingdom,1188.1,1839.7,5311.4,442.4,2568.6,520.4,330.6,418.4,420.9,331.0,61.6,186.6,369.9,227.5,471.7,0.5,79.5
2023,United States,15241.1,8637.0,6952.5,1662.8,9426.8,882.7,11754.2,1605.5,1746.4,1093.5,495.5,492.2,242.1,989.7,928.2,0.5,374.7
