Country,Cause,Type,Year,Deaths per 100K people,Deaths,source
Djibouti,Road injury,Injuries,2019,23.5,229,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,24.93,243,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Diabetes mellitus,Noncommunicable diseases,2019,29.2,284,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Cirrhosis of the liver,Noncommunicable diseases,2019,30.27,295,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,35.78,348,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,37.44,364,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,55.33,539,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,68.89,671,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Stroke,Noncommunicable diseases,2019,69.81,680,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Djibouti,Ischaemic heart disease,Noncommunicable diseases,2019,70.6,687,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Diabetes mellitus,Noncommunicable diseases,2000,5.64,"1,747","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Alzheimer disease and other dementias,Noncommunicable diseases,2000,7.12,"2,206","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,7.95,"2,464","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Kidney diseases,Noncommunicable diseases,2000,11.68,"3,620","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Hypertensive heart disease,Noncommunicable diseases,2000,15.6,"4,837","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,22.32,"6,918","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Road injury,Injuries,2000,22.57,"6,996","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,35.01,"10,854","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Stroke,Noncommunicable diseases,2000,49.05,"15,204","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Ischaemic heart disease,Noncommunicable diseases,2000,109.12,"33,827","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,10.83,"4,668","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Diabetes mellitus,Noncommunicable diseases,2019,10.85,"4,678","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Alzheimer disease and other dementias,Noncommunicable diseases,2019,13.07,"5,635","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.91,"7,289","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Kidney diseases,Noncommunicable diseases,2019,17.47,"7,528","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Hypertensive heart disease,Noncommunicable diseases,2019,19.42,"8,370","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Road injury,Injuries,2019,20.87,"8,996","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,29.37,"12,656","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Stroke,Noncommunicable diseases,2019,54.28,"23,393","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Ischaemic heart disease,Noncommunicable diseases,2019,126.56,"54,547","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,11.28,"7,759","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Diabetes mellitus,Noncommunicable diseases,2000,12.71,"8,744","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Kidney diseases,Noncommunicable diseases,2000,16.72,"11,504","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Liver cancer,Noncommunicable diseases,2000,17.35,"11,934","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Hypertensive heart disease,Noncommunicable diseases,2000,18.39,"12,649","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,35.96,"24,742","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Stroke,Noncommunicable diseases,2000,41.69,"28,683","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,51.64,"35,529","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Cirrhosis of the liver,Noncommunicable diseases,2000,57.38,"39,475","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Ischaemic heart disease,Noncommunicable diseases,2000,154.14,"106,048","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,13.39,"13,393","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Diabetes mellitus,Noncommunicable diseases,2019,19.13,"19,131","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,20.69,"20,694","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Hypertensive heart disease,Noncommunicable diseases,2019,21.09,"21,094","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Kidney diseases,Noncommunicable diseases,2019,21.09,"21,087","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,22.62,"22,624","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Liver cancer,Noncommunicable diseases,2019,24.51,"24,512","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Stroke,Noncommunicable diseases,2019,43.84,"43,839","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Cirrhosis of the liver,Noncommunicable diseases,2019,60.12,"60,122","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Ischaemic heart disease,Noncommunicable diseases,2019,173.87,"173,871","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,23.38,536,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diabetes mellitus,Noncommunicable diseases,2000,29.85,684,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Hypertensive heart disease,Noncommunicable diseases,2000,30.94,709,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Road injury,Injuries,2000,31.32,718,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Cirrhosis of the liver,Noncommunicable diseases,2000,46.65,"1,069","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Ischaemic heart disease,Noncommunicable diseases,2000,59.34,"1,360","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,78.27,"1,794","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Stroke,Noncommunicable diseases,2000,88.98,"2,040","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,149.54,"3,428","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,151.37,"3,470","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,18.93,662,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Hypertensive heart disease,Noncommunicable diseases,2019,26.47,926,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diabetes mellitus,Noncommunicable diseases,2019,27.01,944,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Cirrhosis of the liver,Noncommunicable diseases,2019,34.74,"1,215","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Road injury,Injuries,2019,37.92,"1,326","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,47.18,"1,650","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Ischaemic heart disease,Noncommunicable diseases,2019,61.59,"2,154","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,65.54,"2,292","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Stroke,Noncommunicable diseases,2019,73.32,"2,564","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,93.7,"3,277","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diabetes mellitus,Noncommunicable diseases,2000,20.41,"13,513","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Congenital anomalies,Noncommunicable diseases,2000,23.19,"15,349","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Road injury,Injuries,2000,24.62,"16,300","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Cirrhosis of the liver,Noncommunicable diseases,2000,33.35,"22,079","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Ischaemic heart disease,Noncommunicable diseases,2000,40.36,"26,715","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Stroke,Noncommunicable diseases,2000,52.03,"34,447","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,85.0,"56,270","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,161.94,"107,203","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,180.22,"119,304","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,181.24,"119,981","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Congenital anomalies,Noncommunicable diseases,2019,13.96,"15,638","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diabetes mellitus,Noncommunicable diseases,2019,14.52,"16,258","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,19.16,"21,455","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Cirrhosis of the liver,Noncommunicable diseases,2019,24.35,"27,270","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Road injury,Injuries,2019,28.18,"31,564","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Ischaemic heart disease,Noncommunicable diseases,2019,32.62,"36,530","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Stroke,Noncommunicable diseases,2019,35.14,"39,362","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,39.61,"44,361","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,53.51,"59,931","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,70.83,"79,332","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Road injury,Injuries,2000,21.25,261,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Cirrhosis of the liver,Noncommunicable diseases,2000,35.69,438,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,44.12,542,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Diabetes mellitus,Noncommunicable diseases,2000,46.58,572,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,74.82,919,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Ischaemic heart disease,Noncommunicable diseases,2000,78.21,961,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,80.82,993,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Stroke,Noncommunicable diseases,2000,80.9,994,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,81.99,"1,007","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,136.69,"1,679","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Cirrhosis of the liver,Noncommunicable diseases,2019,19.17,416,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Road injury,Injuries,2019,23.86,518,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,24.85,540,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Diabetes mellitus,Noncommunicable diseases,2019,29.58,643,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Stroke,Noncommunicable diseases,2019,41.26,896,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.45,966,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Ischaemic heart disease,Noncommunicable diseases,2019,46.9,"1,019","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.17,"1,112","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.92,"1,128","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,83.72,"1,819","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Cirrhosis of the liver,Noncommunicable diseases,2000,25.38,"4,898","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Road injury,Injuries,2000,25.79,"4,977","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Ischaemic heart disease,Noncommunicable diseases,2000,38.97,"7,522","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Stroke,Noncommunicable diseases,2000,46.02,"8,882","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,46.44,"8,962","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,52.34,"10,101","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,81.92,"15,811","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,88.84,"17,146","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,91.73,"17,704","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,107.76,"20,797","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Cirrhosis of the liver,Noncommunicable diseases,2019,19.91,"6,053","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,21.51,"6,538","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Road injury,Injuries,2019,25.68,"7,808","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,33.6,"10,214","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,36.72,"11,162","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.62,"13,565","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Ischaemic heart disease,Noncommunicable diseases,2019,46.39,"14,103","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Stroke,Noncommunicable diseases,2019,49.88,"15,163","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,53.49,"16,262","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,56.53,"17,185","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Road injury,Injuries,2000,31.09,"2,562","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,35.52,"2,927","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Ischaemic heart disease,Noncommunicable diseases,2000,38.13,"3,142","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Stroke,Noncommunicable diseases,2000,44.25,"3,647","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,57.92,"4,773","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,108.69,"8,956","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,132.37,"10,909","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
