Country,Cause,Type,Year,Deaths per 100K people,Deaths
Ethiopia,Congenital anomalies,Noncommunicable diseases,2000,23.19,"15,349"
Ethiopia,Road injury,Injuries,2000,24.62,"16,300"
Ethiopia,Cirrhosis of the liver,Noncommunicable diseases,2000,33.35,"22,079"
Ethiopia,Ischaemic heart disease,Noncommunicable diseases,2000,40.36,"26,715"
Ethiopia,Stroke,Noncommunicable diseases,2000,52.03,"34,447"
Ethiopia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,85.0,"56,270"
Ethiopia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,161.94,"107,203"
Ethiopia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,180.22,"119,304"
Ethiopia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,181.24,"119,981"
Ethiopia,Congenital anomalies,Noncommunicable diseases,2019,13.96,"15,638"
Ethiopia,Diabetes mellitus,Noncommunicable diseases,2019,14.52,"16,258"
Ethiopia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,19.16,"21,455"
Ethiopia,Cirrhosis of the liver,Noncommunicable diseases,2019,24.35,"27,270"
Ethiopia,Road injury,Injuries,2019,28.18,"31,564"
Ethiopia,Ischaemic heart disease,Noncommunicable diseases,2019,32.62,"36,530"
Ethiopia,Stroke,Noncommunicable diseases,2019,35.14,"39,362"
Ethiopia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,39.61,"44,361"
Ethiopia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,53.51,"59,931"
Ethiopia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,70.83,"79,332"
Gabon,Road injury,Injuries,2000,21.25,261
Gabon,Cirrhosis of the liver,Noncommunicable diseases,2000,35.69,438
Gabon,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,44.12,542
Gabon,Diabetes mellitus,Noncommunicable diseases,2000,46.58,572
Gabon,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,74.82,919
Gabon,Ischaemic heart disease,Noncommunicable diseases,2000,78.21,961
Gabon,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,80.82,993
Gabon,Stroke,Noncommunicable diseases,2000,80.9,994
Gabon,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,81.99,"1,007"
Gabon,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,136.69,"1,679"
Gabon,Cirrhosis of the liver,Noncommunicable diseases,2019,19.17,416
Gabon,Road injury,Injuries,2019,23.86,518
Gabon,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,24.85,540
Gabon,Diabetes mellitus,Noncommunicable diseases,2019,29.58,643
Gabon,Stroke,Noncommunicable diseases,2019,41.26,896
Gabon,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.45,966
Gabon,Ischaemic heart disease,Noncommunicable diseases,2019,46.9,"1,019"
Gabon,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.17,"1,112"
Gabon,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.92,"1,128"
Gabon,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,83.72,"1,819"
Ghana,Cirrhosis of the liver,Noncommunicable diseases,2000,25.38,"4,898"
Ghana,Road injury,Injuries,2000,25.79,"4,977"
Ghana,Ischaemic heart disease,Noncommunicable diseases,2000,38.97,"7,522"
Ghana,Stroke,Noncommunicable diseases,2000,46.02,"8,882"
Ghana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,46.44,"8,962"
Ghana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,52.34,"10,101"
Ghana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,81.92,"15,811"
Ghana,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,88.84,"17,146"
Ghana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,91.73,"17,704"
Ghana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,107.76,"20,797"
Ghana,Cirrhosis of the liver,Noncommunicable diseases,2019,19.91,"6,053"
Ghana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,21.51,"6,538"
Ghana,Road injury,Injuries,2019,25.68,"7,808"
Ghana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,33.6,"10,214"
Ghana,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,36.72,"11,162"
Ghana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.62,"13,565"
Ghana,Ischaemic heart disease,Noncommunicable diseases,2019,46.39,"14,103"
Ghana,Stroke,Noncommunicable diseases,2019,49.88,"15,163"
Ghana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,53.49,"16,262"
Ghana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,56.53,"17,185"
Guinea,Road injury,Injuries,2000,31.09,"2,562"
Guinea,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,35.52,"2,927"
Guinea,Ischaemic heart disease,Noncommunicable diseases,2000,38.13,"3,142"
Guinea,Stroke,Noncommunicable diseases,2000,44.25,"3,647"
Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,57.92,"4,773"
Guinea,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,108.69,"8,956"
Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,132.37,"10,909"
Guinea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,135.01,"11,126"
Guinea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,150.43,"12,396"
Guinea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,170.61,"14,060"
Guinea,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,20.57,"2,633"
Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,23.59,"3,020"
Guinea,Road injury,Injuries,2019,29.6,"3,788"
Guinea,Ischaemic heart disease,Noncommunicable diseases,2019,44.26,"5,665"
Guinea,Stroke,Noncommunicable diseases,2019,45.13,"5,777"
Guinea,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019,47.07,"6,025"
Guinea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,53.03,"6,788"
Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,63.91,"8,180"
Guinea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,95.51,"12,225"
Guinea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,99.92,"12,790"
Gambia,Congenital anomalies,Noncommunicable diseases,2000,21.67,286
Gambia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,25.72,339
Gambia,Road injury,Injuries,2000,25.73,339
Gambia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,33.09,436
Gambia,Stroke,Noncommunicable diseases,2000,38.03,501
Gambia,Ischaemic heart disease,Noncommunicable diseases,2000,42.26,557
Gambia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,54.61,720
Gambia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,102.37,"1,349"
Gambia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,114.81,"1,513"
Gambia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,143.58,"1,892"
Gambia,Congenital anomalies,Noncommunicable diseases,2019,16.32,383
Gambia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,18.95,445
Gambia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,26.65,626
Gambia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,28.71,674
Gambia,Road injury,Injuries,2019,29.62,695
Gambia,Stroke,Noncommunicable diseases,2019,34.18,802
Gambia,Ischaemic heart disease,Noncommunicable diseases,2019,42.88,"1,007"
Gambia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,47.91,"1,125"
Gambia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,57.09,"1,340"
Gambia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,85.9,"2,017"
Guinea-Bissau,Cirrhosis of the liver,Noncommunicable diseases,2000,29.36,353
Guinea-Bissau,Road injury,Injuries,2000,30.66,368
Guinea-Bissau,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,52.89,635
Guinea-Bissau,Ischaemic heart disease,Noncommunicable diseases,2000,58.91,708
Guinea-Bissau,Stroke,Noncommunicable diseases,2000,59.41,714
Guinea-Bissau,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,73.14,879
Guinea-Bissau,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,92.27,"1,108"
Guinea-Bissau,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,166.37,"1,999"
Guinea-Bissau,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,179.16,"2,152"
Guinea-Bissau,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,186.21,"2,237"
Guinea-Bissau,Cirrhosis of the liver,Noncommunicable diseases,2019,21.08,405
Guinea-Bissau,Road injury,Injuries,2019,32.23,619
Guinea-Bissau,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,35.61,684
Guinea-Bissau,Stroke,Noncommunicable diseases,2019,43.16,829
Guinea-Bissau,Ischaemic heart disease,Noncommunicable diseases,2019,47.21,907
Guinea-Bissau,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,47.52,913
Guinea-Bissau,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,72.19,"1,387"
Guinea-Bissau,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,72.34,"1,390"
Guinea-Bissau,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,75.24,"1,445"
Guinea-Bissau,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,104.47,"2,007"
Equatorial Guinea,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,6.33,38
Equatorial Guinea,Road injury,Injuries,2000,22.11,134
Equatorial Guinea,Diabetes mellitus,Noncommunicable diseases,2000,25.55,155
Equatorial Guinea,Ischaemic heart disease,Noncommunicable diseases,2000,59.47,360
Equatorial Guinea,Stroke,Noncommunicable diseases,2000,66.58,404
Equatorial Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,105.91,642
Equatorial Guinea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,128.62,780
Equatorial Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,130.49,791
Equatorial Guinea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,148.3,899
Equatorial Guinea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,155.85,945
Equatorial Guinea,Diabetes mellitus,Noncommunicable diseases,2019,22.06,299
Equatorial Guinea,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,23.66,321
Equatorial Guinea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,25.73,349
Equatorial Guinea,Road injury,Injuries,2019,27.17,368
Equatorial Guinea,Ischaemic heart disease,Noncommunicable diseases,2019,30.89,419
Equatorial Guinea,Stroke,Noncommunicable diseases,2019,32.24,437
Equatorial Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,49.23,668
Equatorial Guinea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,67.31,913
Equatorial Guinea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,79.19,"1,074"
Equatorial Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,135.58,"1,838"
Kenya,Ischaemic heart disease,Noncommunicable diseases,2000,19.83,"6,345"
Kenya,Road injury,Injuries,2000,26.41,"8,452"
Kenya,Cirrhosis of the liver,Noncommunicable diseases,2000,29.77,"9,528"
Kenya,Stroke,Noncommunicable diseases,2000,33.77,"10,806"
Kenya,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,40.9,"13,089"
Kenya,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,44.74,"14,317"
Kenya,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,73.95,"23,663"
Kenya,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,86.75,"27,760"
Kenya,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,96.68,"30,939"
Kenya,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,339.47,"108,629"
Kenya,Ischaemic heart disease,Noncommunicable diseases,2019,22.76,"11,972"
Kenya,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,24.05,"12,652"
Kenya,Cirrhosis of the liver,Noncommunicable diseases,2019,25.48,"13,405"
Kenya,Road injury,Injuries,2019,28.29,"14,883"
Kenya,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,29.32,"15,420"
Kenya,Stroke,Noncommunicable diseases,2019,30.22,"15,895"
Kenya,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,37.37,"19,655"
Kenya,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,39.71,"20,885"
Kenya,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,42.91,"22,571"
Kenya,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,48.77,"25,652"
Liberia,Road injury,Injuries,2000,35.48,"1,011"
Liberia,Stroke,Noncommunicable diseases,2000,39.98,"1,139"
Liberia,Ischaemic heart disease,Noncommunicable diseases,2000,41.87,"1,193"
Liberia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,47.98,"1,367"
Liberia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,110.52,"3,148"
Liberia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,122.54,"3,490"
Liberia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,138.32,"3,940"
Liberia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,140.19,"3,993"
Liberia,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,145.93,"4,157"
Liberia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,161.86,"4,610"
Liberia,Stroke,Noncommunicable diseases,2019,31.96,"1,578"
Liberia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,32.24,"1,592"
Liberia,Ischaemic heart disease,Noncommunicable diseases,2019,38.17,"1,885"
Liberia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,38.87,"1,919"
Liberia,Road injury,Injuries,2019,38.89,"1,920"
Liberia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,49.17,"2,428"
Liberia,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.74,"2,554"
Liberia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,54.54,"2,693"
Liberia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,56.03,"2,766"
Liberia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,89.21,"4,405"
Libya,Collective violence and legal intervention,Injuries,2000,1.15,62
Libya,Alzheimer disease and other dementias,Noncommunicable diseases,2000,7.0,375
Libya,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,7.11,381
Libya,Diabetes mellitus,Noncommunicable diseases,2000,7.5,402
Libya,Hypertensive heart disease,Noncommunicable diseases,2000,8.86,475
Libya,Kidney diseases,Noncommunicable diseases,2000,12.83,687
Libya,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,14.58,781
Libya,Road injury,Injuries,2000,20.61,"1,104"
Libya,Stroke,Noncommunicable diseases,2000,32.73,"1,754"
Libya,Ischaemic heart disease,Noncommunicable diseases,2000,78.73,"4,218"
Libya,Alzheimer disease and other dementias,Noncommunicable diseases,2019,10.96,743
Libya,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,10.97,744
Libya,Diabetes mellitus,Noncommunicable diseases,2019,11.85,803
Libya,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,11.98,812
Libya,Hypertensive heart disease,Noncommunicable diseases,2019,13.5,915
Libya,Collective violence and legal intervention,Injuries,2019,15.56,"1,055"
Libya,Kidney diseases,Noncommunicable diseases,2019,17.5,"1,186"
Libya,Road injury,Injuries,2019,21.3,"1,444"
Libya,Stroke,Noncommunicable diseases,2019,38.41,"2,603"
Libya,Ischaemic heart disease,Noncommunicable diseases,2019,97.53,"6,610"
Lesotho,Self-harm,Injuries,2000,28.56,581
Lesotho,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,38.19,776
Lesotho,Diabetes mellitus,Noncommunicable diseases,2000,41.23,838
Lesotho,Ischaemic heart disease,Noncommunicable diseases,2000,52.67,"1,071"
Lesotho,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,54.84,"1,115"
Lesotho,Stroke,Noncommunicable diseases,2000,80.85,"1,644"
Lesotho,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,96.24,"1,956"
Lesotho,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,110.92,"2,255"
Lesotho,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,111.12,"2,259"
Lesotho,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,567.66,"11,540"
Lesotho,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,51.85,"1,102"
Lesotho,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,56.86,"1,208"
Lesotho,Self-harm,Injuries,2019,72.44,"1,539"
Lesotho,Diabetes mellitus,Noncommunicable diseases,2019,94.09,"2,000"
Lesotho,Ischaemic heart disease,Noncommunicable diseases,2019,98.85,"2,101"
Lesotho,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,101.31,"2,153"
Lesotho,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,110.77,"2,354"
Lesotho,Stroke,Noncommunicable diseases,2019,132.54,"2,817"
Lesotho,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,151.24,"3,214"
Lesotho,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,224.32,"4,767"
Morocco,Diabetes mellitus,Noncommunicable diseases,2000,9.35,"2,692"
Morocco,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,10.46,"3,014"
Morocco,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2000,10.58,"3,048"
Morocco,Kidney diseases,Noncommunicable diseases,2000,16.6,"4,782"
Morocco,Hypertensive heart disease,Noncommunicable diseases,2000,19.24,"5,542"
Morocco,Road injury,Injuries,2000,23.85,"6,870"
Morocco,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,30.43,"8,765"
Morocco,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,49.68,"14,307"
Morocco,Stroke,Noncommunicable diseases,2000,63.72,"18,350"
Morocco,Ischaemic heart disease,Noncommunicable diseases,2000,150.13,"43,238"
Morocco,Road injury,Injuries,2019,16.94,"6,185"
Morocco,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,17.25,"6,296"
Morocco,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2019,18.04,"6,585"
Morocco,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,19.83,"7,237"
Morocco,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,20.11,"7,339"
Morocco,Diabetes mellitus,Noncommunicable diseases,2019,20.21,"7,377"
Morocco,Kidney diseases,Noncommunicable diseases,2019,27.99,"10,216"
Morocco,Hypertensive heart disease,Noncommunicable diseases,2019,29.41,"10,736"
Morocco,Stroke,Noncommunicable diseases,2019,87.29,"31,861"
Morocco,Ischaemic heart disease,Noncommunicable diseases,2019,211.89,"77,340"
Madagascar,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,14.26,"2,253"
Madagascar,Hypertensive heart disease,Noncommunicable diseases,2000,23.52,"3,716"
Madagascar,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,24.48,"3,868"
Madagascar,Road injury,Injuries,2000,26.57,"4,198"
Madagascar,Ischaemic heart disease,Noncommunicable diseases,2000,42.41,"6,700"
Madagascar,Stroke,Noncommunicable diseases,2000,67.71,"10,698"
Madagascar,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,84.01,"13,273"
Madagascar,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,106.92,"16,893"
Madagascar,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,112.18,"17,724"
Madagascar,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,138.76,"21,925"
Madagascar,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,20.4,"5,507"
Madagascar,Hypertensive heart disease,Noncommunicable diseases,2019,22.99,"6,208"
Madagascar,Road injury,Injuries,2019,29.18,"7,880"
Madagascar,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019,33.97,"9,172"
Madagascar,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,41.06,"11,085"
Madagascar,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,42.98,"11,606"
Madagascar,Ischaemic heart disease,Noncommunicable diseases,2019,45.88,"12,388"
Madagascar,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.51,"13,908"
Madagascar,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,54.09,"14,605"
Madagascar,Stroke,Noncommunicable diseases,2019,66.53,"17,964"
Mali,Road injury,Injuries,2000,25.67,"2,798"
Mali,Ischaemic heart disease,Noncommunicable diseases,2000,40.16,"4,377"
Mali,Stroke,Noncommunicable diseases,2000,45.24,"4,931"
Mali,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2000,48.86,"5,326"
Mali,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,53.41,"5,822"
Mali,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,63.04,"6,871"
Mali,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,158.88,"17,318"
Mali,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,169.44,"18,469"
Mali,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,203.12,"22,140"
Mali,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,204.33,"22,272"
Mali,Road injury,Injuries,2019,22.66,"4,465"
Mali,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,23.0,"4,531"
Mali,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,29.36,"5,785"
Mali,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2019,29.68,"5,848"
Mali,Ischaemic heart disease,Noncommunicable diseases,2019,29.99,"5,907"
Mali,Stroke,Noncommunicable diseases,2019,31.28,"6,163"
Mali,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,59.28,"11,678"
Mali,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,68.12,"13,419"
Mali,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,75.56,"14,885"
Mali,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,117.61,"23,169"
Mozambique,Hypertensive heart disease,Noncommunicable diseases,2000,22.79,"4,033"
Mozambique,Diabetes mellitus,Noncommunicable diseases,2000,23.15,"4,097"
Mozambique,Road injury,Injuries,2000,33.99,"6,017"
Mozambique,Ischaemic heart disease,Noncommunicable diseases,2000,39.41,"6,976"
Mozambique,Stroke,Noncommunicable diseases,2000,84.05,"14,877"
Mozambique,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,113.99,"20,176"
Mozambique,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,133.41,"23,613"
Mozambique,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,174.54,"30,894"
Mozambique,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,191.73,"33,936"
Mozambique,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,215.85,"38,206"
Mozambique,Hypertensive heart disease,Noncommunicable diseases,2019,19.03,"5,786"
Mozambique,Diabetes mellitus,Noncommunicable diseases,2019,22.62,"6,877"
Mozambique,Road injury,Injuries,2019,29.99,"9,117"
Mozambique,Ischaemic heart disease,Noncommunicable diseases,2019,41.52,"12,621"
Mozambique,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,42.52,"12,928"
Mozambique,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,49.25,"14,971"
Mozambique,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,73.83,"22,445"
Mozambique,Stroke,Noncommunicable diseases,2019,76.02,"23,110"
Mozambique,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,91.5,"27,817"
Mozambique,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,165.89,"50,430"
Mauritania,Congenital anomalies,Noncommunicable diseases,2000,15.42,405
Mauritania,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,23.43,616
Mauritania,Road injury,Injuries,2000,26.08,686
Mauritania,Stroke,Noncommunicable diseases,2000,32.65,859
Mauritania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,35.81,942
Mauritania,Ischaemic heart disease,Noncommunicable diseases,2000,36.56,962
Mauritania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,56.13,"1,476"
Mauritania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,85.75,"2,255"
Mauritania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,107.13,"2,818"
Mauritania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,141.64,"3,725"
Mauritania,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,14.11,639
Mauritania,Congenital anomalies,Noncommunicable diseases,2019,14.7,665
Mauritania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,15.83,717
Mauritania,Road injury,Injuries,2019,25.6,"1,158"
Mauritania,Stroke,Noncommunicable diseases,2019,28.88,"1,307"
Mauritania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,31.43,"1,423"
Mauritania,Ischaemic heart disease,Noncommunicable diseases,2019,36.14,"1,636"
Mauritania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,36.6,"1,656"
Mauritania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,60.89,"2,756"
