Country,Cause,Type,Year,Deaths per 100K people,Deaths,missing,source
Algeria,Diabetes mellitus,Noncommunicable diseases,2019.0,10.85,"4,678",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Alzheimer disease and other dementias,Noncommunicable diseases,2019.0,13.07,"5,635",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.91,"7,289",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Kidney diseases,Noncommunicable diseases,2019.0,17.47,"7,528",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Hypertensive heart disease,Noncommunicable diseases,2019.0,19.42,"8,370",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Road injury,Injuries,2019.0,20.87,"8,996",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,29.37,"12,656",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Stroke,Noncommunicable diseases,2019.0,54.28,"23,393",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Algeria,Ischaemic heart disease,Noncommunicable diseases,2019.0,126.56,"54,547",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000.0,11.28,"7,759",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Diabetes mellitus,Noncommunicable diseases,2000.0,12.71,"8,744",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Kidney diseases,Noncommunicable diseases,2000.0,16.72,"11,504",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Liver cancer,Noncommunicable diseases,2000.0,17.35,"11,934",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Hypertensive heart disease,Noncommunicable diseases,2000.0,18.39,"12,649",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,35.96,"24,742",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Stroke,Noncommunicable diseases,2000.0,41.69,"28,683",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,51.64,"35,529",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Cirrhosis of the liver,Noncommunicable diseases,2000.0,57.38,"39,475",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Ischaemic heart disease,Noncommunicable diseases,2000.0,154.14,"106,048",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019.0,13.39,"13,393",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Diabetes mellitus,Noncommunicable diseases,2019.0,19.13,"19,131",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,20.69,"20,694",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Hypertensive heart disease,Noncommunicable diseases,2019.0,21.09,"21,094",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Kidney diseases,Noncommunicable diseases,2019.0,21.09,"21,087",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,22.62,"22,624",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Liver cancer,Noncommunicable diseases,2019.0,24.51,"24,512",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Stroke,Noncommunicable diseases,2019.0,43.84,"43,839",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Cirrhosis of the liver,Noncommunicable diseases,2019.0,60.12,"60,122",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Egypt,Ischaemic heart disease,Noncommunicable diseases,2019.0,173.87,"173,871",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000.0,23.38,536,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diabetes mellitus,Noncommunicable diseases,2000.0,29.85,684,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Hypertensive heart disease,Noncommunicable diseases,2000.0,30.94,709,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Road injury,Injuries,2000.0,31.32,718,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Cirrhosis of the liver,Noncommunicable diseases,2000.0,46.65,"1,069",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Ischaemic heart disease,Noncommunicable diseases,2000.0,59.34,"1,360",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,78.27,"1,794",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Stroke,Noncommunicable diseases,2000.0,88.98,"2,040",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,149.54,"3,428",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,151.37,"3,470",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019.0,18.93,662,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Hypertensive heart disease,Noncommunicable diseases,2019.0,26.47,926,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diabetes mellitus,Noncommunicable diseases,2019.0,27.01,944,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Cirrhosis of the liver,Noncommunicable diseases,2019.0,34.74,"1,215",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Road injury,Injuries,2019.0,37.92,"1,326",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,47.18,"1,650",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Ischaemic heart disease,Noncommunicable diseases,2019.0,61.59,"2,154",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,65.54,"2,292",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Stroke,Noncommunicable diseases,2019.0,73.32,"2,564",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Eritrea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,93.7,"3,277",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Western Sahara,,,,,nan,True,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diabetes mellitus,Noncommunicable diseases,2000.0,20.41,"13,513",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Congenital anomalies,Noncommunicable diseases,2000.0,23.19,"15,349",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Road injury,Injuries,2000.0,24.62,"16,300",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Cirrhosis of the liver,Noncommunicable diseases,2000.0,33.35,"22,079",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Ischaemic heart disease,Noncommunicable diseases,2000.0,40.36,"26,715",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Stroke,Noncommunicable diseases,2000.0,52.03,"34,447",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,85.0,"56,270",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,161.94,"107,203",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,180.22,"119,304",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,181.24,"119,981",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Congenital anomalies,Noncommunicable diseases,2019.0,13.96,"15,638",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diabetes mellitus,Noncommunicable diseases,2019.0,14.52,"16,258",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,19.16,"21,455",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Cirrhosis of the liver,Noncommunicable diseases,2019.0,24.35,"27,270",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Road injury,Injuries,2019.0,28.18,"31,564",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Ischaemic heart disease,Noncommunicable diseases,2019.0,32.62,"36,530",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Stroke,Noncommunicable diseases,2019.0,35.14,"39,362",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,39.61,"44,361",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,53.51,"59,931",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ethiopia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,70.83,"79,332",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Road injury,Injuries,2000.0,21.25,261,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Cirrhosis of the liver,Noncommunicable diseases,2000.0,35.69,438,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,44.12,542,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Diabetes mellitus,Noncommunicable diseases,2000.0,46.58,572,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,74.82,919,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Ischaemic heart disease,Noncommunicable diseases,2000.0,78.21,961,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,80.82,993,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Stroke,Noncommunicable diseases,2000.0,80.9,994,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,81.99,"1,007",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,136.69,"1,679",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Cirrhosis of the liver,Noncommunicable diseases,2019.0,19.17,416,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Road injury,Injuries,2019.0,23.86,518,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,24.85,540,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Diabetes mellitus,Noncommunicable diseases,2019.0,29.58,643,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Stroke,Noncommunicable diseases,2019.0,41.26,896,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.45,966,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Ischaemic heart disease,Noncommunicable diseases,2019.0,46.9,"1,019",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,51.17,"1,112",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,51.92,"1,128",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Gabon,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,83.72,"1,819",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Cirrhosis of the liver,Noncommunicable diseases,2000.0,25.38,"4,898",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Road injury,Injuries,2000.0,25.79,"4,977",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Ischaemic heart disease,Noncommunicable diseases,2000.0,38.97,"7,522",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Stroke,Noncommunicable diseases,2000.0,46.02,"8,882",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,46.44,"8,962",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,52.34,"10,101",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,81.92,"15,811",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,88.84,"17,146",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,91.73,"17,704",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,107.76,"20,797",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Cirrhosis of the liver,Noncommunicable diseases,2019.0,19.91,"6,053",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,21.51,"6,538",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Road injury,Injuries,2019.0,25.68,"7,808",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,33.6,"10,214",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,36.72,"11,162",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.62,"13,565",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Ischaemic heart disease,Noncommunicable diseases,2019.0,46.39,"14,103",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Stroke,Noncommunicable diseases,2019.0,49.88,"15,163",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,53.49,"16,262",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Ghana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,56.53,"17,185",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Road injury,Injuries,2000.0,31.09,"2,562",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,35.52,"2,927",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Ischaemic heart disease,Noncommunicable diseases,2000.0,38.13,"3,142",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Stroke,Noncommunicable diseases,2000.0,44.25,"3,647",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,57.92,"4,773",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,108.69,"8,956",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,132.37,"10,909",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,135.01,"11,126",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,150.43,"12,396",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,170.61,"14,060",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,20.57,"2,633",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,23.59,"3,020",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Road injury,Injuries,2019.0,29.6,"3,788",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Ischaemic heart disease,Noncommunicable diseases,2019.0,44.26,"5,665",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Stroke,Noncommunicable diseases,2019.0,45.13,"5,777",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,47.07,"6,025",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,53.03,"6,788",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,63.91,"8,180",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,95.51,"12,225",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Guinea,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,99.92,"12,790",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
