year,donor_code,recipient_code,value,indicator,recipient
2009,742,10012,0.85,imputed_multilateral,Oceania
2009,742,10007,78.92,imputed_multilateral,Asia
2005,742,10001,84.24,imputed_multilateral,Africa
2005,742,10011,4.1,imputed_multilateral,Middle East
2005,742,10012,2.58,imputed_multilateral,Oceania
2005,742,10007,96.2,imputed_multilateral,Asia
2006,742,9998,11.89,imputed_multilateral,"Developing countries, unspecified"
2006,742,10004,5.6,imputed_multilateral,America
2006,742,10010,3.14,imputed_multilateral,Europe
2006,742,10001,26.3,imputed_multilateral,Africa
2006,742,10011,3.12,imputed_multilateral,Middle East
2006,742,10012,1.33,imputed_multilateral,Oceania
2006,742,10007,52.02,imputed_multilateral,Asia
2007,742,9998,12.32,imputed_multilateral,"Developing countries, unspecified"
2007,742,10004,7.19,imputed_multilateral,America
2007,742,10010,4.65,imputed_multilateral,Europe
2007,742,10001,77.9,imputed_multilateral,Africa
2007,742,10011,4.12,imputed_multilateral,Middle East
2007,742,10012,1.37,imputed_multilateral,Oceania
2007,742,10007,89.83,imputed_multilateral,Asia
2008,742,9998,15.9,imputed_multilateral,"Developing countries, unspecified"
2008,742,10004,75.58,imputed_multilateral,America
2008,742,10010,4.89,imputed_multilateral,Europe
2008,742,10001,73.28,imputed_multilateral,Africa
2008,742,10011,4.38,imputed_multilateral,Middle East
2008,742,10012,3.86,imputed_multilateral,Oceania
2008,742,10007,80.31,imputed_multilateral,Asia
2022,742,10004,73.830141,imputed_multilateral,America
2022,742,10010,14.96362,imputed_multilateral,Europe
2022,742,10001,207.351583,imputed_multilateral,Africa
2022,742,10011,9.17969,imputed_multilateral,Middle East
2022,742,10012,5.993793,imputed_multilateral,Oceania
2022,742,10007,123.065515,imputed_multilateral,Asia
2023,742,9998,27.112077,imputed_multilateral,"Developing countries, unspecified"
2023,742,10004,92.06199,imputed_multilateral,America
2023,742,10010,30.082413,imputed_multilateral,Europe
2023,742,10001,361.887246,imputed_multilateral,Africa
2023,742,10011,17.34024,imputed_multilateral,Middle East
2023,742,10012,5.497692,imputed_multilateral,Oceania
2023,742,10007,220.890521,imputed_multilateral,Asia
2024,742,9998,42.167604,imputed_multilateral,"Developing countries, unspecified"
2024,742,10004,74.852868,imputed_multilateral,America
2024,742,10010,57.723068,imputed_multilateral,Europe
2024,742,10001,307.16455,imputed_multilateral,Africa
2024,742,10011,24.805852,imputed_multilateral,Middle East
2024,742,10012,5.670959,imputed_multilateral,Oceania
2024,742,10007,199.019459,imputed_multilateral,Asia
2000,742,9998,2.24,imputed_multilateral,"Developing countries, unspecified"
2000,742,10004,4.7,imputed_multilateral,America
2000,742,10010,2.65,imputed_multilateral,Europe
2000,742,10001,41.36,imputed_multilateral,Africa
2000,742,10011,1.95,imputed_multilateral,Middle East
2000,742,10012,0.75,imputed_multilateral,Oceania
2000,742,10007,36.29,imputed_multilateral,Asia
2001,742,9998,5.51,imputed_multilateral,"Developing countries, unspecified"
2001,742,10004,6.28,imputed_multilateral,America
2001,742,10010,2.73,imputed_multilateral,Europe
2001,742,10001,38.22,imputed_multilateral,Africa
2001,742,10011,2.57,imputed_multilateral,Middle East
2001,742,10012,0.67,imputed_multilateral,Oceania
2001,742,10007,47.52,imputed_multilateral,Asia
2002,742,9998,3.05,imputed_multilateral,"Developing countries, unspecified"
2002,742,10004,4.29,imputed_multilateral,America
2002,742,10010,2.79,imputed_multilateral,Europe
2002,742,10001,24.57,imputed_multilateral,Africa
2002,742,10011,2.11,imputed_multilateral,Middle East
2002,742,10012,0.64,imputed_multilateral,Oceania
2002,742,10007,41.47,imputed_multilateral,Asia
2002,6,10007,290.01,imputed_multilateral,Asia
2001,6,9998,106.48,imputed_multilateral,"Developing countries, unspecified"
2001,6,10004,105.0,imputed_multilateral,America
2001,6,10010,149.71,imputed_multilateral,Europe
2001,6,10001,504.55,imputed_multilateral,Africa
2001,6,10011,39.61,imputed_multilateral,Middle East
2001,6,10012,8.84,imputed_multilateral,Oceania
2001,6,10007,287.8,imputed_multilateral,Asia
2003,6,9998,144.56,imputed_multilateral,"Developing countries, unspecified"
2003,6,10004,126.69,imputed_multilateral,America
2003,6,10010,120.91,imputed_multilateral,Europe
2021,742,9998,18.348437,imputed_multilateral,"Developing countries, unspecified"
2021,742,10004,155.284337,imputed_multilateral,America
2021,742,10010,16.630121,imputed_multilateral,Europe
2021,742,10001,205.098276,imputed_multilateral,Africa
2021,742,10011,11.927904,imputed_multilateral,Middle East
2021,742,10012,7.362994,imputed_multilateral,Oceania
2021,742,10007,177.375383,imputed_multilateral,Asia
2020,742,9998,10.17484,imputed_multilateral,"Developing countries, unspecified"
2020,742,10004,92.75104,imputed_multilateral,America
2020,742,10010,8.83773,imputed_multilateral,Europe
2020,742,10001,168.492806,imputed_multilateral,Africa
2020,742,10011,6.918179,imputed_multilateral,Middle East
2020,742,10012,4.554833,imputed_multilateral,Oceania
2020,742,10007,103.092128,imputed_multilateral,Asia
2019,742,9998,12.267393,imputed_multilateral,"Developing countries, unspecified"
2019,742,10004,64.260828,imputed_multilateral,America
2019,742,10010,7.978779,imputed_multilateral,Europe
2019,742,10001,267.67808,imputed_multilateral,Africa
2019,742,10011,16.131923,imputed_multilateral,Middle East
2019,742,10012,5.535154,imputed_multilateral,Oceania
2019,742,10007,185.976322,imputed_multilateral,Asia
2017,742,9998,34.41,imputed_multilateral,"Developing countries, unspecified"
2017,742,10004,53.89,imputed_multilateral,America
2017,742,10010,6.92,imputed_multilateral,Europe
2017,742,10001,190.75,imputed_multilateral,Africa
2017,742,10011,12.79,imputed_multilateral,Middle East
2017,742,10012,7.02,imputed_multilateral,Oceania
2017,742,10007,144.42,imputed_multilateral,Asia
2018,742,9998,30.2,imputed_multilateral,"Developing countries, unspecified"
2018,742,10004,47.34,imputed_multilateral,America
2018,742,10010,3.15,imputed_multilateral,Europe
2018,742,10001,202.85,imputed_multilateral,Africa
2018,742,10011,9.46,imputed_multilateral,Middle East
2018,742,10012,9.06,imputed_multilateral,Oceania
2018,742,10007,300.17,imputed_multilateral,Asia
2016,742,9998,51.32,imputed_multilateral,"Developing countries, unspecified"
2016,742,10004,16.57,imputed_multilateral,America
2016,742,10010,8.59,imputed_multilateral,Europe
2016,742,10001,182.59,imputed_multilateral,Africa
2016,742,10011,5.4,imputed_multilateral,Middle East
2016,742,10012,5.06,imputed_multilateral,Oceania
2016,742,10007,160.98,imputed_multilateral,Asia
2022,742,9998,27.098177,imputed_multilateral,"Developing countries, unspecified"
2021,701,10012,59.064458,imputed_multilateral,Oceania
2021,701,10007,928.722446,imputed_multilateral,Asia
2024,701,9998,165.006629,imputed_multilateral,"Developing countries, unspecified"
2024,701,10004,117.696548,imputed_multilateral,America
2024,701,10010,24.552516,imputed_multilateral,Europe
2024,701,10001,1652.360428,imputed_multilateral,Africa
2024,701,10011,33.015831,imputed_multilateral,Middle East
2024,701,10012,29.240284,imputed_multilateral,Oceania
2024,701,10007,617.037614,imputed_multilateral,Asia
2023,701,9998,140.782534,imputed_multilateral,"Developing countries, unspecified"
2023,701,10004,120.67461,imputed_multilateral,America
2023,701,10010,28.732624,imputed_multilateral,Europe
2023,701,10001,1947.57773,imputed_multilateral,Africa
2023,701,10011,62.877656,imputed_multilateral,Middle East
2023,701,10012,34.724688,imputed_multilateral,Oceania
2023,701,10007,1002.781943,imputed_multilateral,Asia
2022,701,9998,167.520734,imputed_multilateral,"Developing countries, unspecified"
2022,701,10004,187.888499,imputed_multilateral,America
2022,701,10010,42.091466,imputed_multilateral,Europe
2022,701,10001,1174.000481,imputed_multilateral,Africa
2022,701,10011,40.629633,imputed_multilateral,Middle East
2022,701,10012,40.410784,imputed_multilateral,Oceania
2022,701,10007,637.966582,imputed_multilateral,Asia
2020,701,10001,1568.610483,imputed_multilateral,Africa
2020,701,10011,39.753572,imputed_multilateral,Middle East
2020,701,10012,66.143581,imputed_multilateral,Oceania
2020,701,10007,1059.104012,imputed_multilateral,Asia
2011,742,10007,131.28,imputed_multilateral,Asia
2018,83,10001,10.34,imputed_multilateral,Africa
2018,83,10011,2.37,imputed_multilateral,Middle East
2018,83,10012,0.22,imputed_multilateral,Oceania
2018,83,10007,5.92,imputed_multilateral,Asia
2019,83,9998,3.11287,imputed_multilateral,"Developing countries, unspecified"
2019,83,10004,1.461469,imputed_multilateral,America
2019,83,10010,5.730456,imputed_multilateral,Europe
2019,83,10001,11.812411,imputed_multilateral,Africa
2019,83,10011,2.275711,imputed_multilateral,Middle East
2019,83,10012,0.232187,imputed_multilateral,Oceania
2019,83,10007,5.590665,imputed_multilateral,Asia
2020,83,9998,2.969797,imputed_multilateral,"Developing countries, unspecified"
2020,83,10004,2.264377,imputed_multilateral,America
2020,83,10010,7.305242,imputed_multilateral,Europe
2020,83,10001,13.27218,imputed_multilateral,Africa
2012,83,10012,0.1,imputed_multilateral,Oceania
2005,83,10012,0.11,imputed_multilateral,Oceania
2014,83,10012,0.11,imputed_multilateral,Oceania
2006,83,10012,0.08,imputed_multilateral,Oceania
2002,83,9998,0.07,imputed_multilateral,"Developing countries, unspecified"
2007,83,10012,0.07,imputed_multilateral,Oceania
2002,83,10004,0.03,imputed_multilateral,America
2002,83,10011,0.03,imputed_multilateral,Middle East
2002,83,10010,0.02,imputed_multilateral,Europe
2000,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2000,83,10004,0.0,imputed_multilateral,America
2000,83,10010,0.0,imputed_multilateral,Europe
2000,83,10001,0.0,imputed_multilateral,Africa
2000,83,10011,0.0,imputed_multilateral,Middle East
2000,83,10012,0.0,imputed_multilateral,Oceania
2000,83,10007,0.0,imputed_multilateral,Asia
2001,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2001,83,10004,0.0,imputed_multilateral,America
2001,83,10010,0.0,imputed_multilateral,Europe
2001,83,10001,0.0,imputed_multilateral,Africa
2001,83,10011,0.0,imputed_multilateral,Middle East
2001,83,10012,0.0,imputed_multilateral,Oceania
2001,83,10007,0.0,imputed_multilateral,Asia
2003,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2003,83,10004,0.0,imputed_multilateral,America
2003,83,10010,0.0,imputed_multilateral,Europe
2003,83,10001,0.0,imputed_multilateral,Africa
2003,83,10011,0.0,imputed_multilateral,Middle East
2003,83,10012,0.0,imputed_multilateral,Oceania
2003,83,10007,0.0,imputed_multilateral,Asia
2004,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2004,83,10004,0.0,imputed_multilateral,America
2004,83,10010,0.0,imputed_multilateral,Europe
2004,83,10001,0.0,imputed_multilateral,Africa
2004,83,10011,0.0,imputed_multilateral,Middle East
2004,83,10012,0.0,imputed_multilateral,Oceania
2004,83,10007,0.0,imputed_multilateral,Asia
2008,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2008,83,10004,0.0,imputed_multilateral,America
2008,83,10010,0.0,imputed_multilateral,Europe
2008,83,10001,0.0,imputed_multilateral,Africa
2008,83,10011,0.0,imputed_multilateral,Middle East
2008,83,10012,0.0,imputed_multilateral,Oceania
2008,83,10007,0.0,imputed_multilateral,Asia
2009,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2009,83,10004,0.0,imputed_multilateral,America
2009,83,10010,0.0,imputed_multilateral,Europe
2009,83,10001,0.0,imputed_multilateral,Africa
2009,83,10011,0.0,imputed_multilateral,Middle East
2009,83,10012,0.0,imputed_multilateral,Oceania
2009,83,10007,0.0,imputed_multilateral,Asia
2010,83,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2010,83,10004,0.0,imputed_multilateral,America
2010,83,10010,0.0,imputed_multilateral,Europe
2010,83,10001,0.0,imputed_multilateral,Africa
2010,83,10011,0.0,imputed_multilateral,Middle East
2010,83,10012,0.0,imputed_multilateral,Oceania
2010,83,10007,0.0,imputed_multilateral,Asia
2002,83,10012,0.0,imputed_multilateral,Oceania
2003,742,9998,3.44,imputed_multilateral,"Developing countries, unspecified"
2003,742,10004,6.12,imputed_multilateral,America
2003,742,10010,3.23,imputed_multilateral,Europe
2003,742,10001,49.8,imputed_multilateral,Africa
2003,742,10011,2.87,imputed_multilateral,Middle East
2003,742,10012,0.84,imputed_multilateral,Oceania
2003,742,10007,50.45,imputed_multilateral,Asia
2004,742,9998,2.23,imputed_multilateral,"Developing countries, unspecified"
2004,742,10004,4.88,imputed_multilateral,America
2004,742,10010,3.59,imputed_multilateral,Europe
2004,742,10001,38.06,imputed_multilateral,Africa
2004,742,10011,2.6,imputed_multilateral,Middle East
2004,742,10012,0.9,imputed_multilateral,Oceania
2004,742,10007,47.27,imputed_multilateral,Asia
2005,742,9998,7.93,imputed_multilateral,"Developing countries, unspecified"
2005,742,10004,90.4,imputed_multilateral,America
2005,742,10010,4.68,imputed_multilateral,Europe
2018,84,10011,4.39,imputed_multilateral,Middle East
2018,84,10012,0.37,imputed_multilateral,Oceania
2018,84,10007,10.86,imputed_multilateral,Asia
2024,84,9998,9.165634,imputed_multilateral,"Developing countries, unspecified"
2024,84,10004,2.140473,imputed_multilateral,America
2024,84,10010,56.111247,imputed_multilateral,Europe
2024,84,10001,19.80992,imputed_multilateral,Africa
2024,84,10011,4.487378,imputed_multilateral,Middle East
2024,84,10012,0.301053,imputed_multilateral,Oceania
2024,84,10007,11.185836,imputed_multilateral,Asia
2023,84,9998,8.826481,imputed_multilateral,"Developing countries, unspecified"
2023,84,10004,2.750891,imputed_multilateral,America
2023,84,10010,49.335813,imputed_multilateral,Europe
2023,84,10001,15.77893,imputed_multilateral,Africa
2023,84,10011,3.783149,imputed_multilateral,Middle East
2023,84,10012,0.330476,imputed_multilateral,Oceania
2023,84,10007,10.618201,imputed_multilateral,Asia
2022,84,9998,14.586883,imputed_multilateral,"Developing countries, unspecified"
2022,84,10004,4.2433,imputed_multilateral,America
2022,84,10010,43.0977,imputed_multilateral,Europe
2022,84,10001,21.772393,imputed_multilateral,Africa
2022,84,10011,4.422333,imputed_multilateral,Middle East
2022,84,10012,0.444856,imputed_multilateral,Oceania
2022,84,10007,12.915555,imputed_multilateral,Asia
2020,84,9998,5.148722,imputed_multilateral,"Developing countries, unspecified"
2020,84,10004,3.991167,imputed_multilateral,America
2020,84,10010,12.84326,imputed_multilateral,Europe
2020,84,10001,23.052528,imputed_multilateral,Africa
2020,84,10011,3.955475,imputed_multilateral,Middle East
2020,84,10012,0.332854,imputed_multilateral,Oceania
2020,84,10007,11.82105,imputed_multilateral,Asia
2019,84,9998,5.847332,imputed_multilateral,"Developing countries, unspecified"
2019,84,10004,2.766636,imputed_multilateral,America
2019,84,10010,10.97002,imputed_multilateral,Europe
2015,742,9998,40.57,imputed_multilateral,"Developing countries, unspecified"
2015,742,10004,12.02,imputed_multilateral,America
2015,742,10010,6.75,imputed_multilateral,Europe
2015,742,10001,151.11,imputed_multilateral,Africa
2015,742,10011,3.9,imputed_multilateral,Middle East
2015,742,10012,4.59,imputed_multilateral,Oceania
2015,742,10007,145.91,imputed_multilateral,Asia
2014,742,9998,48.01,imputed_multilateral,"Developing countries, unspecified"
2014,742,10004,21.75,imputed_multilateral,America
2014,742,10010,7.98,imputed_multilateral,Europe
2014,742,10001,176.16,imputed_multilateral,Africa
2014,742,10011,7.25,imputed_multilateral,Middle East
2014,742,10012,4.25,imputed_multilateral,Oceania
2014,742,10007,185.31,imputed_multilateral,Asia
2013,742,9998,43.31,imputed_multilateral,"Developing countries, unspecified"
2013,742,10004,21.75,imputed_multilateral,America
2013,742,10010,8.9,imputed_multilateral,Europe
2013,742,10001,172.91,imputed_multilateral,Africa
2013,742,10011,7.28,imputed_multilateral,Middle East
2013,742,10012,6.05,imputed_multilateral,Oceania
2013,742,10007,165.07,imputed_multilateral,Asia
2012,742,9998,46.61,imputed_multilateral,"Developing countries, unspecified"
2012,742,10004,29.4,imputed_multilateral,America
2012,742,10010,9.17,imputed_multilateral,Europe
2012,742,10001,161.81,imputed_multilateral,Africa
2012,742,10011,4.39,imputed_multilateral,Middle East
2012,742,10012,5.99,imputed_multilateral,Oceania
2012,742,10007,146.28,imputed_multilateral,Asia
2011,742,9998,33.22,imputed_multilateral,"Developing countries, unspecified"
2011,742,10004,19.22,imputed_multilateral,America
2011,742,10010,7.19,imputed_multilateral,Europe
2011,742,10001,122.18,imputed_multilateral,Africa
2011,742,10011,1.98,imputed_multilateral,Middle East
2011,742,10012,3.14,imputed_multilateral,Oceania
2017,83,10011,1.91,imputed_multilateral,Middle East
2017,83,10012,0.19,imputed_multilateral,Oceania
2017,83,10007,5.13,imputed_multilateral,Asia
2018,83,9998,3.41,imputed_multilateral,"Developing countries, unspecified"
2018,83,10004,2.05,imputed_multilateral,America
2018,83,10010,6.04,imputed_multilateral,Europe
2009,84,10011,1.79,imputed_multilateral,Middle East
2009,84,10007,5.53,imputed_multilateral,Asia
2010,84,9998,2.32,imputed_multilateral,"Developing countries, unspecified"
2010,84,10004,2.07,imputed_multilateral,America
2010,84,10010,3.13,imputed_multilateral,Europe
2010,84,10001,8.61,imputed_multilateral,Africa
2010,84,10011,1.21,imputed_multilateral,Middle East
2010,84,10012,0.18,imputed_multilateral,Oceania
2010,84,10007,3.89,imputed_multilateral,Asia
2011,84,9998,2.28,imputed_multilateral,"Developing countries, unspecified"
2011,84,10004,2.17,imputed_multilateral,America
2011,84,10010,8.6,imputed_multilateral,Europe
2011,84,10001,11.73,imputed_multilateral,Africa
2011,84,10011,1.23,imputed_multilateral,Middle East
2011,84,10012,0.19,imputed_multilateral,Oceania
2011,84,10007,6.08,imputed_multilateral,Asia
2012,84,9998,2.1,imputed_multilateral,"Developing countries, unspecified"
2012,84,10004,1.93,imputed_multilateral,America
2012,84,10010,8.15,imputed_multilateral,Europe
2012,84,10001,12.72,imputed_multilateral,Africa
2012,84,10011,1.25,imputed_multilateral,Middle East
2012,84,10007,4.79,imputed_multilateral,Asia
2013,84,9998,2.64,imputed_multilateral,"Developing countries, unspecified"
2013,84,10004,2.12,imputed_multilateral,America
2013,84,10010,9.2,imputed_multilateral,Europe
2013,84,10001,12.44,imputed_multilateral,Africa
2013,84,10011,2.1,imputed_multilateral,Middle East
2013,84,10012,0.18,imputed_multilateral,Oceania
2013,84,10007,6.19,imputed_multilateral,Asia
2014,84,9998,3.2,imputed_multilateral,"Developing countries, unspecified"
2014,84,10004,2.19,imputed_multilateral,America
2014,84,10010,11.45,imputed_multilateral,Europe
2014,84,10001,14.68,imputed_multilateral,Africa
2014,84,10011,2.58,imputed_multilateral,Middle East
2014,84,10012,0.18,imputed_multilateral,Oceania
2014,84,10007,5.96,imputed_multilateral,Asia
2015,84,9998,2.88,imputed_multilateral,"Developing countries, unspecified"
2015,84,10004,2.63,imputed_multilateral,America
2015,84,10010,9.28,imputed_multilateral,Europe
2015,84,10001,13.65,imputed_multilateral,Africa
2015,84,10011,2.64,imputed_multilateral,Middle East
2015,84,10012,0.26,imputed_multilateral,Oceania
2015,84,10007,8.14,imputed_multilateral,Asia
2016,84,9998,3.13,imputed_multilateral,"Developing countries, unspecified"
2016,84,10004,2.5,imputed_multilateral,America
2016,84,10010,11.18,imputed_multilateral,Europe
2016,84,10001,15.49,imputed_multilateral,Africa
2016,84,10011,3.13,imputed_multilateral,Middle East
2016,84,10012,0.18,imputed_multilateral,Oceania
2016,84,10007,8.91,imputed_multilateral,Asia
2017,84,9998,4.51,imputed_multilateral,"Developing countries, unspecified"
2017,84,10004,3.42,imputed_multilateral,America
2017,84,10010,10.69,imputed_multilateral,Europe
2017,84,10001,16.15,imputed_multilateral,Africa
2017,84,10011,3.23,imputed_multilateral,Middle East
2017,84,10012,0.33,imputed_multilateral,Oceania
2017,84,10007,8.87,imputed_multilateral,Asia
2018,84,9998,6.08,imputed_multilateral,"Developing countries, unspecified"
2018,84,10004,3.69,imputed_multilateral,America
2018,84,10010,11.17,imputed_multilateral,Europe
2018,84,10001,18.82,imputed_multilateral,Africa
2001,84,10004,0.07,imputed_multilateral,America
2003,84,9998,0.07,imputed_multilateral,"Developing countries, unspecified"
2002,84,9998,0.06,imputed_multilateral,"Developing countries, unspecified"
2002,84,10004,0.06,imputed_multilateral,America
2002,84,10010,0.05,imputed_multilateral,Europe
2003,84,10004,0.05,imputed_multilateral,America
2003,84,10011,0.05,imputed_multilateral,Middle East
2001,84,10010,0.04,imputed_multilateral,Europe
2002,84,10011,0.04,imputed_multilateral,Middle East
2003,84,10010,0.04,imputed_multilateral,Europe
2004,84,10012,0.04,imputed_multilateral,Oceania
2001,84,10011,0.02,imputed_multilateral,Middle East
2019,84,10001,22.076202,imputed_multilateral,Africa
2019,84,10011,4.33768,imputed_multilateral,Middle East
2019,84,10012,0.432573,imputed_multilateral,Oceania
2019,84,10007,10.35031,imputed_multilateral,Asia
2021,84,9998,7.582454,imputed_multilateral,"Developing countries, unspecified"
2021,84,10004,3.789332,imputed_multilateral,America
2021,84,10010,15.374774,imputed_multilateral,Europe
2021,84,10001,24.714847,imputed_multilateral,Africa
2021,84,10011,5.212296,imputed_multilateral,Middle East
2021,84,10012,0.442062,imputed_multilateral,Oceania
2021,84,10007,12.885213,imputed_multilateral,Asia
2001,84,10012,0.0,imputed_multilateral,Oceania
2002,84,10012,0.0,imputed_multilateral,Oceania
2003,84,10012,0.0,imputed_multilateral,Oceania
2000,84,9998,0.0,imputed_multilateral,"Developing countries, unspecified"
2000,84,10004,0.0,imputed_multilateral,America
2000,84,10010,0.0,imputed_multilateral,Europe
2022,83,9998,6.742191,imputed_multilateral,"Developing countries, unspecified"
2022,83,10004,2.14157,imputed_multilateral,America
2022,83,10010,19.528986,imputed_multilateral,Europe
2022,83,10001,15.589936,imputed_multilateral,Africa
2022,83,10011,2.228471,imputed_multilateral,Middle East
2022,83,10012,0.276928,imputed_multilateral,Oceania
2022,83,10007,8.17872,imputed_multilateral,Asia
2023,83,9998,5.006096,imputed_multilateral,"Developing countries, unspecified"
2023,83,10004,2.15201,imputed_multilateral,America
2023,83,10010,28.070723,imputed_multilateral,Europe
2023,83,10001,19.53361,imputed_multilateral,Africa
2023,83,10011,2.528998,imputed_multilateral,Middle East
2023,83,10012,0.33291,imputed_multilateral,Oceania
2023,83,10007,9.738704,imputed_multilateral,Asia
2024,83,9998,5.325619,imputed_multilateral,"Developing countries, unspecified"
2024,83,10004,2.558079,imputed_multilateral,America
2024,83,10010,32.955855,imputed_multilateral,Europe
2024,83,10001,12.158543,imputed_multilateral,Africa
2024,83,10011,2.830111,imputed_multilateral,Middle East
2024,83,10012,0.160639,imputed_multilateral,Oceania
2024,83,10007,8.956173,imputed_multilateral,Asia
2020,83,10011,2.254973,imputed_multilateral,Middle East
2020,83,10012,0.201644,imputed_multilateral,Oceania
2020,83,10007,6.834077,imputed_multilateral,Asia
2021,83,9998,4.576504,imputed_multilateral,"Developing countries, unspecified"
2021,83,10004,2.323406,imputed_multilateral,America
2021,83,10010,9.357532,imputed_multilateral,Europe
2021,83,10001,13.755634,imputed_multilateral,Africa
2021,83,10011,3.148878,imputed_multilateral,Middle East
2021,83,10012,0.258129,imputed_multilateral,Oceania
2021,83,10007,7.631759,imputed_multilateral,Asia
2021,22,10011,15.962849,imputed_multilateral,Middle East
2021,22,10012,1.626898,imputed_multilateral,Oceania
2021,22,10007,50.777939,imputed_multilateral,Asia
2022,22,9998,21.23059,imputed_multilateral,"Developing countries, unspecified"
2022,22,10004,6.01054,imputed_multilateral,America
2000,22,9998,2.18,imputed_multilateral,"Developing countries, unspecified"
2000,22,10004,2.0,imputed_multilateral,America
2000,22,10010,3.3,imputed_multilateral,Europe
2000,22,10001,8.95,imputed_multilateral,Africa
2000,22,10011,1.32,imputed_multilateral,Middle East
2000,22,10012,0.25,imputed_multilateral,Oceania
2000,22,10007,6.28,imputed_multilateral,Asia
2001,22,9998,3.04,imputed_multilateral,"Developing countries, unspecified"
2001,22,10004,2.59,imputed_multilateral,America
2001,22,10010,3.35,imputed_multilateral,Europe
2001,22,10001,10.12,imputed_multilateral,Africa
2001,22,10011,2.12,imputed_multilateral,Middle East
2001,22,10012,0.21,imputed_multilateral,Oceania
2001,22,10007,7.97,imputed_multilateral,Asia
2002,22,9998,2.77,imputed_multilateral,"Developing countries, unspecified"
2013,83,10012,0.12,imputed_multilateral,Oceania
2016,83,10012,0.12,imputed_multilateral,Oceania
2015,83,10012,0.15,imputed_multilateral,Oceania
2002,83,10001,0.24,imputed_multilateral,Africa
2002,83,10007,0.21,imputed_multilateral,Asia
2005,83,9998,0.99,imputed_multilateral,"Developing countries, unspecified"
2005,83,10004,0.81,imputed_multilateral,America
2005,83,10010,1.04,imputed_multilateral,Europe
2005,83,10001,4.45,imputed_multilateral,Africa
2005,83,10011,0.52,imputed_multilateral,Middle East
2005,83,10007,2.28,imputed_multilateral,Asia
2006,83,9998,1.16,imputed_multilateral,"Developing countries, unspecified"
2006,83,10004,0.93,imputed_multilateral,America
2006,83,10010,1.41,imputed_multilateral,Europe
2006,83,10001,4.79,imputed_multilateral,Africa
2006,83,10011,0.97,imputed_multilateral,Middle East
2006,83,10007,2.47,imputed_multilateral,Asia
2007,83,9998,1.67,imputed_multilateral,"Developing countries, unspecified"
2007,83,10004,1.32,imputed_multilateral,America
2007,83,10010,1.83,imputed_multilateral,Europe
2007,83,10001,6.59,imputed_multilateral,Africa
2007,83,10011,1.07,imputed_multilateral,Middle East
2007,83,10007,2.83,imputed_multilateral,Asia
2012,83,9998,1.33,imputed_multilateral,"Developing countries, unspecified"
2012,83,10004,1.26,imputed_multilateral,America
2012,83,10010,5.29,imputed_multilateral,Europe
2012,83,10001,8.76,imputed_multilateral,Africa
2012,83,10011,0.82,imputed_multilateral,Middle East
2012,83,10007,3.17,imputed_multilateral,Asia
2013,83,9998,1.56,imputed_multilateral,"Developing countries, unspecified"
2013,83,10004,1.37,imputed_multilateral,America
2013,83,10010,6.0,imputed_multilateral,Europe
2013,83,10001,8.66,imputed_multilateral,Africa
2013,83,10011,1.36,imputed_multilateral,Middle East
2013,83,10007,4.35,imputed_multilateral,Asia
2014,83,9998,1.97,imputed_multilateral,"Developing countries, unspecified"
2014,83,10004,1.25,imputed_multilateral,America
2014,83,10010,6.4,imputed_multilateral,Europe
2014,83,10001,8.45,imputed_multilateral,Africa
2014,83,10011,1.44,imputed_multilateral,Middle East
2014,83,10007,3.62,imputed_multilateral,Asia
2015,83,9998,1.6,imputed_multilateral,"Developing countries, unspecified"
2015,83,10004,1.41,imputed_multilateral,America
2015,83,10010,5.07,imputed_multilateral,Europe
2015,83,10001,6.96,imputed_multilateral,Africa
2015,83,10011,1.44,imputed_multilateral,Middle East
2015,83,10007,3.98,imputed_multilateral,Asia
2016,83,9998,2.13,imputed_multilateral,"Developing countries, unspecified"
2016,83,10004,1.55,imputed_multilateral,America
2016,83,10010,6.82,imputed_multilateral,Europe
2016,83,10001,9.09,imputed_multilateral,Africa
2016,83,10011,1.91,imputed_multilateral,Middle East
2016,83,10007,5.14,imputed_multilateral,Asia
2017,83,9998,2.75,imputed_multilateral,"Developing countries, unspecified"
2017,83,10004,2.06,imputed_multilateral,America
2017,83,10010,6.4,imputed_multilateral,Europe
2017,83,10001,9.54,imputed_multilateral,Africa
2008,84,10004,2.79,imputed_multilateral,America
2008,84,10010,4.35,imputed_multilateral,Europe
2008,84,10001,15.06,imputed_multilateral,Africa
2008,84,10011,2.47,imputed_multilateral,Middle East
2008,84,10012,0.24,imputed_multilateral,Oceania
2008,84,10007,6.87,imputed_multilateral,Asia
2009,84,9998,3.06,imputed_multilateral,"Developing countries, unspecified"
2009,84,10004,2.44,imputed_multilateral,America
2009,84,10010,4.94,imputed_multilateral,Europe
2009,84,10001,12.06,imputed_multilateral,Africa
2009,22,9998,28.68,imputed_multilateral,"Developing countries, unspecified"
2009,22,10004,9.78,imputed_multilateral,America
