year,donor_code,recipient_code,value,recipient
2012,55,10046,836.3399999999999,Lower-middle income
2012,55,10047,216.18,Upper-middle income
2012,55,10048,0.32,High income
2012,55,10049,0.14,Not classified by income
2012,61,10024,14.42,Not classified by income
2012,61,10045,7.4399999999999995,Low income
2012,61,10046,14.079999999999998,Lower-middle income
2012,61,10047,21.66,Upper-middle income
2012,61,10048,0.09999999999999999,High income
2012,61,10049,0.05,Not classified by income
2012,62,10024,13.58,Not classified by income
2012,62,10045,0.9,Low income
2012,62,10047,0.04,Upper-middle income
2012,68,10024,33.17,Not classified by income
2012,68,10045,45.769999999999996,Low income
2012,68,10046,66.6,Lower-middle income
2012,68,10047,67.94,Upper-middle income
2012,68,10048,0.31,High income
2012,68,10049,0.18,Not classified by income
2012,69,10024,19.86,Not classified by income
2012,69,10045,11.69,Low income
2012,69,10046,21.860000000000003,Lower-middle income
2012,69,10047,25.6,Upper-middle income
2012,69,10048,0.13,High income
2012,69,10049,0.08,Not classified by income
2012,70,10024,23.9,Not classified by income
2012,72,10024,5.5,Not classified by income
2012,72,10045,6.34,Low income
2012,72,10046,11.68,Lower-middle income
2012,72,10047,12.28,Upper-middle income
2012,72,10048,0.08,High income
2012,72,10049,0.05,Not classified by income
2012,75,10024,22.830000000000002,Not classified by income
2012,75,10045,19.09,Low income
2012,75,10046,38.16,Lower-middle income
2012,75,10047,37.1,Upper-middle income
2012,75,10048,0.22,High income
2012,75,10049,0.13,Not classified by income
2012,76,10024,68.28999999999999,Not classified by income
2012,76,10045,64.05,Low income
2012,76,10046,107.21000000000001,Lower-middle income
2012,76,10047,178.47,Upper-middle income
2012,76,10048,0.79,High income
2012,76,10049,0.46,Not classified by income
2012,77,10024,21.259999999999998,Not classified by income
2012,77,10045,18.62,Low income
2012,77,10046,37.0,Lower-middle income
2012,77,10047,63.75,Upper-middle income
2012,77,10048,0.29000000000000004,High income
2012,77,10049,0.18,Not classified by income
2012,82,10024,4.9399999999999995,Not classified by income
2012,82,10045,6.62,Low income
2012,82,10046,5.5,Lower-middle income
2012,82,10047,6.03,Upper-middle income
2012,82,10048,0.03,High income
2012,82,10049,0.01,Not classified by income
2012,83,10024,3.5,Not classified by income
2012,83,10045,3.86,Low income
2012,83,10046,6.699999999999999,Lower-middle income
2012,83,10047,6.94,Upper-middle income
2012,83,10048,0.04,High income
2012,83,10049,0.03,Not classified by income
2012,84,10024,8.32,Not classified by income
2012,84,10045,22.439999999999998,Low income
2012,84,10046,9.85,Lower-middle income
2012,84,10047,11.17,Upper-middle income
2012,84,10048,0.06,High income
2012,84,10049,0.04,Not classified by income
2012,87,10024,86.58000000000001,Not classified by income
2012,87,10045,91.95,Low income
2012,87,10046,187.57,Lower-middle income
2012,87,10047,48.45,Upper-middle income
2012,87,10048,4.8,High income
2012,87,10049,0.16,Not classified by income
2012,104,10024,24.0,Not classified by income
2012,104,10045,6.2,Low income
2012,104,10046,9.11,Lower-middle income
2012,104,10047,-1.58,Upper-middle income
2012,301,10024,2022.09,Not classified by income
2012,301,10045,1323.1599999999999,Low income
2012,301,10046,1887.2800000000002,Lower-middle income
2012,301,10047,271.24,Upper-middle income
2012,301,10048,6.04,High income
2012,301,10049,0.8200000000000001,Not classified by income
2012,302,10024,8771.89,Not classified by income
2012,302,10045,8541.97,Low income
2012,302,10046,8648.42,Lower-middle income
2012,302,10047,4203.01,Upper-middle income
2012,302,10048,9.44,High income
2012,302,10049,10.809999999999999,Not classified by income
2012,546,10024,63.32,Not classified by income
2012,546,10045,7.8,Low income
2012,546,10046,55.43,Lower-middle income
2012,546,10047,52.769999999999996,Upper-middle income
2012,546,10048,1.09,High income
2012,546,10049,0.09999999999999999,Not classified by income
2012,552,10024,-0.12,Not classified by income
2012,552,10045,41.89,Low income
2012,552,10046,119.16,Lower-middle income
2012,552,10047,-11.4,Upper-middle income
2012,552,10048,-0.6,High income
2012,566,10024,957.13,Not classified by income
2012,576,10024,151.53,Not classified by income
2012,576,10045,228.62,Low income
2012,576,10046,306.96,Lower-middle income
2012,576,10047,15.48,Upper-middle income
2012,576,10048,12.33,High income
2012,576,10049,0.04,Not classified by income
2012,701,10024,2240.2200000000003,Not classified by income
2012,701,10045,2760.04,Low income
2012,701,10046,5506.27,Lower-middle income
2012,701,10047,-419.15000000000003,Upper-middle income
2012,701,10048,24.729999999999997,High income
2012,701,10049,5.92,Not classified by income
2012,732,10024,241.32,Not classified by income
2012,742,10024,250.41000000000003,Not classified by income
2012,742,10045,256.03999999999996,Low income
2012,742,10046,937.82,Lower-middle income
2012,742,10047,136.28,Upper-middle income
2012,742,10048,1.49,High income
2012,742,10049,0.39,Not classified by income
2012,764,10024,5.09,Not classified by income
2012,764,10045,1.9300000000000002,Low income
2012,764,10046,4.8500000000000005,Lower-middle income
2012,764,10047,1.42,Upper-middle income
2012,764,10048,0.09,High income
2012,764,10049,0.05,Not classified by income
2012,801,10024,1322.34,Not classified by income
2012,801,10045,630.48,Low income
2012,801,10046,3035.6,Lower-middle income
2012,801,10047,297.39,Upper-middle income
2012,801,10048,34.57,High income
2012,801,10049,13.11,Not classified by income
2012,811,10024,210.5,Not classified by income
2012,811,10045,60.96,Low income
2012,811,10046,187.56,Lower-middle income
2012,811,10047,201.66,Upper-middle income
2012,811,10048,6.4,High income
2012,811,10049,3.65,Not classified by income
2012,812,10046,2.67,Lower-middle income
2012,812,10047,2.13,Upper-middle income
2012,812,10048,0.06,High income
2012,820,10024,131.29,Not classified by income
2012,820,10045,34.43,Low income
2012,820,10046,175.62,Lower-middle income
2012,820,10047,38.629999999999995,Upper-middle income
2012,820,10048,3.16,High income
2012,820,10049,43.87,Not classified by income
2012,905,10024,30.95,Not classified by income
2012,905,10045,2823.27,Low income
2012,905,10046,4479.14,Lower-middle income
2012,905,10047,-412.22,Upper-middle income
2012,905,10048,-0.08,High income
2012,906,10024,5.37,Not classified by income
2012,906,10046,11.16,Lower-middle income
2012,906,10047,26.11,Upper-middle income
2012,906,10048,-0.39,High income
2012,906,10049,-0.2,Not classified by income
2012,909,10024,656.09,Not classified by income
2012,909,10046,708.85,Lower-middle income
2012,909,10047,39.22,Upper-middle income
2012,909,10048,7.41,High income
2012,909,10049,1.27,Not classified by income
2012,913,10024,0.93,Not classified by income
2012,913,10045,104.72,Low income
2012,913,10046,5.01,Lower-middle income
2012,913,10047,3.36,Upper-middle income
2012,913,10048,0.42,High income
2012,914,10024,196.53,Not classified by income
2012,914,10045,1105.39,Low income
2012,914,10046,1043.06,Lower-middle income
2012,914,10047,-5.03,Upper-middle income
2012,914,10048,-0.74,High income
2012,915,10024,0.45,Not classified by income
2012,915,10045,233.37,Low income
2012,915,10046,378.42,Lower-middle income
2012,915,10047,99.98,Upper-middle income
2012,915,10048,2.0,High income
2012,915,10049,1.98,Not classified by income
2012,918,10024,2716.3700000000003,Not classified by income
2012,918,10045,2842.55,Low income
2012,918,10046,5219.82,Lower-middle income
2012,918,10047,6577.17,Upper-middle income
2012,918,10048,40.26,High income
2012,918,10049,27.31,Not classified by income
2012,921,10024,9.18,Not classified by income
2012,921,10045,87.48,Low income
2012,921,10046,282.96,Lower-middle income
2012,921,10047,-76.56,Upper-middle income
2012,923,10045,45.43,Low income
2012,923,10046,11.9,Lower-middle income
2012,923,10047,2.93,Upper-middle income
2012,928,10024,289.72,Not classified by income
2012,928,10045,32.08,Low income
2012,928,10046,60.59,Lower-middle income
2012,928,10047,14.02,Upper-middle income
2012,928,10048,0.52,High income
2012,928,10049,0.1,Not classified by income
2012,940,10024,186.4,Not classified by income
2012,940,10045,7.63,Low income
2012,940,10046,24.08,Lower-middle income
2012,940,10047,17.37,Upper-middle income
2012,940,10048,2.21,High income
2012,940,10049,0.37,Not classified by income
2012,944,10024,34.58,Not classified by income
2012,944,10045,5.17,Low income
2012,944,10046,13.84,Lower-middle income
2012,944,10047,13.41,Upper-middle income
2012,944,10048,1.53,High income
2012,944,10049,0.39,Not classified by income
2012,948,10024,12.22,Not classified by income
2012,948,10047,0.06,Upper-middle income
2012,951,10024,12.66,Not classified by income
2012,951,10045,37.38,Low income
2012,951,10046,66.87,Lower-middle income
2012,951,10047,31.35,Upper-middle income
2012,951,10048,-0.31,High income
2012,953,10024,2.47,Not classified by income
2012,953,10045,37.8,Low income
2012,953,10046,28.32,Lower-middle income
2012,953,10047,1.2,Upper-middle income
2012,953,10048,1.54,High income
2012,958,10045,317.89,Low income
2012,958,10046,457.3,Lower-middle income
2012,958,10047,-5.9,Upper-middle income
2012,959,10024,79.57,Not classified by income
2012,959,10045,170.53,Low income
2012,959,10046,196.81,Lower-middle income
2012,959,10047,34.44,Upper-middle income
2012,959,10048,1.74,High income
2012,959,10049,0.28,Not classified by income
2012,963,10024,498.77,Not classified by income
2012,963,10045,316.81,Low income
2012,963,10046,269.79,Lower-middle income
2012,963,10047,51.83,Upper-middle income
2012,963,10048,1.59,High income
2012,963,10049,1.17,Not classified by income
2012,964,10045,54.25,Low income
2012,964,10046,368.24,Lower-middle income
2012,964,10047,244.85,Upper-middle income
2012,966,10024,8.5,Not classified by income
2012,966,10045,192.45,Low income
2012,966,10046,145.42,Lower-middle income
2012,966,10047,8.04,Upper-middle income
2012,967,10024,177.41,Not classified by income
2012,967,10045,115.35,Low income
2012,967,10046,68.26,Lower-middle income
2012,967,10047,59.85,Upper-middle income
2012,967,10049,2.92,Not classified by income
2012,971,10024,184.2,Not classified by income
2012,971,10045,14.77,Low income
2012,971,10046,26.21,Lower-middle income
2012,971,10047,16.42,Upper-middle income
2012,971,10048,0.16,High income
2012,971,10049,0.26,Not classified by income
2012,974,10024,56.57,Not classified by income
2012,974,10045,88.54,Low income
2012,974,10046,141.44,Lower-middle income
2012,974,10047,43.47,Upper-middle income
2012,974,10048,1.12,High income
2012,974,10049,1.25,Not classified by income
2012,976,10024,7.85,Not classified by income
2012,976,10045,57.97,Low income
2012,976,10046,48.19,Lower-middle income
2012,976,10047,-9.99,Upper-middle income
2012,978,10024,40.55,Not classified by income
2012,978,10046,19.26,Lower-middle income
2012,978,10047,75.0,Upper-middle income
2012,988,10045,225.36,Low income
2012,988,10046,183.01,Lower-middle income
2012,988,10047,40.21,Upper-middle income
2012,1012,10046,13.85,Lower-middle income
2012,1012,10047,10.0,Upper-middle income
2012,1013,10047,92.53,Upper-middle income
2012,1311,10024,115.81,Not classified by income
2012,1311,10045,368.77,Low income
2012,1311,10046,581.17,Lower-middle income
2012,1311,10047,2.51,Upper-middle income
2012,1312,10024,30.8,Not classified by income
2012,1312,10045,1179.17,Low income
2012,1312,10046,1629.73,Lower-middle income
2012,1312,10047,465.38,Upper-middle income
2012,1312,10048,2.15,High income
2013,1,10024,296.18,Not classified by income
2013,1,10045,213.91000000000003,Low income
2013,1,10046,372.55,Lower-middle income
2013,1,10047,277.62,Upper-middle income
2013,1,10048,1.43,High income
2013,1,10049,0.8300000000000001,Not classified by income
2013,2,10024,749.0,Not classified by income
2013,2,10045,647.8,Low income
2013,2,10046,577.12,Lower-middle income
2013,2,10047,298.74,Upper-middle income
2013,2,10048,2.88,High income
2013,2,10049,1.24,Not classified by income
2013,3,10024,1319.0700000000002,Not classified by income
2013,3,10045,656.55,Low income
2013,3,10046,756.26,Lower-middle income
2013,3,10047,166.52,Upper-middle income
2013,3,10048,2.02,High income
2013,3,10049,0.74,Not classified by income
2013,4,10024,2215.8,Not classified by income
2013,4,10045,1660.78,Low income
2013,4,10046,4621.54,Lower-middle income
2013,4,10047,2442.36,Upper-middle income
2013,4,10048,20.77,High income
2013,4,10049,113.97,Not classified by income
2013,5,10024,4387.39,Not classified by income
2013,5,10045,2717.74,Low income
2013,5,10046,4231.17,Lower-middle income
2013,5,10047,2762.13,Upper-middle income
2013,5,10048,51.769999999999996,High income
2013,5,10049,11.98,Not classified by income
2013,6,10024,909.34,Not classified by income
2013,6,10045,676.97,Low income
2013,6,10046,1034.58,Lower-middle income
2013,6,10047,711.03,Upper-middle income
2013,6,10048,6.5600000000000005,High income
2013,6,10049,3.27,Not classified by income
2013,7,10024,3035.46,Not classified by income
2013,7,10045,1077.6599999999999,Low income
2013,7,10046,936.1600000000001,Lower-middle income
2013,7,10047,373.64,Upper-middle income
2013,7,10048,3.52,High income
2013,7,10049,1.74,Not classified by income
2013,8,10024,2179.45,Not classified by income
2013,8,10045,1160.49,Low income
2013,8,10046,1138.31,Lower-middle income
2013,8,10047,981.21,Upper-middle income
2013,8,10048,11.92,High income
2013,8,10049,0.73,Not classified by income
2013,9,10024,57.25,Not classified by income
2013,9,10045,109.30000000000001,Low income
2013,9,10046,233.76999999999998,Lower-middle income
2013,9,10047,80.02,Upper-middle income
2013,9,10048,0.6,High income
2013,9,10049,0.43,Not classified by income
2013,10,10024,2495.4700000000003,Not classified by income
2013,10,10045,1292.48,Low income
2013,10,10046,1423.01,Lower-middle income
2013,10,10047,562.35,Upper-middle income
2013,10,10048,3.45,High income
2013,10,10049,1.3800000000000001,Not classified by income
2013,11,10024,1297.94,Not classified by income
2013,11,10045,524.55,Low income
2013,11,10046,947.5500000000001,Lower-middle income
2013,11,10047,359.73,Upper-middle income
2013,11,10048,1.96,High income
2013,11,10049,0.27999999999999997,Not classified by income
2013,12,10024,4808.68,Not classified by income
2013,12,10045,4358.12,Low income
2013,12,10046,6280.66,Lower-middle income
2013,12,10047,1315.37,Upper-middle income
2013,12,10048,17.78,High income
2013,12,10049,189.95000000000002,Not classified by income
2013,18,10024,486.05,Not classified by income
2013,18,10045,316.65,Low income
2013,18,10046,463.09,Lower-middle income
2013,18,10047,158.72,Upper-middle income
2013,18,10048,2.5,High income
2013,18,10049,0.73,Not classified by income
2013,20,10024,13.38,Not classified by income
2013,20,10045,15.950000000000001,Low income
2013,20,10046,4.35,Lower-middle income
2013,20,10047,0.56,Upper-middle income
2013,20,10048,0.0,High income
2013,20,10049,0.0,Not classified by income
2013,21,10024,192.96,Not classified by income
2013,21,10045,322.68,Low income
2013,21,10046,248.58,Lower-middle income
2013,21,10047,78.11,Upper-middle income
2013,21,10048,0.61,High income
2013,21,10049,0.29,Not classified by income
2013,22,10024,100.9,Not classified by income
2013,22,10045,116.3,Low income
2013,22,10046,163.17000000000002,Lower-middle income
2013,22,10047,45.5,Upper-middle income
2013,22,10048,0.69,High income
2013,22,10049,0.25,Not classified by income
2013,30,10024,6.63,Not classified by income
2013,30,10045,3.03,Low income
2013,30,10046,4.4399999999999995,Lower-middle income
2013,30,10047,6.08,Upper-middle income
2013,30,10048,0.04,High income
2013,30,10049,0.03,Not classified by income
2013,40,10024,68.53999999999999,Not classified by income
2013,40,10045,36.36,Low income
2013,40,10046,56.38,Lower-middle income
2013,40,10047,74.63,Upper-middle income
2013,40,10048,0.53,High income
2013,40,10049,0.33999999999999997,Not classified by income
2013,45,10024,13.120000000000001,Not classified by income
2013,45,10045,1.1,Low income
2013,45,10046,1.63,Lower-middle income
2013,45,10047,2.23,Upper-middle income
2013,45,10048,0.01,High income
2013,45,10049,0.0,Not classified by income
2013,50,10024,542.97,Not classified by income
2013,50,10045,343.06,Low income
2013,50,10046,763.53,Lower-middle income
2013,50,10047,527.66,Upper-middle income
2013,50,10048,5.67,High income
2013,50,10049,-0.9799999999999998,Not classified by income
2013,55,10024,128.28,Not classified by income
2013,55,10045,1932.5700000000002,Low income
2013,55,10046,991.54,Lower-middle income
2013,55,10047,239.29000000000002,Upper-middle income
2013,55,10048,0.43,High income
2013,55,10049,0.04,Not classified by income
2013,61,10024,16.32,Not classified by income
2013,61,10045,8.23,Low income
2013,61,10046,13.610000000000001,Lower-middle income
2013,61,10047,22.880000000000003,Upper-middle income
2013,61,10048,0.1,High income
2013,61,10049,0.05,Not classified by income
2013,62,10024,25.75,Not classified by income
2013,62,10045,5.0,Low income
2013,62,10046,4.79,Lower-middle income
2013,62,10047,5.64,Upper-middle income
2013,62,10048,0.04,High income
2013,62,10049,0.03,Not classified by income
2013,68,10024,36.83,Not classified by income
2013,68,10045,37.29,Low income
2013,68,10046,63.25,Lower-middle income
2013,68,10047,67.06,Upper-middle income
2013,68,10048,0.34,High income
2013,68,10049,0.18,Not classified by income
2013,69,10024,17.35,Not classified by income
2013,69,10045,15.81,Low income
2013,69,10046,24.759999999999998,Lower-middle income
2013,69,10047,27.15,Upper-middle income
2013,69,10048,0.15,High income
2013,69,10049,0.1,Not classified by income
2013,70,10024,23.71,Not classified by income
2013,72,10024,6.29,Not classified by income
2013,72,10045,9.67,Low income
2013,72,10046,16.15,Lower-middle income
2013,72,10047,13.3,Upper-middle income
2013,72,10048,0.08,High income
2013,72,10049,0.06,Not classified by income
2013,75,10024,27.730000000000004,Not classified by income
2013,75,10045,19.59,Low income
2013,75,10046,42.14,Lower-middle income
2013,75,10047,38.22,Upper-middle income
2013,75,10048,0.2,High income
2013,75,10049,0.13,Not classified by income
2013,76,10024,81.66,Not classified by income
2013,76,10045,69.66,Low income
2013,76,10046,156.56,Lower-middle income
2013,76,10047,162.88,Upper-middle income
2013,76,10048,0.85,High income
2013,76,10049,0.56,Not classified by income
2013,77,10024,21.59,Not classified by income
2013,77,10045,21.17,Low income
2013,77,10046,32.32,Lower-middle income
2013,77,10047,57.040000000000006,Upper-middle income
2013,77,10048,0.29000000000000004,High income
2013,77,10049,0.18000000000000002,Not classified by income
2013,82,10024,6.65,Not classified by income
2013,82,10045,6.75,Low income
2013,82,10046,7.2,Lower-middle income
2013,82,10047,9.75,Upper-middle income
2013,82,10048,0.04,High income
2013,82,10049,0.03,Not classified by income
2013,83,10024,4.24,Not classified by income
2013,83,10045,4.33,Low income
2013,83,10046,7.34,Lower-middle income
2013,83,10047,7.51,Upper-middle income
2013,83,10048,0.05,High income
2013,83,10049,0.04,Not classified by income
2013,84,10024,10.08,Not classified by income
2013,84,10045,16.44,Low income
2013,84,10046,9.96,Lower-middle income
2013,84,10047,13.88,Upper-middle income
2013,84,10048,0.07,High income
2013,84,10049,0.05,Not classified by income
2013,87,10024,76.73,Not classified by income
2013,87,10045,143.05,Low income
2013,87,10046,376.09000000000003,Lower-middle income
2013,87,10047,98.75,Upper-middle income
2013,87,10048,0.4,High income
2013,87,10049,0.11,Not classified by income
2013,104,10024,32.39,Not classified by income
2013,104,10045,-2.92,Low income
2013,104,10046,0.67,Lower-middle income
2013,104,10047,-1.75,Upper-middle income
2013,301,10024,1631.7,Not classified by income
2013,301,10045,1182.53,Low income
2013,301,10046,1690.53,Lower-middle income
2013,301,10047,325.43,Upper-middle income
2013,301,10048,11.33,High income
2013,301,10049,0.9099999999999999,Not classified by income
2013,302,10024,8535.92,Not classified by income
2013,302,10045,8420.9,Low income
2013,302,10046,9808.38,Lower-middle income
2013,302,10047,3820.32,Upper-middle income
2013,302,10048,21.39,High income
2013,302,10049,7.9,Not classified by income
2013,546,10024,75.01,Not classified by income
2013,546,10045,15.96,Low income
2013,546,10046,52.93,Lower-middle income
2013,546,10047,56.14,Upper-middle income
2013,546,10048,1.11,High income
2013,546,10049,0.13,Not classified by income
2013,552,10024,1.65,Not classified by income
2013,552,10045,45.4,Low income
2013,552,10046,121.46,Lower-middle income
2013,552,10047,17.59,Upper-middle income
2013,552,10048,-0.64,High income
2013,566,10024,5387.95,Not classified by income
2013,576,10024,160.98999999999998,Not classified by income
2013,576,10045,163.35,Low income
2013,576,10046,4918.99,Lower-middle income
2013,576,10047,155.79000000000002,Upper-middle income
2013,576,10048,7.29,High income
2013,576,10049,0.01,Not classified by income
2013,613,10024,4.37,Not classified by income
2013,613,10045,0.53,Low income
2013,613,10046,0.2,Lower-middle income
2013,613,10047,0.25,Upper-middle income
2013,701,10024,2029.08,Not classified by income
2013,701,10045,2522.99,Low income
2013,701,10046,7124.17,Lower-middle income
2013,701,10047,-262.11,Upper-middle income
2013,701,10048,26.560000000000002,High income
2013,701,10049,3.2,Not classified by income
2013,732,10024,231.9,Not classified by income
2013,742,10024,253.51,Not classified by income
2013,742,10045,362.82,Low income
2013,742,10046,985.2,Lower-middle income
2013,742,10047,124.45,Upper-middle income
2013,742,10048,1.13,High income
2013,742,10049,0.45999999999999996,Not classified by income
2013,764,10024,8.83,Not classified by income
2013,764,10045,3.5,Low income
2013,764,10046,29.64,Lower-middle income
2013,764,10047,2.52,Upper-middle income
2013,764,10048,0.16999999999999998,High income
2013,764,10049,0.03,Not classified by income
2013,801,10024,1372.1000000000001,Not classified by income
2013,801,10045,462.62,Low income
2013,801,10046,2718.16,Lower-middle income
2013,801,10047,209.42000000000002,Upper-middle income
2013,801,10048,33.550000000000004,High income
2013,801,10049,11.54,Not classified by income
2013,811,10024,192.56,Not classified by income
2013,811,10045,73.88,Low income
2013,811,10046,226.95,Lower-middle income
2013,811,10047,243.42,Upper-middle income
2013,811,10048,11.3,High income
2013,811,10049,3.65,Not classified by income
2013,812,10046,1.86,Lower-middle income
2013,812,10047,35.37,Upper-middle income
2013,820,10024,137.18,Not classified by income
2013,820,10045,33.519999999999996,Low income
2013,820,10046,189.48,Lower-middle income
2013,820,10047,33.67,Upper-middle income
2013,820,10048,3.06,High income
2013,820,10049,45.410000000000004,Not classified by income
2013,905,10024,14.02,Not classified by income
2013,905,10045,3673.96,Low income
2013,905,10046,5296.96,Lower-middle income
2013,905,10047,-812.7,Upper-middle income
2013,905,10048,-0.08,High income
2013,906,10024,2.91,Not classified by income
2013,906,10046,22.85,Lower-middle income
2013,906,10047,24.98,Upper-middle income
2013,906,10048,14.62,High income
2013,906,10049,-0.46,Not classified by income
2013,909,10024,896.01,Not classified by income
2013,909,10046,808.92,Lower-middle income
2013,909,10047,219.13,Upper-middle income
2013,909,10048,4.44,High income
2013,909,10049,1.25,Not classified by income
2013,913,10024,1.2,Not classified by income
2013,913,10045,134.27,Low income
2013,913,10046,4.06,Lower-middle income
2013,913,10047,3.23,Upper-middle income
2013,913,10048,0.4,High income
2013,914,10024,162.83,Not classified by income
2013,914,10045,1090.19,Low income
2013,914,10046,933.34,Lower-middle income
2013,914,10047,-5.27,Upper-middle income
2013,914,10048,-0.74,High income
2013,915,10024,54.94,Not classified by income
2013,915,10045,162.68,Low income
2013,915,10046,683.05,Lower-middle income
2013,915,10047,103.46,Upper-middle income
2013,915,10048,0.48,High income
2013,915,10049,-0.17,Not classified by income
2013,918,10024,2697.28,Not classified by income
2013,918,10045,3071.06,Low income
2013,918,10046,4429.2699999999995,Lower-middle income
2013,918,10047,5592.660000000001,Upper-middle income
2013,918,10048,38.550000000000004,High income
2013,918,10049,27.630000000000003,Not classified by income
2013,921,10024,9.83,Not classified by income
2013,921,10045,88.43,Low income
2013,921,10046,212.39,Lower-middle income
2013,921,10047,75.87,Upper-middle income
2013,923,10024,0.25,Not classified by income
2013,923,10045,29.99,Low income
2013,923,10046,8.44,Lower-middle income
2013,923,10047,4.04,Upper-middle income
2013,928,10024,325.02,Not classified by income
2013,928,10045,42.08,Low income
2013,928,10046,81.33,Lower-middle income
2013,928,10047,24.03,Upper-middle income
2013,928,10048,0.73,High income
2013,928,10049,0.51,Not classified by income
2013,932,10024,405.93,Not classified by income
2013,932,10045,11.84,Low income
2013,932,10046,21.91,Lower-middle income
2013,932,10047,10.71,Upper-middle income
2013,932,10048,1.1,High income
2013,932,10049,0.27,Not classified by income
2013,940,10024,234.47,Not classified by income
2013,940,10045,9.42,Low income
2013,940,10046,31.08,Lower-middle income
2013,940,10047,20.6,Upper-middle income
2013,940,10048,2.35,High income
2013,940,10049,0.45,Not classified by income
2013,944,10024,34.35,Not classified by income
2013,944,10045,7.06,Low income
2013,944,10046,17.0,Lower-middle income
2013,944,10047,18.3,Upper-middle income
2013,944,10048,2.98,High income
2013,944,10049,0.27,Not classified by income
2013,948,10024,14.23,Not classified by income
2013,948,10047,0.07,Upper-middle income
2013,951,10024,12.46,Not classified by income
2013,951,10045,52.9,Low income
2013,951,10046,105.44,Lower-middle income
2013,951,10047,42.22,Upper-middle income
2013,951,10048,-0.06,High income
2013,953,10024,1.58,Not classified by income
2013,953,10045,54.9,Low income
2013,953,10046,23.06,Lower-middle income
2013,953,10047,0.86,Upper-middle income
2013,953,10048,0.92,High income
2013,958,10045,86.63,Low income
2013,958,10046,593.61,Lower-middle income
2013,958,10047,-59.93,Upper-middle income
2013,959,10024,79.89,Not classified by income
2013,959,10045,166.19,Low income
2013,959,10046,184.36,Lower-middle income
2013,959,10047,33.21,Upper-middle income
2013,959,10048,1.53,High income
2013,959,10049,0.1,Not classified by income
2013,963,10024,491.44,Not classified by income
2013,963,10045,367.82,Low income
2013,963,10046,311.04,Lower-middle income
2013,963,10047,57.23,Upper-middle income
2013,963,10048,1.66,High income
2013,963,10049,0.74,Not classified by income
2013,964,10045,24.08,Low income
2013,964,10046,309.44,Lower-middle income
2013,964,10047,205.12,Upper-middle income
2013,966,10024,17.64,Not classified by income
2013,966,10045,206.21,Low income
2013,966,10046,111.5,Lower-middle income
2013,966,10047,28.35,Upper-middle income
2013,967,10024,254.78,Not classified by income
2013,967,10045,79.66,Low income
2013,967,10046,46.54,Lower-middle income
2013,967,10047,36.45,Upper-middle income
2013,971,10024,180.86,Not classified by income
2013,971,10045,18.83,Low income
2013,971,10046,30.53,Lower-middle income
2013,971,10047,15.74,Upper-middle income
2013,971,10048,0.15,High income
2013,971,10049,0.34,Not classified by income
2013,974,10024,76.51,Not classified by income
2013,974,10045,89.67,Low income
2013,974,10046,145.36,Lower-middle income
2013,974,10047,39.66,Upper-middle income
2013,974,10048,1.19,High income
2013,974,10049,1.32,Not classified by income
2013,976,10045,39.81,Low income
2013,976,10046,55.52,Lower-middle income
2013,976,10047,-15.24,Upper-middle income
2013,978,10024,41.83,Not classified by income
2013,978,10046,19.91,Lower-middle income
2013,978,10047,72.49,Upper-middle income
2013,988,10045,220.84,Low income
2013,988,10046,186.13,Lower-middle income
2013,988,10047,26.24,Upper-middle income
2013,1011,10024,1.03,Not classified by income
2013,1011,10045,1.98,Low income
2013,1011,10046,88.13,Lower-middle income
2013,1011,10047,59.79,Upper-middle income
2013,1011,10048,0.12,High income
2013,1012,10045,3.25,Low income
2013,1012,10047,3.56,Upper-middle income
2013,1013,10047,117.44,Upper-middle income
2013,1311,10024,176.99,Not classified by income
2013,1311,10045,538.07,Low income
2013,1311,10046,823.54,Lower-middle income
2013,1311,10047,5.53,Upper-middle income
2013,1312,10024,35.97,Not classified by income
2013,1312,10045,1176.46,Low income
2013,1312,10046,2319.81,Lower-middle income
2013,1312,10047,412.86,Upper-middle income
2013,1312,10048,1.05,High income
2013,1313,10024,3.99,Not classified by income
2013,1313,10045,2.91,Low income
2013,1313,10046,6.36,Lower-middle income
2013,1313,10047,2.46,Upper-middle income
2014,1,10024,328.78,Not classified by income
2014,1,10045,187.25,Low income
2014,1,10046,436.7,Lower-middle income
2014,1,10047,274.56,Upper-middle income
2014,1,10048,1.53,High income
2014,1,10049,0.7,Not classified by income
2014,2,10024,845.46,Not classified by income
2014,2,10045,663.4,Low income
2014,2,10046,606.53,Lower-middle income
2014,2,10047,305.35,Upper-middle income
2014,2,10048,2.8,High income
2014,2,10049,1.09,Not classified by income
2014,3,10024,1377.03,Not classified by income
2014,3,10045,676.52,Low income
2014,3,10046,757.55,Lower-middle income
2014,3,10047,186.29,Upper-middle income
2014,3,10048,1.7,High income
2014,3,10049,0.87,Not classified by income
2014,4,10024,2118.67,Not classified by income
2014,4,10045,1655.98,Low income
2014,4,10046,3915.83,Lower-middle income
2014,4,10047,2662.02,Upper-middle income
2014,4,10048,20.740000000000002,High income
2014,4,10049,109.44999999999999,Not classified by income
2014,5,10024,4869.91,Not classified by income
2014,5,10045,2902.74,Low income
2014,5,10046,4783.94,Lower-middle income
2014,5,10047,3732.3,Upper-middle income
2014,5,10048,251.85000000000002,High income
2014,5,10049,12.780000000000001,Not classified by income
2014,6,10024,1384.53,Not classified by income
